filename	state	group	fac1	fac2	fac3	fac4
t003151	ro	ro	14	-2	6	-1
t003152	ro	ro	13	-1	2	0
t003153	ro	ro	46	2	9	0
t003154	ro	ro	49	7	5	3
t003155	ro	ro	16	1	0	1
t003156	ro	ro	49	3	4	3
t003157	ro	ro	23	1	4	1
t003158	ro	ro	51	6	15	2
t003159	ro	ro	7	1	1	0
t003160	ro	ro	5	0	1	0
t003161	ro	ro	9	0	2	2
t003162	ro	ro	6	0	3	0
t003163	ro	ro	30	3	9	2
t003164	ro	ro	22	3	4	2
t003165	ro	ro	15	2	2	3
t003166	ro	ro	13	1	3	1
t003167	ro	ro	10	6	3	0
t003168	ro	ro	12	1	7	1
t003169	ro	ro	18	3	5	2
t003170	ro	ro	24	2	7	0
t003171	ro	ro	9	2	1	3
t003172	ro	ro	17	1	11	5
t003173	ro	ro	8	0	2	1
t003174	ro	ro	2	1	3	0
t003175	ro	ro	19	0	2	-1
t003176	ro	ro	20	1	6	-2
t003177	ro	ro	11	0	3	0
t003178	ro	ro	11	2	4	-2
t003179	ro	ro	20	0	0	-3
t003180	ro	ro	27	2	5	0
t003181	ro	ro	12	0	3	0
t003182	ro	ro	40	5	20	2
t003183	ro	ro	9	1	4	0
t003184	ro	ro	8	0	3	2
t003185	ro	ro	29	3	11	4
t003186	ro	ro	10	0	1	1
t003187	ro	ro	18	0	1	4
t003188	ro	ro	33	2	7	4
t003189	ro	ro	10	1	1	3
t003190	ro	ro	29	3	9	7
t003191	ro	ro	23	2	9	7
t003192	ro	ro	23	4	2	7
t003193	ro	ro	55	1	11	6
t003194	ro	ro	7	0	1	1
t003195	ro	ro	18	1	4	3
t003196	ro	ro	26	1	3	2
t003197	ro	ro	29	10	4	11
t003198	ro	ro	4	2	1	4
t003199	ro	ro	27	19	5	6
t003200	ro	ro	30	10	9	2
t003201	ro	ro	22	9	5	5
t003202	ro	ro	24	9	6	0
t003203	ro	ro	7	10	3	1
t003204	ro	ro	18	19	6	1
t003205	ro	ro	9	12	0	1
t003206	ro	ro	35	30	3	4
t003207	ro	ro	31	27	6	5
t003208	ro	ro	52	23	7	4
t003209	ro	ro	18	24	5	4
t003210	ro	ro	23	5	5	2
t003211	ro	ro	37	15	8	4
t003212	ro	ro	36	10	15	3
t003213	ro	ro	26	7	4	3
t003214	ro	ro	75	17	23	4
t003215	ro	ro	60	5	6	7
t003216	ro	ro	49	8	8	1
t003217	ro	ro	42	11	7	7
t003218	ro	ro	46	11	8	1
t003219	ro	ro	59	6	10	4
t003220	ro	ro	28	0	4	-2
t003221	ro	ro	17	22	5	-1
t003222	ro	ro	12	15	4	0
t003223	ro	ro	3	12	3	0
t003224	ro	ro	7	13	1	0
t003225	ro	ro	5	13	3	2
t003226	ro	ro	29	1	0	-1
t003227	ro	ro	39	10	3	2
t003228	ro	ro	24	3	1	0
t003229	ro	ro	48	13	3	2
t003230	ro	ro	40	6	3	3
t003231	ro	ro	24	1	7	2
t003232	ro	ro	33	2	4	2
t003233	ro	ro	15	3	2	3
t003234	ro	ro	23	5	4	2
t003235	ro	ro	60	3	4	-1
t003236	ro	ro	23	1	0	-2
t003237	ro	ro	45	2	5	5
t003238	ro	ro	19	2	1	-1
t003239	ro	ro	13	0	2	-1
t003240	ro	ro	16	0	6	1
t003241	ro	ro	5	0	3	1
t003242	ro	ro	7	1	1	1
t003243	ro	ro	41	11	10	1
t003244	ro	ro	15	1	1	0
t003245	ro	ro	60	5	12	-4
t003246	ro	ro	41	1	18	2
t003247	ro	ro	53	11	17	9
t003248	ro	ro	45	5	8	7
t003249	ro	ro	27	3	6	0
t003250	ro	ro	37	5	0	4
t003251	ro	ro	53	16	21	14
t003252	ro	ro	33	10	5	9
t003253	ro	ro	39	3	12	5
t003254	ro	ro	39	4	3	5
t003255	ro	ro	47	5	7	5
t003256	ro	ro	42	5	2	5
t003257	ro	ro	31	3	7	5
t003258	ro	ro	65	12	10	4
t003259	ro	ro	43	3	5	0
t003260	ro	ro	11	1	3	1
t003261	ro	ro	49	10	5	1
t003262	ro	ro	32	6	3	-1
t003263	ro	ro	52	3	8	-1
t003264	ro	ro	32	3	4	1
t003265	ro	ro	24	4	6	3
t003266	ro	ro	16	2	2	2
t003267	ro	ro	6	12	1	0
t003268	ro	ro	16	12	1	0
t003269	ro	ro	12	10	3	-1
t003270	ro	ro	20	21	4	0
t003271	ro	ro	5	10	1	0
t003272	ro	ro	6	15	1	0
t003273	ro	ro	34	8	5	-2
t003274	ro	ro	43	10	3	3
t003275	ro	ro	25	5	0	-1
t003276	ro	ro	14	3	0	1
t003277	ro	ro	41	12	6	0
t003278	ro	ro	27	3	2	0
t003279	ro	ro	43	7	2	0
t003280	ro	ro	39	17	3	2
t003281	ro	ro	26	4	3	0
t003282	ro	ro	32	4	3	0
t003283	ro	ro	38	8	4	2
t003284	ro	ro	53	16	3	1
t003285	ro	ro	23	2	2	-2
t003286	ro	ro	30	5	2	0
t003287	ro	ro	14	10	0	1
t003288	ro	ro	40	7	5	8
t003289	ro	ro	28	7	3	-1
t003290	ro	ro	37	6	0	1
t003291	ro	ro	16	9	1	3
t003292	ro	ro	32	2	0	0
t003293	ro	ro	15	13	0	2
t003294	ro	ro	31	30	3	5
t003295	ro	ro	29	41	9	2
t003296	ro	ro	5	5	0	1
t003297	ro	ro	30	13	2	1
t003298	ro	ro	28	7	5	1
t003299	ro	ro	47	8	3	-1
t003300	ro	ro	38	3	8	-3
t003301	ro	ro	5	0	-1	-1
t003302	ro	ro	12	1	2	0
t003303	ro	ro	17	3	4	-1
t003304	ro	ro	31	6	15	3
t003305	ro	ro	30	4	5	0
t003306	ro	ro	43	12	9	1
t003307	ro	ro	19	7	2	8
t003308	ro	ro	36	12	4	1
t003309	ro	ro	36	23	4	-1
t003310	ro	ro	17	2	2	-1
t003311	ro	ro	29	26	7	1
t003312	ro	ro	16	29	4	3
t003313	ro	ro	15	19	5	12
t003314	ro	ro	14	16	2	8
t003315	ro	ro	10	16	3	10
t003316	ro	ro	20	33	5	6
t003317	ro	ro	52	10	7	-2
t003318	ro	ro	21	4	2	0
t003319	ro	ro	29	12	1	1
t003320	ro	ro	18	13	3	0
t003321	ro	ro	10	10	1	1
t003322	ro	ro	17	18	4	3
t003323	ro	ro	10	6	5	1
t003324	ro	ro	11	8	1	11
t003325	ro	ro	13	13	14	6
t003326	ro	ro	5	5	11	3
t003327	ro	ro	21	2	7	2
t003328	ro	ro	11	5	7	-1
t003329	ro	ro	10	3	18	1
t003330	ro	ro	10	6	9	0
t003331	ro	ro	7	4	15	1
t003332	ro	ro	7	2	7	0
t003333	ro	ro	6	8	10	0
t003334	ro	ro	19	2	12	4
t003335	ro	ro	2	7	5	2
t003336	ro	ro	6	4	5	0
t003337	ro	ro	3	8	6	8
t003338	ro	ro	12	15	7	5
t003339	ro	ro	8	11	5	6
t003340	ro	ro	5	3	14	0
t003341	ro	ro	4	2	8	1
t003342	ro	ro	1	0	18	1
t003343	ro	ro	-2	0	18	0
t003344	ro	ro	1	-2	31	2
t003345	ro	ro	2	-2	31	2
t003346	ro	ro	2	-2	31	2
t003347	ro	ro	5	1	25	4
t003348	ro	ro	13	-1	23	1
t003349	ro	ro	5	1	16	1
t003350	ro	ro	2	-1	20	0
t003351	ro	ro	4	0	23	3
t003352	ro	ro	12	-2	20	0
t003353	ro	ro	3	-2	20	0
t003354	ro	ro	3	-5	22	1
t003355	ro	ro	2	2	22	0
t003356	ro	ro	0	-1	14	0
t003357	ro	ro	7	1	11	0
t003358	ro	ro	4	-1	6	0
t003359	ro	ro	9	-1	34	1
t003360	ro	ro	5	1	5	1
t003361	ro	ro	12	3	21	3
t003362	ro	ro	1	2	8	-1
t003363	ro	ro	13	1	12	0
t003364	ro	ro	3	2	10	0
t003365	ro	ro	6	4	9	-1
t003366	ro	ro	10	1	16	-1
t003367	ro	ro	7	2	12	0
t003368	ro	ro	9	3	8	1
t003369	ro	ro	6	4	6	0
t003370	ro	ro	29	10	11	1
t003371	ro	ro	6	5	9	1
t003372	ro	ro	11	7	12	2
t003373	ro	ro	3	-1	15	0
t003374	rr	rr	23	2	5	1
t003375	rr	rr	18	1	4	1
t003376	rr	rr	13	0	0	1
t003377	rr	rr	9	-1	4	1
t003378	rr	rr	11	1	5	4
t003379	rr	rr	15	1	1	-2
t003380	rr	rr	10	6	7	-1
t003381	rr	rr	22	5	5	1
t003382	rr	rr	18	0	2	3
t003383	rr	rr	27	0	5	2
t003384	rr	rr	9	1	0	0
t003385	rr	rr	12	0	11	5
t003386	rr	rr	7	1	2	2
t003387	rr	rr	9	4	2	2
t003388	rr	rr	19	0	2	3
t003389	rr	rr	4	1	1	1
t003390	rr	rr	12	0	2	1
t003391	rr	rr	7	0	0	0
t003392	rr	rr	30	9	4	4
t003393	rr	rr	18	1	4	1
t003394	rr	rr	13	0	0	1
t003395	rr	rr	12	0	0	1
t003396	rr	rr	21	5	2	0
t003397	rr	rr	38	6	7	6
t003398	rr	rr	18	1	4	1
t003399	rr	rr	13	0	0	1
t003400	rr	rr	12	0	0	1
t003401	rr	rr	9	5	0	2
t003402	rr	rr	21	2	1	0
t003403	rr	rr	49	3	4	-2
t003404	rr	rr	20	1	1	-4
t003405	rr	rr	21	11	4	4
t003406	rr	rr	18	1	4	1
t003407	rr	rr	38	7	6	1
t003408	rr	rr	4	1	0	1
t003409	rr	rr	36	2	5	1
t003410	rr	rr	9	3	1	0
t003411	rr	rr	49	7	7	7
t003412	rr	rr	9	0	0	4
t003413	rr	rr	23	3	8	5
t003414	rr	rr	25	6	4	-2
t003415	rr	rr	62	4	10	10
t003416	rr	rr	31	3	4	6
t003417	rr	rr	5	-1	0	0
t003418	rr	rr	19	6	0	5
t003419	rr	rr	4	2	1	4
t003420	rr	rr	29	6	5	9
t003421	rr	rr	17	2	12	3
t003422	rr	rr	6	2	3	1
t003423	rr	rr	11	20	4	3
t003424	rr	rr	9	10	4	1
t003425	rr	rr	16	15	6	2
t003426	rr	rr	17	19	6	0
t003427	rr	rr	20	23	7	8
t003428	rr	rr	6	10	4	3
t003429	rr	rr	27	11	8	9
t003430	rr	rr	20	2	7	4
t003431	rr	rr	14	2	3	7
t003432	rr	rr	16	6	5	1
t003433	rr	rr	20	25	4	8
t003434	rr	rr	44	13	13	8
t003435	rr	rr	40	12	6	8
t003436	rr	rr	32	31	10	5
t003437	rr	rr	29	25	8	14
t003438	rr	rr	25	21	5	0
t003439	rr	rr	48	11	10	5
t003440	rr	rr	5	7	1	2
t003441	rr	rr	7	10	1	0
t003442	rr	rr	4	5	1	2
t003443	rr	rr	32	36	8	1
t003444	rr	rr	25	34	10	9
t003445	rr	rr	19	10	0	3
t003446	rr	rr	24	22	3	2
t003447	rr	rr	16	11	5	11
t003448	rr	rr	9	5	5	1
t003449	rr	rr	30	4	10	0
t003450	rr	rr	28	7	3	2
t003451	rr	rr	17	16	1	0
t003452	rr	rr	8	2	2	0
t003453	rr	rr	21	7	8	7
t003454	rr	rr	7	15	4	3
t003455	rr	rr	3	6	3	14
t003456	rr	rr	10	5	3	12
t003457	rr	rr	8	1	2	5
t003458	rr	rr	8	5	1	1
t003459	rr	rr	18	17	3	1
t003460	rr	rr	8	17	3	1
t003461	rr	rr	8	14	3	2
t003462	rr	rr	7	5	0	0
t003463	rr	rr	14	3	-1	-1
t003464	rr	rr	24	6	5	0
t003465	rr	rr	35	10	4	4
t003466	rr	rr	25	-1	2	4
t003467	rr	rr	11	-1	0	2
t003468	rr	rr	9	1	1	1
t003469	rr	rr	28	3	0	3
t003470	rr	rr	20	0	3	1
t003471	rr	rr	13	1	0	1
t003472	rr	rr	6	0	1	0
t003473	rr	rr	12	4	9	14
t003474	rr	rr	35	3	3	1
t003475	rr	rr	35	3	3	1
t003476	rr	rr	67	9	12	-3
t003477	rr	rr	19	2	3	3
t003478	rr	rr	17	8	3	5
t003479	rr	rr	34	5	2	2
t003480	rr	rr	14	1	0	7
t003481	rr	rr	10	17	4	1
t003482	rr	rr	16	23	4	1
t003483	rr	rr	13	20	5	0
t003484	rr	rr	5	6	0	0
t003485	rr	rr	22	12	4	-2
t003486	rr	rr	8	3	1	0
t003487	rr	rr	7	10	0	0
t003488	rr	rr	32	19	10	-4
t003489	rr	rr	24	26	13	-1
t003490	rr	rr	16	18	2	1
t003491	rr	rr	8	14	4	0
t003492	rr	rr	17	7	1	2
t003493	rr	rr	18	21	7	13
t003494	rr	rr	39	30	6	5
t003495	rr	rr	22	23	6	0
t003496	rr	rr	50	40	7	-1
t003497	rr	rr	14	29	7	0
t003498	rr	rr	18	20	3	4
t003499	rr	rr	8	16	3	2
t003500	rr	rr	14	17	4	0
t003501	rr	rr	28	39	9	6
t003502	rr	rr	20	22	4	3
t003503	rr	rr	11	13	2	7
t003504	rr	rr	38	33	9	0
t003505	rr	rr	11	16	2	6
t003506	rr	rr	40	16	7	1
t003507	rr	rr	4	8	5	8
t003508	rr	rr	3	12	4	7
t003509	rr	rr	5	3	4	0
t003510	rr	rr	5	3	15	1
t003511	rr	rr	12	2	16	2
t003512	rr	rr	4	2	13	1
t003513	rr	rr	7	1	9	1
t003514	rr	rr	1	0	14	1
t003515	rr	rr	1	1	16	3
t003516	rr	rr	8	-1	11	0
t003517	rr	rr	1	-2	16	0
t003518	rr	rr	7	2	19	1
t003519	rr	rr	2	0	5	0
t003520	rr	rr	10	4	8	1
t003521	rr	rr	5	0	11	1
t003522	rr	rr	9	2	8	0
t003523	rr	rr	6	6	19	1
t003524	rr	rr	8	6	22	0
t003525	rr	rr	7	3	9	1
t003526	rr	rr	17	12	10	1
t003527	rr	rr	8	3	15	9
t003528	rr	rr	8	1	5	3
t003529	rr	rr	12	8	16	9
t003530	rr	rr	10	3	9	1
t003531	rr	rr	7	2	24	-1
t003532	rr	rr	4	2	5	3
t003533	rr	rr	12	13	3	1
t003534	rr	rr	7	19	4	0
t003535	rr	rr	24	6	7	1
t003536	rr	rr	18	11	6	-2
t003537	rr	rr	37	15	4	18
t003538	rs	rs	12	8	0	0
t003539	rs	rs	17	8	0	1
t003540	rs	rs	15	-1	2	4
t003541	rs	rs	19	0	1	1
t003542	rs	rs	28	0	7	0
t003543	rs	rs	7	3	1	3
t003544	rs	rs	35	14	2	6
t003545	rs	rs	29	3	9	8
t003546	rs	rs	16	1	3	0
t003547	rs	rs	15	10	3	8
t003548	rs	rs	47	2	6	-4
t003549	rs	rs	38	2	3	1
t003550	rs	rs	32	23	7	4
t003551	rs	rs	19	11	2	6
t003552	rs	rs	41	16	9	4
t003553	rs	rs	10	25	2	7
t003554	rs	rs	12	11	2	3
t003555	rs	rs	53	28	14	11
t003556	rs	rs	32	18	11	6
t003557	rs	rs	16	24	2	3
t003558	rs	rs	9	16	1	5
t003559	rs	rs	11	13	2	1
t003560	rs	rs	2	6	0	0
t003561	rs	rs	14	11	5	5
t003562	rs	rs	12	11	1	5
t003563	rs	rs	5	14	3	8
t003564	rs	rs	7	18	3	4
t003565	rs	rs	0	8	3	4
t003566	rs	rs	18	27	9	2
t003567	rs	rs	25	8	3	4
t003568	rs	rs	42	18	5	7
t003569	rs	rs	10	12	2	1
t003570	rs	rs	18	6	1	2
t003571	rs	rs	12	9	3	1
t003572	rs	rs	11	5	0	1
t003573	rs	rs	15	3	3	1
t003574	rs	rs	14	9	2	2
t003575	rs	rs	19	-1	5	14
t003576	rs	rs	14	9	3	9
t003577	rs	rs	16	9	3	2
t003578	rs	rs	14	5	6	0
t003579	rs	rs	22	3	5	0
t003580	rs	rs	4	9	4	2
t003581	rs	rs	18	10	8	5
t003582	rs	rs	5	7	4	1
t003583	rs	rs	5	8	3	4
t003584	rs	rs	12	14	6	7
t003585	rs	rs	5	4	5	2
t003586	rs	rs	6	3	4	2
t003587	rs	rs	15	10	3	2
t003588	rs	rs	25	13	6	2
t003589	rs	rs	22	11	4	-1
t003590	rs	rs	14	10	5	0
t003591	rs	rs	20	4	1	2
t003592	rs	rs	15	12	0	3
t003593	rs	rs	25	7	4	0
t003594	rs	rs	12	1	2	1
t003595	rs	rs	23	-1	4	0
t003596	rs	rs	21	0	3	-1
t003597	rs	rs	37	0	6	2
t003598	rs	rs	11	0	1	1
t003599	rs	rs	21	15	1	6
t003600	rs	rs	62	27	14	5
t003601	rs	rs	50	5	6	8
t003602	rs	rs	26	5	4	6
t003603	rs	rs	26	0	2	0
t003604	rs	rs	29	1	2	1
t003605	rs	rs	16	2	2	2
t003606	rs	rs	24	4	5	2
t003607	rs	rs	24	3	0	2
t003608	rs	rs	34	7	-1	4
t003609	rs	rs	65	7	10	5
t003610	rs	rs	45	11	1	2
t003611	rs	rs	23	1	0	1
t003612	rs	rs	23	7	2	8
t003613	rs	rs	14	0	0	8
t003614	rs	rs	32	5	2	5
t003615	rs	rs	11	9	0	5
t003616	rs	rs	17	1	1	0
t003617	rs	rs	16	-3	2	3
t003618	rs	rs	8	1	-1	0
t003619	rs	rs	35	11	5	3
t003620	rs	rs	19	3	5	-1
t003621	rs	rs	10	2	0	0
t003622	rs	rs	49	7	7	2
t003623	rs	rs	15	13	3	1
t003624	rs	rs	32	20	6	3
t003625	rs	rs	11	15	3	4
t003626	rs	rs	20	29	6	1
t003627	rs	rs	31	31	6	4
t003628	rs	rs	23	2	3	-1
t003629	rs	rs	11	13	4	1
t003630	rs	rs	11	14	4	1
t003631	rs	rs	17	6	3	-1
t003632	rs	rs	9	25	7	3
t003633	rs	rs	34	36	10	2
t003634	rs	rs	34	36	6	2
t003635	rs	rs	16	30	3	1
t003636	rs	rs	27	23	6	-3
t003637	rs	rs	22	16	4	1
t003638	rs	rs	26	17	1	-1
t003639	rs	rs	8	19	5	0
t003640	rs	rs	20	19	3	2
t003641	rs	rs	12	14	7	5
t003642	rs	rs	3	6	11	5
t003643	rs	rs	15	3	27	1
t003644	rs	rs	6	0	15	1
t003645	rs	rs	10	5	24	1
t003646	rs	rs	6	6	9	4
t003647	rs	rs	8	6	20	-1
t003648	rs	rs	4	1	10	2
t003649	rs	rs	11	6	12	0
t003650	rs	rs	24	7	32	5
t003651	rs	rs	2	1	10	2
t003652	rs	rs	2	2	14	2
t003653	rs	rs	1	0	20	0
t003654	rs	rs	6	-2	16	0
t003655	rs	rs	7	-3	22	2
t003656	rs	rs	3	0	14	0
t003657	rs	rs	7	2	17	3
t003658	rs	rs	2	2	3	0
t003659	rs	rs	3	3	14	3
t003660	rs	rs	10	19	4	4
t003661	rs	rs	13	15	4	7
t003662	rs	rs	2	3	2	9
t003663	rs	rs	15	4	4	1
t003664	rs	rs	9	4	4	1
t003665	rs	rs	17	8	4	2
t003666	rs	rs	17	6	-1	1
t003667	rs	rs	7	0	1	0
t003668	rs	rs	13	4	0	4
t003669	rs	rs	7	6	3	1
t003670	rs	rs	15	5	1	0
t003671	rs	rs	15	5	2	0
t003672	rs	rs	15	8	0	0
t003673	rs	rs	9	8	0	0
t003674	rs	rs	11	12	5	2
t003675	rs	rs	6	18	2	8
t003676	rs	rs	13	9	2	5
t003677	rs	rs	19	9	4	11
t003678	rs	rs	20	5	0	1
t003679	sc	sc	16	19	7	1
t003680	sc	sc	22	10	4	1
t003681	sc	sc	30	24	3	2
t003682	sc	sc	54	16	12	18
t003683	sc	sc	31	12	7	3
t003684	sc	sc	35	6	6	2
t003685	sc	sc	23	13	3	1
t003686	sc	sc	56	31	11	0
t003687	sc	sc	21	19	5	3
t003688	sc	sc	49	20	6	3
t003689	sc	sc	34	2	10	1
t003690	sc	sc	51	15	16	7
t003691	sc	sc	21	7	2	-1
t003692	sc	sc	27	20	8	0
t003693	sc	sc	15	16	3	1
t003694	sc	sc	20	11	5	3
t003695	sc	sc	4	12	4	-1
t003696	sc	sc	14	15	4	1
t003697	sc	sc	40	21	2	2
t003698	sc	sc	18	27	7	0
t003699	sc	sc	24	25	6	0
t003700	sc	sc	18	24	2	0
t003701	sc	sc	52	20	4	6
t003702	sc	sc	44	12	3	3
t003703	sc	sc	49	5	11	-1
t003704	sc	sc	40	7	5	6
t003705	sc	sc	22	7	4	0
t003706	sc	sc	40	2	5	1
t003707	sc	sc	40	1	5	0
t003708	sc	sc	76	11	10	10
t003709	sc	sc	57	14	9	19
t003710	sc	sc	52	8	6	7
t003711	sc	sc	40	5	11	7
t003712	sc	sc	54	1	4	5
t003713	sc	sc	59	2	14	5
t003714	sc	sc	37	5	10	8
t003715	sc	sc	44	9	14	8
t003716	sc	sc	17	7	1	1
t003717	sc	sc	27	10	5	1
t003718	sc	sc	41	7	5	0
t003719	sc	sc	37	3	6	0
t003720	sc	sc	32	6	11	-2
t003721	sc	sc	22	1	0	4
t003722	sc	sc	37	5	5	-5
t003723	sc	sc	40	24	6	-1
t003724	sc	sc	10	8	0	0
t003725	sc	sc	17	6	6	0
t003726	sc	sc	37	11	7	0
t003727	sc	sc	32	10	4	1
t003728	sc	sc	26	14	8	2
t003729	sc	sc	20	4	3	-3
t003730	sc	sc	8	4	0	0
t003731	sc	sc	37	14	5	1
t003732	sc	sc	29	16	1	19
t003733	sc	sc	14	6	7	5
t003734	sc	sc	38	17	6	10
t003735	sc	sc	44	17	2	8
t003736	sc	sc	45	11	3	9
t003737	sc	sc	69	23	10	-2
t003738	sc	sc	75	22	15	4
t003739	sc	sc	56	14	7	1
t003740	sc	sc	53	16	8	-1
t003741	sc	sc	56	18	18	-2
t003742	sc	sc	76	18	25	-3
t003743	sc	sc	74	21	16	-1
t003744	sc	sc	74	21	14	-1
t003745	sc	sc	83	20	23	9
t003746	sc	sc	64	18	10	-1
t003747	sc	sc	44	11	3	3
t003748	sc	sc	46	16	7	-3
t003749	sc	sc	35	5	4	0
t003750	sc	sc	29	11	3	16
t003751	sc	sc	82	18	16	21
t003752	sc	sc	55	22	13	19
t003753	sc	sc	64	19	17	13
t003754	sc	sc	84	25	19	19
t003755	sc	sc	105	14	12	-2
t003756	sc	sc	77	19	15	9
t003757	sc	sc	10	5	0	0
t003758	sc	sc	3	8	0	2
t003759	sc	sc	17	16	9	2
t003760	sc	sc	9	12	2	3
t003761	sc	sc	32	13	11	1
t003762	sc	sc	22	2	6	1
t003763	sc	sc	7	9	2	6
t003764	sc	sc	11	2	1	0
t003765	sc	sc	38	3	15	5
t003766	sc	sc	24	3	3	2
t003767	sc	sc	4	2	2	0
t003768	sc	sc	14	13	2	9
t003769	sc	sc	16	4	8	9
t003770	sc	sc	19	23	4	5
t003771	sc	sc	15	19	9	20
t003772	sc	sc	24	12	4	3
t003773	sc	sc	37	8	3	1
t003774	sc	sc	30	6	4	0
t003775	sc	sc	7	10	2	1
t003776	sc	sc	32	19	7	18
t003777	sc	sc	31	25	12	10
t003778	sc	sc	31	13	8	11
t003779	sc	sc	17	19	5	5
t003780	sc	sc	15	18	12	3
t003781	sc	sc	17	13	20	1
t003782	sc	sc	19	15	24	1
t003783	sc	sc	10	1	7	1
t003784	sc	sc	59	1	22	3
t003785	sc	sc	14	0	0	1
t003786	sc	sc	36	7	7	3
t003787	sc	sc	64	10	11	3
t003788	sc	sc	48	4	14	4
t003789	sc	sc	55	6	6	3
t003790	sc	sc	35	9	4	1
t003791	sc	sc	31	1	3	1
t003792	sc	sc	38	6	8	-4
t003793	sc	sc	65	8	13	5
t003794	sc	sc	44	5	5	6
t003795	sc	sc	44	4	4	3
t003796	sc	sc	62	16	9	11
t003797	se	se	49	16	13	3
t003798	se	se	36	14	7	6
t003799	se	se	30	18	10	9
t003800	se	se	11	0	1	2
t003801	se	se	9	2	5	3
t003802	se	se	7	3	1	2
t003803	se	se	24	7	5	4
t003804	se	se	12	0	0	1
t003805	se	se	29	12	10	1
t003806	se	se	42	12	3	3
t003807	se	se	10	-1	5	2
t003808	se	se	11	0	1	1
t003809	se	se	17	2	2	0
t003810	se	se	30	2	2	1
t003811	se	se	33	7	5	5
t003812	se	se	12	0	3	0
t003813	se	se	13	3	1	-1
t003814	se	se	12	1	2	0
t003815	se	se	14	2	1	1
t003816	se	se	16	1	4	3
t003817	se	se	11	0	3	0
t003818	se	se	39	6	4	2
t003819	se	se	4	2	1	4
t003820	se	se	27	22	5	7
t003821	se	se	41	39	10	2
t003822	se	se	26	11	4	2
t003823	se	se	68	21	12	9
t003824	se	se	19	4	5	1
t003825	se	se	22	5	4	0
t003826	se	se	20	9	1	2
t003827	se	se	40	10	4	2
t003828	se	se	21	1	9	5
t003829	se	se	48	2	3	-1
t003830	se	se	31	14	7	1
t003831	se	se	42	21	8	1
t003832	se	se	13	4	0	2
t003833	se	se	32	11	5	-1
t003834	se	se	45	8	10	1
t003835	se	se	27	8	4	-1
t003836	se	se	59	29	5	7
t003837	se	se	21	7	2	4
t003838	se	se	42	23	6	8
t003839	se	se	28	7	3	4
t003840	se	se	16	12	0	2
t003841	se	se	31	26	11	3
t003842	se	se	3	3	3	0
t003843	se	se	10	9	2	2
t003844	se	se	6	7	0	0
t003845	se	se	17	22	3	5
t003846	se	se	9	13	4	1
t003847	se	se	11	14	1	1
t003848	se	se	10	22	3	2
t003849	se	se	17	19	2	1
t003850	se	se	23	31	11	0
t003851	se	se	8	16	2	1
t003852	se	se	11	13	5	0
t003853	se	se	31	29	29	9
t003854	se	se	27	6	14	4
t003855	se	se	9	2	5	-1
t003856	se	se	0	0	2	0
t003857	se	se	12	7	18	1
t003858	se	se	11	4	6	0
t003859	se	se	13	1	10	1
t003860	se	se	20	3	28	1
t003861	se	se	4	-1	14	1
t003862	se	se	36	23	10	6
t003863	se	se	38	19	8	13
t003864	se	se	35	11	10	8
t003865	sp	sp	35	3	5	1
t003866	sp	sp	20	2	5	0
t003867	sp	sp	30	3	12	4
t003868	sp	sp	31	6	2	3
t003869	sp	sp	32	4	6	4
t003870	sp	sp	37	8	11	6
t003871	sp	sp	25	3	1	1
t003872	sp	sp	38	5	8	8
t003873	sp	sp	16	5	1	5
t003874	sp	sp	26	4	5	4
t003875	sp	sp	14	1	1	4
t003876	sp	sp	13	9	1	5
t003877	sp	sp	22	6	6	12
t003878	sp	sp	14	10	3	0
t003879	sp	sp	15	3	8	1
t003880	sp	sp	36	7	15	-1
t003881	sp	sp	16	3	3	-1
t003882	sp	sp	18	1	3	0
t003883	sp	sp	24	1	4	3
t003884	sp	sp	21	1	5	1
t003885	sp	sp	25	10	5	1
t003886	sp	sp	17	2	10	3
t003887	sp	sp	26	5	14	4
t003888	sp	sp	26	4	6	2
t003889	sp	sp	33	1	1	0
t003890	sp	sp	18	3	0	1
t003891	sp	sp	31	3	2	1
t003892	sp	sp	23	4	3	0
t003893	sp	sp	28	0	4	1
t003894	sp	sp	26	3	11	-1
t003895	sp	sp	39	6	14	2
t003896	sp	sp	29	3	5	-1
t003897	sp	sp	34	3	5	-1
t003898	sp	sp	18	3	10	-4
t003899	sp	sp	18	0	5	0
t003900	sp	sp	15	1	4	-1
t003901	sp	sp	21	2	0	0
t003902	sp	sp	10	11	2	2
t003903	sp	sp	5	6	2	6
t003904	sp	sp	32	29	6	3
t003905	sp	sp	19	24	11	4
t003906	sp	sp	43	22	10	3
t003907	sp	sp	22	5	1	0
t003908	sp	sp	18	2	1	1
t003909	sp	sp	35	17	7	2
t003910	sp	sp	28	7	12	1
t003911	sp	sp	9	11	0	6
t003912	sp	sp	10	8	1	0
t003913	sp	sp	39	8	7	2
t003914	sp	sp	14	10	0	2
t003915	sp	sp	26	5	0	-1
t003916	sp	sp	22	6	2	1
t003917	sp	sp	14	-1	3	2
t003918	sp	sp	26	1	6	-1
t003919	sp	sp	36	2	7	-2
t003920	sp	sp	28	5	3	2
t003921	sp	sp	43	0	0	1
t003922	sp	sp	21	4	0	0
t003923	sp	sp	13	1	2	0
t003924	sp	sp	15	1	1	1
t003925	sp	sp	19	3	0	0
t003926	sp	sp	38	3	5	1
t003927	sp	sp	31	3	2	2
