Strata	Text Count	Word Count
ac	139	134414
al	170	146943
am	148	135457
ap	134	109215
ba	135	149420
ce	148	169600
df	103	90002
es	105	86277
go	150	168720
ma	146	155939
mg	293	206012
ms	102	84183
mt	227	236989
pa	175	214626
pb	209	180126
pe	158	106267
pi	127	127722
pr	178	254525
rj	98	73899
rn	149	112219
ro	279	251705
rr	164	128834
rs	141	107161
sc	118	206777
se	68	69510
sp	103	86262
to	145	120683

overall	4112	3913487
