lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
minas 77 1 91.34 0.69 28.74 143.98 196.99 POSKW
gerais 79 7 93.71 4.84 31.69 115.66 180.34 POSKW
referência 77 33 91.34 22.84 40.53 49.71 119.99 POSKW
texto 94 71 111.51 49.13 60.79 27.45 77.65 POSKW
avaliação 46 24 54.57 16.61 25.79 23.91 106.66 POSKW
sentido 105 99 124.56 68.51 75.16 18.05 58.06 POSKW
oral 42 27 49.82 18.69 25.42 16.32 90.9 POSKW
capaz 42 29 49.82 20.07 26.16 14.49 85.14 POSKW
político 56 46 66.43 31.83 37.58 13.69 70.41 POSKW
educativo 33 21 39.15 14.53 19.9 13.03 91.7 POSKW
determinar 30 18 35.59 12.46 17.69 12.94 96.29 POSKW
participar 28 16 33.21 11.07 16.21 12.94 99.99 POSKW
trabalhar 62 55 73.55 38.06 43.11 12.59 63.59 POSKW
capacidade 65 59 77.11 40.83 45.69 12.42 61.52 POSKW
exigir 29 18 34.4 12.46 17.32 11.9 93.66 POSKW
estratégia 47 39 55.75 26.99 31.69 11.23 69.53 POSKW
gênero 57 52 67.62 35.99 40.16 10.74 61.06 POSKW
componente 131 153 155.4 105.88 104.64 10.22 37.9 POSKW
saber 111 125 131.67 86.51 86.95 10.22 41.4 POSKW
textual 29 20 34.4 13.84 18.05 10.03 85.24 POSKW
instrumento 28 19 33.21 13.15 17.32 9.96 86.56 POSKW
condição 48 43 56.94 29.76 33.53 9.5 62.7 POSKW
situação 70 72 83.04 49.83 52.32 9.14 49.99 POSKW
princípio 66 67 78.29 46.37 49.0 9.01 51.22 POSKW
significado 51 48 60.5 33.22 36.48 8.81 58.22 POSKW
humano 122 146 144.72 101.04 98.74 8.45 35.55 POSKW
possibilitar 68 71 80.66 49.13 51.21 8.42 48.58 POSKW
dentrar 26 20 30.84 13.84 16.95 7.32 76.1 POSKW
ciências 44 42 52.19 29.07 31.69 7.29 56.93 POSKW
conteúdo 47 47 55.75 32.53 34.63 6.74 52.62 POSKW
incluir 36 33 42.7 22.84 25.42 6.7 60.62 POSKW
direito 64 70 75.92 48.44 49.37 6.65 44.19 POSKW
concepção 38 36 45.08 24.91 27.26 6.44 57.62 POSKW
organização 51 53 60.5 36.68 38.32 6.42 49.02 POSKW
natural 33 30 39.15 20.76 23.21 6.28 61.38 POSKW
avaliar 28 24 33.21 16.61 19.16 6.19 66.66 POSKW
vivência 49 51 58.13 35.29 36.84 6.14 48.88 POSKW
território 39 38 46.26 26.3 28.37 6.08 55.03 POSKW
responsável 27 23 32.03 15.92 18.42 6.06 67.21 POSKW
levar 45 46 53.38 31.83 33.53 6.0 50.57 POSKW
estudar 26 22 30.84 15.22 17.69 5.93 67.8 POSKW
conta 26 23 30.84 15.92 18.05 5.32 63.84 POSKW
construir 69 82 81.85 56.75 55.64 4.95 36.22 POSKW
produzir 53 60 62.87 41.52 41.63 4.77 40.9 POSKW
formação 102 131 121.0 90.66 85.85 4.71 28.67 POSKW
grupo 47 52 55.75 35.99 36.48 4.66 43.09 POSKW
conhecer 35 36 41.52 24.91 26.16 4.57 49.99 POSKW
recurso 37 39 43.89 26.99 28.0 4.43 47.69 POSKW
qualidade 37 39 43.89 26.99 28.0 4.43 47.69 POSKW
coletivo 48 55 56.94 38.06 37.95 4.09 39.74 POSKW
dimensão 62 75 73.55 51.9 50.48 4.06 34.51 POSKW
social 178 251 211.15 173.7 158.06 3.92 19.46 POSKW
educacional 36 39 42.7 26.99 27.63 3.88 45.1 POSKW
intervenção 27 27 32.03 18.69 19.9 3.87 52.62 POSKW
sociedade 57 155 67.62 107.27 78.11 9.47 -45.35 NEGKW
ano 137 303 162.51 209.69 162.12 6.31 -25.35 NEGKW
estado 36 92 42.7 63.67 47.16 4.35 -39.41 NEGKW
educação 135 285 160.14 197.23 154.75 4.07 -20.76 NEGKW
inicial 48 115 56.94 79.58 60.06 3.96 -33.17 NEGKW
essencial 27 71 32.03 49.13 36.11 3.8 -42.15 NOTKW
informação 55 66 65.24 45.67 44.58 3.75 35.28 NOTKW
professor 97 128 115.07 88.58 82.9 3.72 26.01 NOTKW
dar 33 83 39.15 57.44 42.74 3.65 -37.88 NOTKW
maneira 36 89 42.7 61.59 46.06 3.61 -36.22 NOTKW
reconhecimento 34 37 40.33 25.61 26.16 3.6 44.67 NOTKW
acordo 26 68 30.84 47.06 34.63 3.56 -41.63 NOTKW
escrever 46 54 54.57 37.37 36.84 3.5 37.41 NOTKW
relação 147 206 174.38 142.56 130.06 3.44 20.08 NOTKW
nacional 45 106 53.38 73.36 55.64 3.32 -31.52 NOTKW
espaço 110 150 130.49 103.81 95.8 3.28 22.78 NOTKW
permitir 57 71 67.62 49.13 47.16 3.17 31.66 NOTKW
