lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
são 20 1 35.59 0.59 5.2 48.39 193.53 POSKW
paulo 19 1 33.81 0.59 4.95 45.69 193.19 POSKW
alfabetização 33 38 58.72 22.24 17.57 15.7 90.13 POSKW
currículo 112 212 199.29 124.05 80.18 15.57 46.54 POSKW
competência 84 147 149.47 86.02 57.17 15.36 53.89 POSKW
prever 22 21 39.15 12.29 10.64 13.8 104.44 POSKW
escrita 36 48 64.06 28.09 20.79 13.11 78.07 POSKW
protagonismo 24 27 42.7 15.8 12.62 11.86 91.98 POSKW
letramento 32 45 56.94 26.33 19.06 10.42 73.52 POSKW
matemático 29 40 51.6 23.41 17.08 9.85 75.18 POSKW
foco 21 26 37.37 15.21 11.63 8.81 84.26 POSKW
desenvolvimento 117 256 208.19 149.8 92.31 8.32 32.62 POSKW
final 54 101 96.09 59.1 38.36 7.85 47.67 POSKW
associar 19 24 33.81 14.04 10.64 7.69 82.61 POSKW
raciocínio 21 28 37.37 16.38 12.13 7.65 78.07 POSKW
leitura 54 102 96.09 59.68 38.61 7.57 46.74 POSKW
estudante 231 565 411.03 330.6 196.98 7.53 21.69 POSKW
investigação 27 41 48.04 23.99 16.83 7.36 66.78 POSKW
contemplar 30 49 53.38 28.67 19.55 6.75 60.23 POSKW
observar 24 36 42.7 21.06 14.85 6.74 67.87 POSKW
necessidade 40 73 71.17 42.72 27.96 6.36 49.98 POSKW
integral 36 67 64.06 39.2 25.49 5.33 48.14 POSKW
oportunidade 20 31 35.59 18.14 12.62 5.18 64.95 POSKW
continuidade 19 29 33.81 16.97 11.88 5.11 66.32 POSKW
inicial 53 110 94.31 64.37 40.34 4.97 37.74 POSKW
meio 83 188 147.69 110.01 67.06 4.8 29.24 POSKW
exemplo 34 66 60.5 38.62 24.75 4.28 44.15 POSKW
sujeito 20 136 35.59 79.58 38.61 13.71 -76.4 NEGKW
grande 18 118 32.03 69.05 33.66 11.06 -73.25 NEGKW
curricular 73 335 129.89 196.02 100.97 11.05 -40.58 NEGKW
forma 82 366 145.91 214.16 110.87 10.67 -37.91 NEGKW
direito 19 115 33.81 67.29 33.16 9.06 -66.24 NEGKW
base 30 160 53.38 93.62 47.02 9.03 -54.75 NEGKW
sentido 33 171 58.72 100.06 50.48 8.83 -52.07 NEGKW
longo 27 147 48.04 86.02 43.06 8.81 -56.65 NEGKW
escolar 40 189 71.17 110.59 56.67 7.03 -43.37 NEGKW
dimensão 21 115 37.37 67.29 33.66 7.01 -57.19 NEGKW
saber 42 194 74.73 113.52 58.4 6.58 -41.2 NEGKW
ser 26 132 46.26 77.24 39.1 6.38 -50.16 NEGKW
comum 23 116 40.93 67.88 34.4 5.48 -49.54 NEGKW
presente 21 108 37.37 63.19 31.92 5.44 -51.37 NEGKW
componente 54 230 96.09 134.58 70.28 5.31 -33.38 NEGKW
relacionar 27 130 48.04 76.07 38.85 5.2 -45.16 NEGKW
trabalhar 19 98 33.81 57.34 28.95 4.98 -51.64 NEGKW
proposta 23 113 40.93 66.12 33.66 4.87 -47.07 NEGKW
religioso 22 109 39.15 63.78 32.42 4.84 -47.87 NEGKW
texto 29 135 51.6 78.99 40.58 4.73 -41.95 NEGKW
diversidade 30 138 53.38 80.75 41.57 4.6 -40.81 NEGKW
compreender 57 234 101.42 136.92 72.01 4.38 -29.79 NEGKW
humano 52 215 92.53 125.8 66.07 4.2 -30.48 NEGKW
ciência 18 90 32.03 52.66 26.73 4.13 -48.73 NEGKW
apresentar 38 162 67.62 94.79 49.49 3.76 -33.47 NOTKW
trabalho 69 158 122.78 92.45 56.18 3.72 28.18 NOTKW
tratar 33 66 58.72 38.62 24.5 3.67 41.3 NOTKW
assegurar 27 52 48.04 30.43 19.55 3.51 44.9 NOTKW
ano 126 314 224.2 183.73 108.89 3.46 19.84 NOTKW
material 21 38 37.37 22.24 14.6 3.44 50.77 NOTKW
ampliar 41 87 72.95 50.91 31.68 3.44 35.6 NOTKW
aprendizagem 124 309 220.64 180.81 107.15 3.41 19.84 NOTKW
infantil 26 50 46.26 29.26 18.81 3.4 45.04 NOTKW
articular 28 55 49.82 32.18 20.54 3.36 43.02 NOTKW
produzir 20 93 35.59 54.42 27.96 3.24 -41.84 NOTKW
referir 21 39 37.37 22.82 14.85 3.13 48.34 NOTKW
envolver 54 123 96.09 71.97 43.8 3.01 28.7 NOTKW
prática 121 305 215.3 178.47 105.42 2.97 18.71 NOTKW
estimular 22 42 39.15 24.58 15.84 2.96 45.73 NOTKW
reconhecer 44 98 78.29 57.34 35.14 2.82 30.89 NOTKW
permitir 40 88 71.17 51.49 31.68 2.76 32.09 NOTKW
ampliação 27 55 48.04 32.18 20.29 2.76 39.54 NOTKW
diferente 97 241 172.6 141.02 83.64 2.74 20.14 NOTKW
criança 34 73 60.5 42.72 26.48 2.68 34.46 NOTKW
espaço 53 206 94.31 120.54 64.09 2.66 -24.42 NOTKW
discussão 23 46 40.93 26.92 17.08 2.56 41.3 NOTKW
realizar 25 51 44.48 29.84 18.81 2.54 39.4 NOTKW
análise 32 69 56.94 40.37 24.99 2.47 34.04 NOTKW
digital 26 54 46.26 31.6 19.8 2.43 37.67 NOTKW
mundo 61 231 108.54 135.17 72.26 2.42 -21.85 NOTKW
corporal 22 95 39.15 55.59 28.95 2.36 -34.71 NOTKW
pensamento 31 67 55.16 39.2 24.25 2.36 33.82 NOTKW
sistema 29 62 51.6 36.28 22.52 2.34 34.87 NOTKW
resolução 25 52 44.48 30.43 19.06 2.32 37.53 NOTKW
ler 20 40 35.59 23.41 14.85 2.22 41.3 NOTKW
vista 25 53 44.48 31.01 19.3 2.11 35.69 NOTKW
cultural 57 214 101.42 125.22 67.06 2.08 -21.0 NOTKW
tornar 17 75 30.25 43.89 22.77 2.07 -36.79 NOTKW
nacional 30 121 53.38 70.8 37.37 2.03 -28.06 NOTKW
produção 44 168 78.29 98.3 52.46 1.89 -22.66 NOTKW
professor 47 178 83.63 104.15 55.68 1.87 -21.86 NOTKW
linguístico 18 77 32.03 45.06 23.51 1.82 -33.8 NOTKW
organização 20 84 35.59 49.15 25.74 1.8 -32.01 NOTKW
específico 32 126 56.94 73.73 39.1 1.79 -25.7 NOTKW
modo 60 149 106.76 87.19 51.72 1.7 20.19 NOTKW
ter 53 196 94.31 114.69 61.62 1.66 -19.5 NOTKW
rede 24 53 42.7 31.01 19.06 1.62 31.72 NOTKW
matemática 24 53 42.7 31.01 19.06 1.62 31.72 NOTKW
haver 17 72 30.25 42.13 22.02 1.61 -32.83 NOTKW
fenômeno 32 74 56.94 43.3 26.23 1.61 27.21 NOTKW
linguagem 88 228 156.58 133.41 78.2 1.59 15.98 NOTKW
precisar 18 75 32.03 43.89 23.01 1.53 -31.24 NOTKW
área 60 151 106.76 88.36 52.22 1.49 18.87 NOTKW
história 32 123 56.94 71.97 38.36 1.46 -23.32 NOTKW
orientar 17 36 30.25 21.06 13.12 1.44 35.8 NOTKW
