lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
rio 32 1 73.9 0.54 6.25 98.0 197.1 POSKW
orientação 31 27 71.59 14.56 10.98 34.41 132.42 POSKW
documento 53 81 122.4 43.67 25.36 30.57 94.82 POSKW
aluno 39 53 90.07 28.57 17.41 26.68 103.67 POSKW
século 19 17 43.88 9.16 6.81 20.6 130.89 POSKW
realidade 46 84 106.24 45.28 24.6 19.45 80.46 POSKW
estado 45 83 103.93 44.74 24.22 18.66 79.62 POSKW
bncc 77 180 177.83 97.04 48.64 18.07 58.79 POSKW
ter 75 174 173.21 93.8 47.12 18.0 59.48 POSKW
curricular 112 296 258.66 159.57 77.21 17.53 47.39 POSKW
abrir 13 10 30.02 5.39 4.35 15.99 139.11 POSKW
educação 113 307 260.97 165.5 79.48 15.89 44.77 POSKW
corporal 39 78 90.07 42.05 22.14 13.63 72.69 POSKW
ensino-aprendizagem 13 13 30.02 7.01 4.92 12.69 124.3 POSKW
maneira 40 85 92.38 45.82 23.66 12.12 67.38 POSKW
nacional 46 105 106.24 56.6 28.58 11.56 60.96 POSKW
município 16 21 36.95 11.32 7.0 11.47 106.19 POSKW
etapa 39 84 90.07 45.28 23.28 11.43 66.18 POSKW
ser 47 111 108.55 59.84 29.9 10.71 57.85 POSKW
trazer 21 36 48.5 19.41 10.79 10.0 85.68 POSKW
elaborar 20 35 46.19 18.87 10.41 9.17 83.99 POSKW
@card@ 16 25 36.95 13.48 7.76 8.91 93.1 POSKW
proposta 40 96 92.38 51.75 25.74 8.68 56.37 POSKW
história 44 111 101.62 59.84 29.33 8.13 51.75 POSKW
colocar 15 24 34.64 12.94 7.38 8.04 91.23 POSKW
respeitar 27 58 62.36 31.27 16.09 7.97 66.41 POSKW
comum 40 99 92.38 53.37 26.31 7.88 53.53 POSKW
diretriz 21 41 48.5 22.1 11.73 7.74 74.78 POSKW
novo 51 136 117.78 73.32 35.39 7.72 46.54 POSKW
básico 40 100 92.38 53.91 26.49 7.62 52.6 POSKW
local 25 53 57.74 28.57 14.76 7.62 67.58 POSKW
cotidiano 37 92 85.45 49.6 24.41 7.17 53.1 POSKW
base 51 139 117.78 74.93 35.96 7.08 44.47 POSKW
nacionais 14 24 32.33 12.94 7.19 6.67 85.68 POSKW
sociedade 55 157 127.02 84.64 40.12 6.27 40.05 POSKW
caber 19 39 43.88 21.02 10.98 6.26 70.43 POSKW
importância 25 58 57.74 31.27 15.71 6.0 59.48 POSKW
definir 30 74 69.28 39.89 19.68 5.97 53.84 POSKW
precisar 27 66 62.36 35.58 17.6 5.53 54.68 POSKW
partir 53 155 122.4 83.56 39.36 5.39 37.72 POSKW
jovem 13 24 30.02 12.94 7.0 5.38 79.54 POSKW
âmbito 17 36 39.26 19.41 10.03 5.2 67.68 POSKW
escolar 57 172 131.64 92.72 43.34 4.95 34.69 POSKW
conjunto 26 65 60.05 35.04 17.22 4.95 52.6 POSKW
brasileiro 18 40 41.57 21.56 10.98 4.86 63.38 POSKW
construção 58 177 133.95 95.42 44.47 4.73 33.6 POSKW
física 21 50 48.5 26.95 13.44 4.67 57.11 POSKW
forma 103 345 237.88 185.98 84.78 4.59 24.49 POSKW
elaboração 19 44 43.88 23.72 11.92 4.58 59.65 POSKW
primeiro 21 51 48.5 27.49 13.63 4.39 55.28 POSKW
movimento 26 68 60.05 36.66 17.79 4.23 48.37 POSKW
regional 15 33 34.64 17.79 9.08 4.16 64.28 POSKW
continuidade 15 33 34.64 17.79 9.08 4.16 64.28 POSKW
pedagógico 47 143 108.55 77.09 35.96 3.9 33.89 POSKW
habilidade 45 373 103.93 201.08 79.11 20.76 -63.71 NEGKW
uso 17 158 39.26 85.18 33.12 11.33 -73.8 NEGKW
texto 17 148 39.26 79.78 31.23 9.24 -68.08 NEGKW
objeto 27 200 62.36 107.82 42.96 8.19 -53.43 NEGKW
linguagem 41 275 94.69 148.25 59.8 8.0 -44.09 NEGKW
modo 27 182 62.36 98.11 39.55 5.4 -44.57 NEGKW
trabalhar 13 104 30.02 56.06 22.14 5.29 -60.5 NEGKW
diferente 48 290 110.85 156.33 63.97 5.28 -34.04 NEGKW
situação 17 125 39.26 67.39 26.87 5.0 -52.74 NEGKW
permitir 15 113 34.64 60.92 24.22 4.87 -54.99 NEGKW
aprendizagem 65 369 150.12 198.92 82.13 4.67 -27.97 NEGKW
currículo 47 277 108.55 149.33 61.32 4.4 -31.63 NEGKW
valor 35 101 80.83 54.45 25.74 3.79 39.01 NOTKW
transformação 22 57 50.81 30.73 14.95 3.7 49.26 NOTKW
atividade 16 111 36.95 59.84 24.03 3.66 -47.29 NOTKW
papel 21 54 48.5 29.11 14.19 3.63 49.96 NOTKW
envolver 24 153 55.43 82.48 33.5 3.61 -39.23 NOTKW
diálogo 22 58 50.81 31.27 15.14 3.48 47.62 NOTKW
discutir 13 29 30.02 15.63 7.95 3.48 63.03 NOTKW
meio 40 231 92.38 124.53 51.29 3.26 -29.64 NOTKW
rede 21 56 48.5 30.19 14.57 3.18 46.54 NOTKW
experiência 42 130 97.0 70.08 32.55 3.17 32.22 NOTKW
religioso 33 98 76.21 52.83 24.79 3.11 36.24 NOTKW
questão 27 77 62.36 41.51 19.68 3.09 40.14 NOTKW
informação 16 105 36.95 56.6 22.9 2.8 -42.01 NOTKW
escola 64 215 147.81 115.9 52.8 2.79 24.2 NOTKW
cultural 41 230 94.69 123.99 51.29 2.69 -26.8 NOTKW
conhecimento 110 556 254.04 299.73 126.04 2.61 -16.5 NOTKW
estadual 13 32 30.02 17.25 8.52 2.61 54.04 NOTKW
criança 14 93 32.33 50.13 20.25 2.6 -43.17 NOTKW
buscar 29 87 66.97 46.9 21.95 2.59 35.26 NOTKW
apresentar 47 153 108.55 82.48 37.85 2.58 27.29 NOTKW
haver 23 66 53.12 35.58 16.84 2.56 39.55 NOTKW
pensamento 25 73 57.74 39.35 18.55 2.56 37.87 NOTKW
necessário 25 149 57.74 80.32 32.93 2.52 -32.72 NOTKW
exemplo 13 87 30.02 46.9 18.92 2.51 -43.88 NOTKW
infantil 20 56 46.19 30.19 14.38 2.48 41.9 NOTKW
viver 24 70 55.43 37.74 17.79 2.47 37.98 NOTKW
país 14 36 32.33 19.41 9.46 2.42 49.96 NOTKW
científico 16 102 36.95 54.99 22.33 2.4 -39.23 NOTKW
expressão 16 43 36.95 23.18 11.17 2.35 45.8 NOTKW
natureza 22 132 50.81 71.16 29.14 2.32 -33.37 NOTKW
língua 25 147 57.74 79.25 32.55 2.31 -31.4 NOTKW
geografia 15 96 34.64 51.75 21.01 2.3 -39.61 NOTKW
lugar 22 65 50.81 35.04 16.46 2.13 36.73 NOTKW
momento 13 34 30.02 18.33 8.89 2.12 48.37 NOTKW
dança 13 34 30.02 18.33 8.89 2.12 48.37 NOTKW
próprio 34 109 78.52 58.76 27.06 2.07 28.79 NOTKW
estudante 135 661 311.78 356.33 150.64 2.06 -13.34 NOTKW
ciência 15 94 34.64 50.67 20.63 2.05 -37.58 NOTKW
procedimento 13 83 30.02 44.74 18.17 1.97 -39.38 NOTKW
comunidade 14 88 32.33 47.44 19.3 1.95 -37.87 NOTKW
compreender 46 245 106.24 132.08 55.07 1.93 -21.69 NOTKW
dar 28 88 64.67 47.44 21.95 1.93 30.73 NOTKW
compreensão 28 158 64.67 85.18 35.2 1.92 -27.38 NOTKW
pleno 13 35 30.02 18.87 9.08 1.9 45.63 NOTKW
