Dependent	Source	DF	SS	MS	FValue	ProbF
fac2	Model	26	12191.0836	468.8878	8.61	<.0001
fac2	Error	4084	222477.7838	54.4755	_	_
fac2	Corrected Total	4110	234668.8674	_	_	_
