filename	state	filepath	filepath_denoised	word_count_original	word_count_denoised
ac_ef_1.txt	ac	corpus/00_source_per_state/ac/ac_ef_1.txt	corpus/02_extracted/ac/ac_ef_1.md	2075	2064
ac_ef_10.txt	ac	corpus/00_source_per_state/ac/ac_ef_10.txt	corpus/02_extracted/ac/ac_ef_10.md	1084	1073
ac_ef_11.txt	ac	corpus/00_source_per_state/ac/ac_ef_11.txt	corpus/02_extracted/ac/ac_ef_11.md	832	879
ac_ef_12.txt	ac	corpus/00_source_per_state/ac/ac_ef_12.txt	corpus/02_extracted/ac/ac_ef_12.md	369	367
ac_ef_13.txt	ac	corpus/00_source_per_state/ac/ac_ef_13.txt	corpus/02_extracted/ac/ac_ef_13.md	332	341
ac_ef_14.txt	ac	corpus/00_source_per_state/ac/ac_ef_14.txt	corpus/02_extracted/ac/ac_ef_14.md	1833	1809
ac_ef_15.txt	ac	corpus/00_source_per_state/ac/ac_ef_15.txt	corpus/02_extracted/ac/ac_ef_15.md	1722	1696
ac_ef_16.txt	ac	corpus/00_source_per_state/ac/ac_ef_16.txt	corpus/02_extracted/ac/ac_ef_16.md	1223	1206
ac_ef_17.txt	ac	corpus/00_source_per_state/ac/ac_ef_17.txt	corpus/02_extracted/ac/ac_ef_17.md	503	497
ac_ef_18.txt	ac	corpus/00_source_per_state/ac/ac_ef_18.txt	corpus/02_extracted/ac/ac_ef_18.md	335	324
ac_ef_19.txt	ac	corpus/00_source_per_state/ac/ac_ef_19.txt	corpus/02_extracted/ac/ac_ef_19.md	528	524
ac_ef_2.txt	ac	corpus/00_source_per_state/ac/ac_ef_2.txt	corpus/02_extracted/ac/ac_ef_2.md	437	430
ac_ef_20.txt	ac	corpus/00_source_per_state/ac/ac_ef_20.txt	corpus/02_extracted/ac/ac_ef_20.md	1151	1143
ac_ef_21.txt	ac	corpus/00_source_per_state/ac/ac_ef_21.txt	corpus/02_extracted/ac/ac_ef_21.md	829	829
ac_ef_22.txt	ac	corpus/00_source_per_state/ac/ac_ef_22.txt	corpus/02_extracted/ac/ac_ef_22.md	681	677
ac_ef_23.txt	ac	corpus/00_source_per_state/ac/ac_ef_23.txt	corpus/02_extracted/ac/ac_ef_23.md	275	275
ac_ef_24.txt	ac	corpus/00_source_per_state/ac/ac_ef_24.txt	corpus/02_extracted/ac/ac_ef_24.md	344	343
ac_ef_25.txt	ac	corpus/00_source_per_state/ac/ac_ef_25.txt	corpus/02_extracted/ac/ac_ef_25.md	334	329
ac_ef_26.txt	ac	corpus/00_source_per_state/ac/ac_ef_26.txt	corpus/02_extracted/ac/ac_ef_26.md	1103	1098
ac_ef_27.txt	ac	corpus/00_source_per_state/ac/ac_ef_27.txt	corpus/02_extracted/ac/ac_ef_27.md	645	641
ac_ef_28.txt	ac	corpus/00_source_per_state/ac/ac_ef_28.txt	corpus/02_extracted/ac/ac_ef_28.md	563	555
ac_ef_29.txt	ac	corpus/00_source_per_state/ac/ac_ef_29.txt	corpus/02_extracted/ac/ac_ef_29.md	655	664
ac_ef_3.txt	ac	corpus/00_source_per_state/ac/ac_ef_3.txt	corpus/02_extracted/ac/ac_ef_3.md	1342	1339
ac_ef_30.txt	ac	corpus/00_source_per_state/ac/ac_ef_30.txt	corpus/02_extracted/ac/ac_ef_30.md	361	359
ac_ef_31.txt	ac	corpus/00_source_per_state/ac/ac_ef_31.txt	corpus/02_extracted/ac/ac_ef_31.md	2252	2284
ac_ef_32.txt	ac	corpus/00_source_per_state/ac/ac_ef_32.txt	corpus/02_extracted/ac/ac_ef_32.md	1384	1365
ac_ef_33.txt	ac	corpus/00_source_per_state/ac/ac_ef_33.txt	corpus/02_extracted/ac/ac_ef_33.md	631	625
ac_ef_34.txt	ac	corpus/00_source_per_state/ac/ac_ef_34.txt	corpus/02_extracted/ac/ac_ef_34.md	326	318
ac_ef_35.txt	ac	corpus/00_source_per_state/ac/ac_ef_35.txt	corpus/02_extracted/ac/ac_ef_35.md	607	603
ac_ef_36.txt	ac	corpus/00_source_per_state/ac/ac_ef_36.txt	corpus/02_extracted/ac/ac_ef_36.md	1155	1152
ac_ef_37.txt	ac	corpus/00_source_per_state/ac/ac_ef_37.txt	corpus/02_extracted/ac/ac_ef_37.md	1456	1457
ac_ef_38.txt	ac	corpus/00_source_per_state/ac/ac_ef_38.txt	corpus/02_extracted/ac/ac_ef_38.md	552	550
ac_ef_39.txt	ac	corpus/00_source_per_state/ac/ac_ef_39.txt	corpus/02_extracted/ac/ac_ef_39.md	422	419
ac_ef_4.txt	ac	corpus/00_source_per_state/ac/ac_ef_4.txt	corpus/02_extracted/ac/ac_ef_4.md	914	908
