Dependent	Source	DF	SS	MS	FValue	ProbF
fac4	Model	26	1605.03392	61.73207	10.28	<.0001
fac4	Error	4085	24541.70124	6.00776	_	_
fac4	Corrected Total	4111	26146.73517	_	_	_
