_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,loaded,factor,pole
v000836,-0.102283315,0.2662324291,-0.185969462,-0.37701026,-0.206265448,-0.003606669,1,fac4,-1
v000837,0.0200547179,-0.072311579,0.1912642152,-0.125670213,0.659645992,0.1782738452,1,fac5,1
v000838,0.1213014133,-0.099906752,0.4737545555,0.1172824813,-0.001751055,-0.056629371,1,fac3,1
v000839,0.0452203027,-0.347416811,0.8414041557,0.1726241834,-0.010684487,0.0244508335,1,fac3,1
v000840,0.2687289333,-0.106831391,-0.254142551,-0.115463847,-0.383593964,-0.226933861,1,fac5,-1
v000841,-0.67018194,0.3219170254,-0.246082729,-0.2687902,-0.116826733,0.1590882094,1,fac1,-1
v000842,-0.078855364,0.3014723828,-0.004312697,0.2817324925,-0.331320512,0.2693538621,1,fac5,-1
v000843,-0.228080031,-0.510662818,-0.240212858,-0.197834777,0.3335401215,0.1698356855,1,fac2,-1
v000844,0.1167193866,0.013181699,-0.095533063,0.0584036904,0.2949272962,0.2061992206,0,,
v000845,0.1091276292,0.2611051063,0.1024050572,0.0312080795,-0.155886788,0.0936933463,0,,
v000846,0.1728012228,0.0300003375,0.0161255139,-0.196899717,-0.210388488,0.0139050552,0,,
v000847,0.3107608791,0.3093228528,-0.021064983,-0.13017336,0.0020786661,-0.001639425,1,fac1,1
v000848,0.0838347067,0.6189589799,-0.075150496,-0.155761394,-0.145121123,0.1424518612,1,fac2,1
v000849,0.3240234413,0.0757120339,0.0783587555,-0.101701662,0.0173246019,0.3995548189,1,fac6,1
v000851,0.7990805199,0.4667448388,0.368533499,0.0895744246,0.1522415731,0.1053565069,1,fac1,1
v000852,0.3538768559,0.1516480501,-0.078623487,0.3746159252,-0.292430515,0.1215219705,1,fac4,1
v000853,0.3774303794,-0.218636593,0.0333475631,-0.099566606,0.2160017677,0.1976617318,1,fac1,1
v000854,0.23201168,0.1217714399,-0.116613491,0.2833626765,-0.255988235,0.2636349769,0,,
v000855,0.2190230436,-0.053274493,-0.161514874,0.4674644106,-0.162946388,-0.27121091,1,fac4,1
v000856,0.3783061253,0.2716726242,0.1046192192,0.3035745078,-0.300756673,0.106443436,1,fac1,1
v000857,-0.615069934,0.0815977417,-0.314861396,-0.11418301,0.0575469221,-0.164733521,1,fac1,-1
v000859,0.2154259816,0.2638101324,-0.087289501,0.5934236465,-0.019662086,0.072014879,1,fac4,1
v000860,-0.288054892,-0.452442099,-0.412554373,-0.274487991,0.2123969114,-0.282146128,1,fac2,-1
v000861,-0.001175084,-0.223878143,-0.051614564,-0.319632862,-0.268029993,0.2174954744,1,fac4,-1
v000862,-0.152815452,-0.322089405,0.5011493252,-0.17994091,-0.097561858,-0.069274629,1,fac3,1
v000863,0.3267102714,0.2269151194,0.2118593693,0.1351529791,0.0182869853,-0.336524767,1,fac6,-1
v000864,0.1079852532,0.5229888571,-0.13855265,0.0099889894,0.2095083846,-0.36272646,1,fac2,1
v000865,0.2925607413,0.0842538349,-0.147336758,-0.108939892,0.1551296815,0.1683674102,0,,
v000866,-0.453382605,-0.131320322,0.8198271845,-0.31643706,-0.110325217,-0.098915444,1,fac3,1
v000867,0.2065587756,0.2136080152,-0.150188906,0.0784463018,-0.013946753,-0.078398254,0,,
v000868,0.024338601,0.3115195878,-0.090907822,0.1081886008,0.0352181936,-0.065747297,1,fac2,1
v000869,0.1651898501,0.2458121978,-0.034269587,0.0739387274,0.1823560472,0.0113995265,0,,
v000870,0.250530976,0.1517451722,-0.071747591,0.0437792678,0.0471772154,-0.027779239,0,,
v000871,0.1361356368,0.114581926,0.0389493462,0.0042788435,0.1100922489,-0.019435407,0,,
v000872,0.2192890075,0.5844448112,0.0285959424,0.1914566118,-0.090780192,-0.062278374,1,fac2,1
v000873,-0.21686968,0.5434804686,-0.142497911,-0.200275726,0.1792932935,-0.033654827,1,fac2,1
v000874,-0.232387992,0.770230276,-0.067218537,-0.041888065,0.0077338302,-0.104367104,1,fac2,1
v000875,-0.104083194,0.0210807079,-0.038644612,-0.018412844,-0.21081521,-0.253106258,0,,
v000876,0.0775831916,0.0488036205,0.3241772309,-0.009628132,0.2830228425,0.2666237293,1,fac3,1
v000877,-0.04255477,0.7305190608,0.0185783338,-0.105038666,0.0110862682,-0.082032105,1,fac2,1
v000878,0.3124026582,0.3564785283,-0.00477001,0.0010679662,0.2565816114,-0.111813864,1,fac2,1
v000879,0.6254727257,-0.138238006,-0.086212733,0.2106542799,-0.165747724,-0.484559622,1,fac1,1
v000880,0.2809553629,-0.234196072,-0.016448218,-0.035510026,0.344655319,0.1899520383,1,fac5,1
v000881,0.2821581699,-0.039356367,-0.200348289,-0.000278702,0.0826099618,0.1757929586,0,,
v000882,0.460339347,0.0557683884,0.0348377214,0.1532088583,0.1979041079,0.1120598268,1,fac1,1
v000883,0.3918894501,0.077773966,0.1793247701,-0.025843034,0.2999349202,-0.213959129,1,fac1,1
v000884,0.2989557613,-0.188811978,0.1521883636,0.215903082,0.0267971123,0.085616283,0,,
v000885,0.1909428999,-0.08754005,-0.167243153,-0.075251787,0.9190897001,0.0887988023,1,fac5,1
v000886,0.209329263,-0.014190282,0.0849360772,0.0997457334,0.1091962238,0.1030343413,0,,
v000887,0.1789889346,0.4459361657,0.0204006382,0.0232153707,-0.043926333,-0.003815566,1,fac2,1
v000888,0.1610237067,0.3068345966,-0.072611634,0.0181714235,-0.047334159,0.684337633,1,fac6,1
v000889,0.0453766939,-0.119994544,-0.069001271,0.137048997,0.1702858734,0.5253354703,1,fac6,1
v000890,0.2562047664,0.0858092325,-0.078199803,0.0460859172,0.0645332699,0.0204292636,0,,
v000891,0.4895721896,0.0440010774,0.0097401246,-0.00353034,0.1424685258,-0.037962028,1,fac1,1
v000892,0.3204936364,0.1111148244,0.088190105,0.0583696772,0.0764997211,0.4409508175,1,fac6,1
v000893,-0.712590205,-0.490735874,0.9317764031,-0.280943292,-0.243925476,-0.164478716,1,fac3,1
v000894,0.3560418173,0.0881711797,0.2008807449,0.0952817022,0.0470629107,0.017481851,1,fac1,1
v000895,-0.641132321,-0.084180364,-0.07626944,-0.351635542,-0.160034152,-0.275854161,1,fac1,-1
v000896,0.4187658879,0.1672483079,0.2410283252,0.3894849169,-0.095428208,-0.017438252,1,fac1,1
v000897,0.1580148798,0.2916889342,0.0007019297,0.5421998875,0.0014773644,-0.129249182,1,fac4,1
v000899,0.1048752087,0.184214463,0.4972367779,-0.084530136,0.1254661083,0.021100578,1,fac3,1
v000900,-0.138419252,0.0814209845,-0.10908418,-0.236724347,-0.20083252,-0.052786052,0,,
v000901,0.3107391606,0.087321088,-0.057484344,-0.065281942,0.1255357813,0.1559080857,1,fac1,1
v000902,0.1456802774,0.1063028218,-0.170590436,0.7463385314,-0.00913747,0.6375362379,1,fac4,1
v000903,-0.256509956,-0.227479599,-0.373800222,0.6985907721,0.0142065476,0.1016063357,1,fac4,1
v000904,0.4450286786,-0.007909795,0.0233426921,0.2819614758,-0.107982184,0.3326209305,1,fac1,1
v000905,0.6359717842,-0.11166789,-0.101923142,-0.216412693,-0.37733958,-0.279958098,1,fac1,1
v000906,-0.401654781,0.1104747116,-0.228127322,0.0294290753,0.053091369,0.4008193516,1,fac1,-1
v000907,-0.042934063,0.8044610345,-0.043861871,0.0547852986,-0.018746162,-0.108745969,1,fac2,1
v000908,-0.191565701,0.7899108237,-0.032370462,-0.186246565,0.0488974231,-0.334291131,1,fac2,1
v000909,-1.037068763,-0.08131658,-0.305676574,-0.30177867,-0.268487118,-0.00408277,1,fac1,-1
v000913,0.1659161787,0.1744794008,0.0472799686,0.0803146344,0.3664893559,0.2421405427,1,fac5,1
v000914,-0.109945727,-0.015670971,-0.118334078,-0.147578956,-0.233736267,0.2279996136,0,,
v000915,0.110290321,0.1536812952,-0.075822269,0.0093018262,0.1738603891,0.0527870417,0,,
v000916,-0.53890474,0.0023663229,-0.042052556,0.152283932,-0.165845601,-0.370018711,1,fac1,-1
v000917,-0.061297224,0.4457854922,0.1406007506,-0.004779849,0.0692051769,0.7100985521,1,fac6,1
v000918,-0.210451468,0.6492831251,0.0135654431,-0.259324343,0.2348000289,0.1147970266,1,fac2,1
v000920,0.0139239031,-0.150695142,-0.227246084,0.6146232047,-0.416377292,0.0640091813,1,fac4,1
v000921,0.2600398175,-0.009850521,0.115206236,0.0573612806,0.0787854363,0.070021368,0,,
v000922,0.1733889211,0.1572369105,0.750208129,-0.016516716,-0.195294805,0.1104480754,1,fac3,1
v000923,-0.319490683,-0.159294584,0.3148565305,-0.156600953,-0.098013684,0.0660274871,1,fac1,-1
v000924,-0.075308378,0.342779869,-0.051097998,-0.291779081,0.6287003368,-0.160478185,1,fac5,1
v000925,0.1567137614,0.0128750305,0.1021126374,-0.096543908,0.3545647081,0.3193221342,1,fac5,1
v000926,0.4149072054,-0.132777258,0.3659311009,-0.148217736,-0.429741163,0.179454516,1,fac5,-1
v000927,-0.109212575,0.1661788879,-0.215485722,0.349045248,-0.181499623,0.0659142365,1,fac4,1
v000928,-0.266668168,0.4324244163,-0.084610316,0.0611018781,-0.138865066,-0.007627326,1,fac2,1
v000929,0.2355822398,-0.009669808,-0.240945819,-0.198399941,0.0852411006,-0.023189371,0,,
v000930,0.0494988346,-0.29915659,-0.163053376,0.912801474,-0.111959773,-0.029026671,1,fac4,1
v000931,-0.429356971,0.6418531566,-0.012504292,0.0842074304,0.1089235615,-0.191684018,1,fac2,1
v000933,0.3043009398,0.1729279178,0.1782600643,0.2647108057,-0.187748609,0.2331491849,1,fac1,1
v000934,0.1961120952,0.5150777553,0.0006891471,0.0721632066,0.2868421509,0.0628300131,1,fac2,1
v000935,0.0145553398,0.2062557399,-0.227914549,-0.15174685,0.658772103,-0.069427822,1,fac5,1
v000936,0.4012558202,0.1713347548,-0.055000532,0.1985221325,0.0079583238,-0.196257271,1,fac1,1
v000937,0.3036630272,-0.131642808,0.1841896145,-0.034278775,0.2401673161,0.0872803613,1,fac1,1
v000938,0.310038935,0.083819488,0.2401824928,-0.072245602,-0.246630044,0.02644907,1,fac1,1
v000939,0.1691899583,0.3057909452,-0.14803313,-0.215642923,-0.191354648,0.2896732374,1,fac2,1
v000940,0.0526061772,-0.31384343,-0.327191625,-0.118310298,0.9477801889,-0.357284723,1,fac5,1
v000941,0.3059726924,0.067993026,0.0246112739,-0.079383412,0.0424686675,0.1727187885,1,fac1,1
v000942,0.3093928264,-0.015525999,-0.108922696,-0.053634828,0.1147450353,0.1196619562,1,fac1,1
v000943,-0.055845915,0.0348531753,-0.034857991,-0.106228985,-0.025132959,-0.093728803,0,,
v000944,0.120152875,-0.274656434,-0.226238382,0.3101141665,-0.519943835,0.3117584828,1,fac5,-1
v000945,0.1770782937,-0.296535665,-0.23444836,0.4282183707,-0.11085512,0.3439155138,1,fac4,1
v000946,-0.019040789,0.2261306829,-0.10686898,0.0514296978,-0.446513933,-0.097054895,1,fac5,-1
v000947,0.0634329583,0.1954126699,-0.129163067,-0.15870554,-0.252248262,-0.03683461,0,,
v000948,0.2631417647,0.1267164415,-0.258638641,-0.179915554,-0.052541281,0.2049241544,0,,
v000949,0.2682789641,0.1562057137,-0.011340581,0.1590404097,-0.104572913,-0.132873354,0,,
v000950,-0.427650899,-0.61834152,-0.500978075,-0.226635862,0.0550806841,-0.036607287,1,fac2,-1
v000951,0.2171529954,-0.207026541,0.5991775371,0.0499367024,0.2829961972,0.0121831608,1,fac3,1
v000952,0.2532004012,0.2598068006,-0.04208518,0.2055203216,0.165400655,0.0802055374,0,,
v000953,0.1663832453,-0.057863181,-0.138507325,-0.609767412,0.1859352968,0.3395827161,1,fac4,-1
v000954,-0.532023383,-0.035337675,0.2975046806,-0.216749419,0.1034655625,-0.23361631,1,fac1,-1
v000955,0.2665264147,-0.004984983,-0.009874948,0.0256322568,0.2743246733,0.2015726324,0,,
v000956,-0.010991499,0.0711598866,0.2827945018,0.0254299313,0.3660090707,0.1951993422,1,fac5,1
v000957,0.3965670439,-0.009357341,0.0113587511,0.0831557875,-0.117686903,-0.045687426,1,fac1,1
v000958,0.1611188896,0.3099975943,-0.124163892,0.4189085802,-0.063298953,0.0524039993,1,fac4,1
v000959,0.2873201409,0.1699552422,-0.056842408,-0.033156889,0.1915254728,0.1758122279,0,,
v000960,0.4711489322,0.0743419572,0.002856281,0.0746141067,0.0256406904,0.0630922982,1,fac1,1
v000961,-0.362598836,0.7306872119,-0.027591899,-0.003039635,0.08446874,-0.03212297,1,fac2,1
v000962,0.3335707522,0.1354335624,-0.03858786,-0.213602703,0.1004763591,0.2283705963,1,fac1,1
v000963,0.1481581347,0.2203417726,-0.15721755,-0.021472228,-0.217296719,0.0193577605,0,,
v000964,0.2295410835,0.0453170756,0.0210468659,0.1537213826,-0.150263591,0.3986554385,1,fac6,1
v000965,0.2684903908,-0.011543972,-0.14413447,0.0784085672,-0.097457248,0.2810166043,0,,
v000966,0.2166724151,0.2852275158,-0.080277436,0.5980500521,0.1689082993,-0.084485687,1,fac4,1
v000967,0.4211355585,-0.022587025,-0.150866025,0.192300438,0.0164924496,-0.099347402,1,fac1,1
v000968,0.1238078795,0.3428388978,-0.045758855,0.039258545,0.1727129995,0.0342976776,1,fac2,1
v000969,0.6364634277,0.170865738,-0.167571803,-0.042324655,-0.133026202,-0.31101718,1,fac1,1
v000970,0.3317535047,0.1030771512,0.216959062,-0.115399175,-0.050267392,0.315283399,1,fac1,1
v000971,0.5688955448,-0.086586531,0.0253792248,0.1125214907,-0.079323014,-0.134068185,1,fac1,1
v000972,-0.593152265,-0.368857007,0.8240201971,-0.212750636,0.0497760548,-0.057139806,1,fac3,1
v000973,0.3353564349,0.0643239043,0.1017322675,-0.062801491,0.1325398481,0.0539028639,1,fac1,1
v000974,0.0798214313,-0.263983852,-0.369037693,-0.448747886,0.4176589532,0.1245053302,1,fac4,-1
v000977,0.239255379,-0.053956957,-0.223272444,-0.043850367,0.0764329539,0.3021564927,1,fac6,1
v000978,0.2470332399,-0.197644923,-0.407065024,-0.055848347,0.1103111228,0.2100862542,1,fac3,-1
v000979,-0.222300067,0.7930722732,-0.236431894,-0.200802275,-0.111021453,0.1918409961,1,fac2,1
v000980,0.16727443,-0.278333393,-0.228453206,-0.226581365,-0.044678988,-0.281817274,0,,
v000981,0.0329618811,-0.503213202,-0.204243673,-0.171786034,-0.306477082,-0.413964337,1,fac2,-1
v000982,0.4164781208,-0.01153663,-0.089642652,0.0149407593,-0.013786116,0.0962822237,1,fac1,1
v000983,-0.657300956,0.2149800117,-0.239453804,0.4526654736,-0.020728903,-0.062159529,1,fac1,-1
v000984,0.4574700158,0.0726231762,-0.050712616,-0.124667602,0.0183674575,0.0637057794,1,fac1,1
v000985,-0.362369536,-0.262052888,0.055152288,0.3625933368,-0.487988746,-0.207641184,1,fac5,-1
v000986,0.359432132,0.1228819685,-0.204641358,0.3564841553,-0.263563144,0.2077563629,1,fac1,1
v000987,0.1601480555,0.2003979259,-0.218907012,0.3928725534,-0.066473818,0.1050357222,1,fac4,1
v000988,0.256414014,-0.129831867,0.3251841401,-0.263607709,-0.048979716,0.6280682848,1,fac6,1
v000989,-0.070249358,-0.100651597,1.0545904205,0.0039180379,0.0423391606,-0.076603788,1,fac3,1
v000990,0.3849221213,0.0154786675,-0.034692874,-0.009887831,0.0199204687,0.0989978823,1,fac1,1
v000991,0.5957867202,0.2027697793,-0.170420085,-0.040679025,-0.103519892,-0.255787317,1,fac1,1
v000992,0.2773500287,0.0604710678,-0.13926074,-0.116322746,-0.052336492,-0.158323992,0,,
v000993,-0.180071279,-0.222567869,0.8516219186,0.0003754238,0.6350922633,-0.033121012,1,fac3,1
v000994,-0.057470394,0.1029854493,-0.092197252,0.2240401185,0.5853561506,0.0053527845,1,fac5,1
v000995,-0.491633888,-0.125204036,-0.264754235,-0.131473891,0.2278702551,-0.171162123,1,fac1,-1
v000996,0.1882356221,0.3729785992,-0.085540544,-0.06810568,0.1922559,0.1409319825,1,fac2,1
v000997,-0.308031997,0.41830569,-0.069364552,0.1488355628,0.3043005231,-0.008549039,1,fac2,1
v000998,0.5477089983,0.0353323728,0.1230334501,-0.048400593,-0.169218666,-0.019346025,1,fac1,1
v000999,0.2218529721,0.5200561279,0.0162619193,0.1456480135,-0.292123224,0.0424272168,1,fac2,1
v001000,0.2135556026,0.2975426455,-0.096998721,-0.073231441,-0.050382044,0.0636036668,0,,
v001001,0.4690337567,-0.075416059,-0.219970648,0.0438446173,-0.202221755,0.1910607377,1,fac1,1
v001002,0.0906021104,0.2365546406,0.3232173525,0.0812521629,0.1138551936,0.0390529394,1,fac3,1
v001003,0.298784038,0.0945964072,-0.245745607,-0.025839412,-0.025096423,0.0951294212,0,,
v001004,0.255985314,0.2789295403,-0.066787153,-0.275994253,-0.350100713,-0.13876773,1,fac5,-1
v001006,0.1070451429,-0.223282061,-0.344735623,-0.334002239,-0.040129923,0.1587726204,1,fac3,-1
v001007,-0.102102342,-0.06607176,-0.130540977,-0.059704337,-0.31485254,-0.122045942,1,fac5,-1
v001008,0.3911180249,-0.417538673,-0.146750834,-0.019780196,-0.140183715,-0.140963357,1,fac2,-1
v001009,0.1007601989,0.1558737833,-0.045442,0.0772508541,0.156210135,0.5363853853,1,fac6,1
v001010,0.0047675217,0.1312277964,-0.169097517,0.7437155769,0.0137063361,0.2584658879,1,fac4,1
v001011,-0.28631569,0.118892922,-0.200437539,-0.56325021,-0.054886923,0.3013166755,1,fac4,-1
v001012,-0.029021557,0.4016061912,-0.195968188,-0.050419896,-0.003853516,0.1548183605,1,fac2,1
v001013,-0.55162503,0.3540243014,-0.137309642,-0.243719872,0.0175047204,-0.057204444,1,fac1,-1
v001014,0.3436871959,0.1448497548,-0.205447765,-0.135028612,0.2418582382,-0.021529497,1,fac1,1
v001015,0.4600029272,0.1019817163,-0.215509204,0.0293153433,-0.007405279,-0.057052089,1,fac1,1
v001016,0.3429489594,0.0104029579,0.0716319217,-0.177148244,0.0803648822,0.0598323981,1,fac1,1
v001017,0.0210356827,0.1981715579,-0.086483118,-0.036602622,0.1371589598,0.1712301976,0,,
v001018,0.3634787877,0.2604015761,0.1086651982,0.2608932909,-0.295731642,0.1062198992,1,fac1,1
v001019,0.4531117896,-0.049877628,-0.155389726,-0.126057328,-0.262029759,-0.309370511,1,fac1,1
v001021,-0.344563769,-0.078826036,0.5149865355,0.1894737912,0.0517785118,0.0662301753,1,fac3,1
v001022,0.1495427845,-0.216019393,0.0979371513,-0.047329121,0.2404942969,0.2205308005,0,,
v001023,-0.062449589,0.0436062747,-0.024750557,-0.214760307,-0.342430661,-0.043019221,1,fac5,-1
v001024,-0.019366265,-0.419940526,-0.163839596,-0.096277926,-0.276134173,-0.277372102,1,fac2,-1
v001025,0.3901819525,0.1043319758,0.3145915943,0.4287950539,-0.133390079,-0.08877691,1,fac4,1
v001026,-0.408983583,0.2044251171,-0.29082307,0.5828517607,0.3036624946,-0.195298532,1,fac4,1
v001027,-0.467022758,0.1797426665,-0.217007324,0.5006037266,0.2934089265,-0.151767193,1,fac4,1
v001028,0.3469588437,-0.059367979,0.0227634674,0.0766197,0.0461104099,-0.04592935,1,fac1,1
v001029,0.1588515988,-0.063528502,-0.265628634,-0.266063985,0.6852548358,0.0825109256,1,fac5,1
v001030,0.1959302356,0.1846282867,-0.003082753,0.0687337834,0.2118453011,0.1941383317,0,,
v001031,0.3217032441,0.1155595582,-0.061780605,-0.353854171,0.2106167009,0.2815482513,1,fac4,-1
v001032,0.3767726493,0.0906286014,-0.111537888,0.0375763869,0.1658750587,-0.098242452,1,fac1,1
v001033,0.0203914693,0.0675806606,-0.004272838,-0.501876325,0.4594309886,0.0072169969,1,fac4,-1
v001034,-0.105773417,-0.089135023,0.6856913399,0.4592326578,-0.030991672,0.3944884228,1,fac3,1
v001035,0.3036654517,0.3924269453,-0.09774786,-0.281237005,-0.168159819,0.0777205757,1,fac2,1
v001036,-0.113497785,0.2925127574,-0.124833501,-0.376006832,-0.21854578,0.059879517,1,fac4,-1
v001037,-0.324999186,-0.087542867,-0.193209458,-0.115981782,-0.24248281,-0.114016141,1,fac1,-1
v001038,0.1867780056,0.4418921197,-0.075244549,-0.031501,-0.004677094,0.2495223743,1,fac2,1
v001039,-0.051767307,0.0643934274,0.1049693795,-0.051623885,-0.328430949,-0.290121867,1,fac5,-1
v001041,-0.670441071,-0.448370645,0.7246061282,-0.119829134,0.493209414,-0.241176044,1,fac3,1
v001042,0.4666725506,-0.20240749,-0.068295379,0.0484560377,0.1062482875,-0.205707496,1,fac1,1
v001043,0.3701955783,-0.258511154,-0.277826211,-0.319661335,0.0243455072,0.0352071357,1,fac1,1
v001044,-0.352559629,-0.267185284,-0.325729663,-0.201756322,-0.263233101,-0.176625978,1,fac1,-1
v001045,0.44255835,-0.184412998,-0.077438593,0.2653587268,0.0966894916,0.2163089212,1,fac1,1
v001047,0.3255732238,-0.062773995,0.1828392718,0.2239793164,-0.086323713,-0.01337849,1,fac1,1
v001048,-0.080501827,0.4453753828,-0.181404158,0.112713643,-0.094404595,0.3976047617,1,fac2,1
v001049,0.3194137429,-0.089016957,0.4033292251,-0.171994785,0.1246215354,-0.132891051,1,fac3,1
v001050,0.1312772742,0.1830984705,0.2851586616,0.0642843195,0.5201450668,-0.046270764,1,fac5,1
v001051,0.4538983905,0.1146567094,0.38326925,-0.085662674,-0.148563887,-0.156282326,1,fac1,1
v001055,0.151361991,0.3052045704,0.1688876007,0.5075199616,0.2435812832,-0.088953359,1,fac4,1
v001056,-0.46762064,-0.127283415,-0.28864852,0.4358865053,0.4175273549,0.0007051103,1,fac1,-1
v001057,0.2063278972,0.0147158143,-0.200858443,-0.14281688,-0.523017351,0.1418563443,1,fac5,-1
v001058,0.192043719,0.2100427971,-0.041420229,0.9773292672,-0.282859197,-0.215987903,1,fac4,1
v001059,0.4003782676,-0.133243448,0.2425987962,0.1673517123,-0.009209584,-0.040321052,1,fac1,1
v001060,0.4843917397,-0.150662678,-0.093201838,-0.047047238,-0.161606641,0.0950955861,1,fac1,1
v001061,0.2296320463,0.1418038358,0.0102660093,0.0723788021,0.1083897195,0.0321975093,0,,
