_NAME_	COMMUNAL
v000037	0
v000064	0
v000121	0
v000127	0
v000133	0
v000159	0
v000160	0
v000169	0
v000180	0
v000192	0
v000217	0
v000218	0
v000250	0
v000252	0
v000253	0
v000258	0
v000286	0
v000308	0
v000331	0
v000415	0
v000427	0
v000443	0
v000491	0
v000506	0
v000512	0
v000513	0
v000523	0
v000527	0
v000563	0
v000572	0
v000573	0
v000584	0
v000585	0
v000586	0
v000592	0
v000628	0
v000634	0
v000641	0
v000667	0
v000690	0
v000710	0
v000716	0
v000722	0
v000750	0
v000751	0
v000756	0
v000794	0
v000808	0
v000810	0
v000812	0
v000850	0
v000858	0
v000898	0
v000910	0
v000911	0
v000912	0
v000919	0
v000932	0
v000975	0
v000976	0
v001005	0
v001020	0
v001040	0
v001046	0
v001052	0
v001053	0
v001054	0
v000871	0.281025305
v000085	0.3165800312
v001028	0.3395270923
v000675	0.3602036917
v000826	0.362890348
v000890	0.3666633388
v000351	0.3712171587
v000315	0.3740273144
v000728	0.3786639015
v000295	0.3871266724
v000319	0.3911887162
v000432	0.3937769169
v000870	0.3954928604
v000921	0.4009026019
v000915	0.4063630944
v000108	0.4071253801
v000886	0.4111643716
v000797	0.4199939204
v000806	0.4213876972
v000385	0.4243771013
v000333	0.4246256236
v000129	0.4294020608
v000173	0.4298387781
v000508	0.4299700442
v000673	0.4314284234
v000044	0.432445914
v000824	0.4352687456
v000845	0.4423638297
v000096	0.4425622518
v000418	0.445355247
v000060	0.4526413929
v000088	0.4570849283
v000813	0.4581501961
v001061	0.4590243625
v000372	0.462333726
v000051	0.4679805373
v001047	0.4691762097
v000816	0.470442807
v001022	0.4711457571
v000660	0.477320629
v000336	0.482804217
v000957	0.4830333076
v000374	0.4842497746
v000313	0.4922476663
v000451	0.4937078273
v000776	0.4971161651
v000760	0.4973002023
v001017	0.5004561451
v000524	0.5047646553
v000080	0.5057768631
v000396	0.5075587584
v000216	0.5094974309
v000098	0.5124773255
v000881	0.5151145987
v000288	0.5158937171
v000581	0.5167694182
v000185	0.5241898821
v000543	0.528661812
v000547	0.5286713907
v000086	0.530466327
v000002	0.5312078222
v000109	0.5375272258
v000244	0.537579587
v000397	0.5471479751
v000190	0.5475938653
v000809	0.5494221227
v000844	0.5516685229
v000435	0.5533097689
v000332	0.5591534585
v000431	0.5703992803
v000990	0.5814959374
v000973	0.585098181
v000528	0.5861731055
v000032	0.5899147387
v000329	0.5906783617
v000306	0.5909416154
v000270	0.5972028534
v000099	0.5982356036
v000867	0.600327619
v000977	0.6056415178
v000494	0.6064074756
v000765	0.6069595006
v000428	0.6082718433
v000759	0.6113162355
v000166	0.6164397271
v000647	0.6167981034
v000204	0.6174596085
v000335	0.6190083547
v000788	0.6192556023
v000071	0.6223050365
v000982	0.623026732
v000744	0.6266815521
v000010	0.629370305
v000069	0.6347760682
v000688	0.6390565024
v000757	0.6396177392
v000094	0.642225541
v001012	0.6480246504
v000525	0.6497284905
v000938	0.6505813352
v000502	0.6514375069
v000206	0.6597624101
v000039	0.6635227487
v000955	0.6641417758
v000263	0.6644884745
v000531	0.6695796925
v000869	0.6756415781
v000941	0.6772430052
v000452	0.6816139518
v000987	0.6915043666
v000456	0.6950020327
v000683	0.6994251519
v000066	0.7040206899
v000967	0.7060387438
v000740	0.706173985
v000082	0.7069942279
v000303	0.7164973534
v000220	0.7212966556
v000496	0.7244197174
v000490	0.7281528019
v000054	0.7297244663
v000302	0.733626011
v000219	0.7337711403
v000430	0.7361124931
v000779	0.7373652821
v000583	0.7414395192
v000684	0.7573590164
v000606	0.7752643376
v000058	0.7794009849
v000193	0.7980177614
v000639	0.8008834455
v000876	0.8021161006
v000894	0.8039692101
v000901	0.8074994034
v000968	0.8082822403
v000587	0.8102059051
v000359	0.8109930519
v000264	0.8121984869
v000153	0.8125914057
v000792	0.8142123781
v000198	0.8183305987
v000282	0.8191650848
v000937	0.8216913831
v000533	0.8240067851
v000697	0.8269361151
v000297	0.8291010718
v000013	0.8303716548
v000014	0.8360273583
v000232	0.8403990048
v000942	0.8529716933
v001000	0.85358534
v000535	0.8558232296
v000637	0.8570155257
v000433	0.8655875008
v000255	0.8694373445
v000661	0.8722124858
v000389	0.8735470855
v000593	0.8816410639
v000532	0.8917010119
v000978	0.8941150239
v000551	0.8984441715
v000462	0.8984568177
v000367	0.9024381627
v000408	0.9129288213
v000231	0.9147585412
v000353	0.9160379154
v000272	0.9168489143
v000212	0.9192080041
v000769	0.9199613917
v001030	0.920591118
v000608	0.9241261185
v000357	0.9290451789
v000570	0.9302570641
v000545	0.9355949544
v000240	0.9360044464
v000266	0.9379960053
