Dependent	Source	DF	SS	MS	FValue	ProbF
fac1	Model	3	220.840302	73.613434	39.68	<.0001
fac1	Error	2243	4160.757383	1.854997	_	_
fac1	Corrected Total	2246	4381.597686	_	_	_
