Dependent	Source	DF	SS	MS	FValue	ProbF
fac2	Model	3	32.935105	10.978368	5.28	0.0012
fac2	Error	2243	4661.837481	2.078394	_	_
fac2	Corrected Total	2246	4694.772586	_	_	_
