Dependent	Source	DF	SS	MS	FValue	ProbF
fac5	Model	3	53.290569	17.763523	4.87	0.0022
fac5	Error	2243	8174.445969	3.644425	_	_
fac5	Corrected Total	2246	8227.736538	_	_	_
