Dependent	Source	DF	SS	MS	FValue	ProbF
fac8	Model	3	4.7325457	1.5775152	5.79	0.0006
fac8	Error	2243	610.9853003	0.2723965	_	_
fac8	Corrected Total	2246	615.7178460	_	_	_
