Dependent	Source	DF	SS	MS	FValue	ProbF
fac7	Model	3	11.485687	3.828562	6.38	0.0003
fac7	Error	2243	1345.572613	0.599899	_	_
fac7	Corrected Total	2246	1357.058300	_	_	_
