Dependent	Source	DF	SS	MS	FValue	ProbF
fac4	Model	3	29.038338	9.679446	9.04	<.0001
fac4	Error	2243	2401.987919	1.070882	_	_
fac4	Corrected Total	2246	2431.026257	_	_	_
