_NAME_	COMMUNAL
v000014	0
v000015	0
v000025	0
v000083	0
v000109	0
v000122	0
v000154	0
v000104	0.9022424302
v000060	0.9626053359
v000040	0.9689407184
v000080	0.9724205132
v000053	0.9762538814
v000043	0.9840935589
v000037	0.9895617316
v000146	0.9946296776
v000072	1.0128956211
v000157	1.0135801374
v000049	1.0294848114
v000086	1.0411947683
v000032	1.0472682174
v000088	1.0734660848
v000121	1.0790650841
v000113	1.0907788949
v000150	1.1012963712
v000112	1.1022989305
v000048	1.1406872587
v000149	1.1580485239
v000081	1.1781061795
v000078	1.1784892227
v000064	1.1799700134
v000020	1.1992011423
v000039	1.20775373
v000018	1.2242630495
v000126	1.2404984117
v000047	1.245386461
v000007	1.2483020744
v000101	1.2492901805
v000091	1.2618141356
v000102	1.2658148328
v000124	1.2695324293
v000089	1.278997435
v000029	1.2868115715
v000132	1.3272984423
v000012	1.3285982456
v000114	1.3378992669
v000165	1.4385244945
v000152	1.439717688
v000161	1.4466789188
v000159	1.4551757266
v000153	1.4612493356
v000125	1.482075892
v000058	1.5446273663
v000141	1.5744363206
v000136	1.5820965269
v000027	1.6036939807
v000123	1.6039454915
v000074	1.6077156967
v000097	1.6126966216
v000017	1.61929035
v000099	1.6440374339
v000139	1.6473700709
v000129	1.6474867088
v000130	1.6698987056
v000110	1.6741719849
v000094	1.678703886
v000035	1.6862887421
v000038	1.6880382538
v000042	1.7030362737
v000075	1.7062311296
v000055	1.7331908251
v000084	1.7707274769
v000002	1.7864484389
v000070	1.796201212
v000044	1.8205816909
v000118	1.8216087729
v000151	1.8303953275
v000056	1.8344904071
v000134	1.8483859899
v000006	1.8570402735
v000034	1.86991651
v000046	1.8888986539
v000023	1.8960558919
v000100	1.900826848
v000156	1.9056874148
v000138	1.9127681469
v000069	1.9387759548
v000004	1.9489367222
v000024	1.9767397245
v000143	1.979250627
v000071	1.9916655551
v000090	2.003153905
v000142	2.0086478998
v000085	2.0219586215
v000087	2.0266212756
v000019	2.0368884485
v000026	2.0471526585
v000128	2.0568981954
v000098	2.0570800215
v000063	2.0646152427
v000065	2.0679666247
v000021	2.0743988816
v000066	2.1004789838
v000137	2.1029794218
v000162	2.1033041653
v000107	2.1066067726
v000158	2.1126707175
v000117	2.1299263658
v000050	2.1381222226
v000022	2.140091241
v000059	2.1621751768
v000115	2.190283885
v000036	2.2038539517
v000005	2.282057394
v000011	2.2936488439
v000061	2.3156555526
v000033	2.3218708251
v000045	2.3376682676
v000076	2.3417331248
v000116	2.3885416609
v000057	2.389076562
v000031	2.3961667521
v000133	2.4463070714
v000092	2.4471598304
v000016	2.4521177605
v000163	2.4720186974
v000001	2.4756844255
v000140	2.4926491361
v000062	2.4960223346
v000096	2.5541787009
v000144	2.5648484186
v000119	2.576387751
v000054	2.5806542377
v000073	2.5949129172
v000095	2.6054907606
v000166	2.6076690084
v000041	2.6356493252
v000111	2.6410721288
v000009	2.6676948445
v000067	2.6723777695
v000127	2.6765773031
v000010	2.7140863207
v000160	2.7260587169
v000131	2.7279859093
v000120	2.7487919166
v000052	2.805713085
v000079	2.8107749468
v000135	2.8375587926
v000008	2.8573881995
v000051	2.9569474502
v000103	2.9574990514
v000028	2.9772531496
v000148	3.0142293276
v000108	3.1309257755
v000077	3.2081713792
v000155	3.230142272
v000093	3.3169922036
v000082	3.3491086567
v000003	3.4106172195
v000068	3.490506095
v000030	3.8162254055
v000147	3.8955009355
v000164	3.981493382
v000013	4.0577209303
v000145	4.1306301864
v000106	4.1316598744
v000105	4.3389628207
