2.3.3	NUM	@card@
Cuidar	VERB.Inf	cuidar
e	CCONJ	e
Educar	VERB.Inf	educar
:	PUNCT.Colon	:
Ações	NOUN.Fem.Plur	ação
Indissociáveis	ADJ.Fem.Plur	indissociável
“	PUNCT.Quot	“
Neném	NOUN.Masc.Sing	neném
sem	ADP	sem
chupeta	NOUN.Fem.Sing	chupeta
Romeu	PROPN.Masc.Sing	Romeu
sem	ADP	sem
Julieta	PROPN.Fem.Sing	Julieta
,	PUNCT.Comma	,
Sou	AUX.Fin.Sing	ser
eu	PRON.Sing	eu
assim	ADV	assim
sem	ADP	sem
você	PRON.Sing	você
,	PUNCT.Comma	,
Carro	NOUN.Masc.Sing	carro
sem	ADP	sem
estrada	NOUN.Fem.Sing	estrada
,	PUNCT.Comma	,
Queijo	NOUN.Masc.Sing	queijo
sem	ADP	sem
