lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
mato 22 10 96.92 2.57 1.77 88.84 189.65 POSKW
grosso 23 26 101.32 6.69 2.71 68.46 175.22 POSKW
frisar 17 49 74.89 12.61 3.64 28.75 142.34 POSKW
societário 11 18 48.46 4.63 1.6 27.28 165.09 POSKW
cognição 15 47 66.08 12.1 3.42 23.63 138.1 POSKW
convir 17 61 74.89 15.7 4.31 23.63 130.67 POSKW
ver 97 970 427.31 249.68 58.9 22.04 52.48 POSKW
preocupar 22 107 96.92 27.54 7.12 21.77 111.48 POSKW
referência 96 969 422.91 249.42 58.79 21.12 51.61 POSKW
professor 177 2076 779.74 534.36 124.38 20.97 37.34 POSKW
sumo 18 81 79.3 20.85 5.47 19.6 116.72 POSKW
necessitar 45 371 198.24 95.5 22.96 17.73 69.96 POSKW
lembrar 29 197 127.75 50.71 12.48 17.19 86.34 POSKW
assunto 33 242 145.37 62.29 15.18 16.86 80.02 POSKW
instigar 24 150 105.73 38.61 9.61 16.46 93.0 POSKW
proficiência 14 61 61.67 15.7 4.14 15.83 118.83 POSKW
verificar 33 251 145.37 64.61 15.68 15.62 76.93 POSKW
propiciar 70 710 308.37 182.75 43.06 15.14 51.15 POSKW
diagnóstico 35 280 154.19 72.07 17.39 14.81 72.58 POSKW
despertar 32 246 140.97 63.32 15.35 14.8 76.02 POSKW
desencadear 15 74 66.08 19.05 4.91 14.57 110.5 POSKW
pesquisador 23 151 101.32 38.87 9.61 14.5 89.1 POSKW
notar 14 66 61.67 16.99 4.42 14.41 113.61 POSKW
imprescindível 49 452 215.86 116.34 27.66 14.34 59.91 POSKW
interessante 22 144 96.92 37.07 9.16 13.94 89.34 POSKW
vertente 15 77 66.08 19.82 5.08 13.83 107.71 POSKW
auxiliar 54 522 237.89 134.36 31.8 13.71 55.62 POSKW
denominar 32 256 140.97 65.89 15.9 13.54 72.58 POSKW
imbricar 12 53 52.86 13.64 3.59 13.36 117.95 POSKW
sequência 38 331 167.4 85.2 20.37 13.03 65.08 POSKW
descrever 50 480 220.26 123.55 29.26 12.97 56.26 POSKW
progressão 41 369 180.62 94.98 22.63 12.87 62.15 POSKW
postar 15 83 66.08 21.36 5.41 12.44 102.27 POSKW
viabilização 7 19 30.84 4.89 1.44 12.42 145.25 POSKW
utilizar 123 1498 541.85 385.59 89.49 11.96 33.7 POSKW
somativo 9 34 39.65 8.75 2.37 11.88 127.67 POSKW
relevante 60 624 264.32 160.62 37.76 11.87 48.81 POSKW
apoiar 39 361 171.81 92.92 22.08 11.3 59.6 POSKW
tarefa 43 414 189.43 106.56 25.23 11.06 55.99 POSKW
conseguir 45 442 198.24 113.77 26.88 10.85 54.14 POSKW
personagem 15 91 66.08 23.42 5.85 10.81 95.32 POSKW
vertical 11 54 48.46 13.9 3.59 10.75 110.84 POSKW
aula 95 1127 418.5 290.09 67.46 10.63 36.24 POSKW
carregar 18 123 79.3 31.66 7.78 10.55 85.86 POSKW
mau 7 24 30.84 6.18 1.71 10.16 133.24 POSKW
alfabetização 30 263 132.16 67.7 16.17 10.12 64.51 POSKW
demonstrar 39 378 171.81 97.3 23.02 9.82 55.38 POSKW
macro 10 49 44.05 12.61 3.26 9.8 110.97 POSKW
assumir 69 779 303.96 200.51 46.81 9.78 41.01 POSKW
dialógico 31 283 136.56 72.84 17.33 9.35 60.86 POSKW
leque 9 43 39.65 11.07 2.87 9.11 112.7 POSKW
ensino-aprendizagem 44 452 193.83 116.34 27.38 9.1 49.96 POSKW
possuir 68 778 299.56 200.26 46.7 9.07 39.74 POSKW
gradativo 15 101 66.08 26.0 6.4 9.04 87.06 POSKW
intencionalidade 35 339 154.19 87.26 20.65 8.83 55.44 POSKW
documento 119 1519 524.23 390.99 90.42 8.74 29.12 POSKW
servir 39 396 171.81 101.93 24.01 8.41 51.05 POSKW
procura 7 29 30.84 7.46 1.99 8.38 122.04 POSKW
soar 7 29 30.84 7.46 1.99 8.38 122.04 POSKW
trabalhar 101 1265 444.93 325.61 75.41 8.35 30.97 POSKW
viés 20 161 88.11 41.44 9.99 8.34 72.04 POSKW
viabilizar 15 106 66.08 27.28 6.68 8.25 83.1 POSKW
valer 44 465 193.83 119.69 28.1 8.19 47.3 POSKW
unidade 103 1301 453.74 334.88 77.51 8.09 30.15 POSKW
sucesso 26 235 114.54 60.49 14.41 8.07 61.76 POSKW
salientar 31 299 136.56 76.96 18.22 7.93 55.83 POSKW
autor 45 483 198.24 124.32 29.15 7.89 45.83 POSKW
impedir 11 67 48.46 17.25 4.31 7.87 95.01 POSKW
erro 16 120 70.48 30.89 7.51 7.8 78.12 POSKW
confessional 7 31 30.84 7.98 2.1 7.77 117.77 POSKW
alertar 7 31 30.84 7.98 2.1 7.77 117.77 POSKW
coerente 25 226 110.13 58.17 13.86 7.75 61.74 POSKW
supracitado 10 58 44.05 14.93 3.75 7.73 98.75 POSKW
canto 9 49 39.65 12.61 3.2 7.64 103.46 POSKW
revelar 30 290 132.16 74.65 17.67 7.62 55.62 POSKW
referente 31 304 136.56 78.25 18.49 7.52 54.29 POSKW
educativo 104 1332 458.15 342.86 79.27 7.47 28.79 POSKW
determinado 36 370 158.59 95.24 22.41 7.43 49.92 POSKW
face 15 112 66.08 28.83 7.01 7.38 78.5 POSKW
módulo 12 80 52.86 20.59 5.08 7.36 87.87 POSKW
educador 45 493 198.24 126.9 29.7 7.26 43.88 POSKW
didático 62 730 273.13 187.9 43.72 7.21 36.97 POSKW
revisar 9 51 39.65 13.13 3.31 7.21 100.5 POSKW
prévio 27 257 118.94 66.15 15.68 7.19 57.04 POSKW
vital 11 71 48.46 18.28 4.53 7.14 90.46 POSKW
concepção 92 1165 405.29 299.87 69.39 7.11 29.9 POSKW
entender 103 1330 453.74 342.34 79.11 7.01 27.99 POSKW
opinião 35 363 154.19 93.44 21.97 6.99 49.07 POSKW
item 14 104 61.67 26.77 6.51 6.96 78.93 POSKW
oliveira 10 62 44.05 15.96 3.97 6.95 93.63 POSKW
cartografia 7 34 30.84 8.75 2.26 6.94 111.57 POSKW
finalidade 60 709 264.32 182.5 42.45 6.85 36.62 POSKW
conceber 38 406 167.4 104.5 24.51 6.78 46.26 POSKW
edição 12 84 52.86 21.62 5.3 6.72 83.89 POSKW
tentativa 18 152 79.3 39.12 9.38 6.69 67.84 POSKW
sagrado 7 35 30.84 9.01 2.32 6.68 109.56 POSKW
figura 26 251 114.54 64.61 15.29 6.63 55.74 POSKW
ser 144 1962 634.36 505.02 116.26 6.54 22.7 POSKW
motivação 16 130 70.48 33.46 8.06 6.53 71.23 POSKW
excluir 16 130 70.48 33.46 8.06 6.53 71.23 POSKW
inferir 11 75 48.46 19.31 4.75 6.47 86.04 POSKW
afirmar 51 590 224.67 151.87 35.39 6.46 38.67 POSKW
