lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
processo(s) 8 2 76.19 0.5 0.26 48.78 197.4 POSKW
explicita(m) 8 3 76.19 0.75 0.28 45.95 196.11 POSKW
verbo(s) 8 3 76.19 0.75 0.28 45.95 196.11 POSKW
envolvido(s) 8 3 76.19 0.75 0.28 45.95 196.11 POSKW
mobilizado(s) 7 3 66.67 0.75 0.26 39.29 195.56 POSKW
objeto(s) 7 4 66.67 1.0 0.28 37.13 194.1 POSKW
exigente 9 13 85.71 3.24 0.56 36.92 185.41 POSKW
sofisticação 8 9 76.19 2.25 0.43 35.64 188.55 POSKW
o(s) 9 18 85.71 4.49 0.69 32.58 180.08 POSKW
figurar 16 111 152.38 27.7 3.24 26.92 138.47 POSKW
especificação 9 34 85.71 8.49 1.1 23.66 163.97 POSKW
complemento 9 36 85.71 8.98 1.15 22.84 162.05 POSKW
hierarquia 11 64 104.76 15.97 1.92 21.47 147.08 POSKW
modificador 9 40 85.71 9.98 1.25 21.35 158.27 POSKW
tanto 9 43 85.71 10.73 1.33 20.33 155.49 POSKW
ifas 5 8 47.62 2.0 0.33 19.77 183.9 POSKW
horizontal 10 59 95.24 14.72 1.76 19.3 146.44 POSKW
terreiro 4 4 38.1 1.0 0.2 18.46 189.79 POSKW
espiral 8 39 76.19 9.73 1.2 17.82 154.69 POSKW
singularidade 28 423 266.67 105.57 11.52 17.41 86.56 POSKW
numeração 9 53 85.71 13.23 1.58 17.4 146.53 POSKW
induzir 9 55 85.71 13.73 1.63 16.88 144.79 POSKW
espírito 17 192 161.9 47.92 5.34 16.75 108.65 POSKW
vertical 9 56 85.71 13.98 1.66 16.63 143.92 POSKW
santo 13 119 123.81 29.7 3.37 16.58 122.61 POSKW
urgente 9 63 85.71 15.72 1.84 15.02 138.0 POSKW
mar 6 27 57.14 6.74 0.84 14.12 157.81 POSKW
verbo 9 74 85.71 18.47 2.12 12.87 129.09 POSKW
sistematização 20 312 190.48 77.86 8.48 11.7 83.93 POSKW
sequencial 8 65 76.19 16.22 1.86 11.58 129.79 POSKW
mosaico 4 13 38.1 3.24 0.43 11.46 168.61 POSKW
afeto 9 85 85.71 21.21 2.4 11.08 120.65 POSKW
urgir 5 25 47.62 6.24 0.77 10.94 153.66 POSKW
marca 14 187 133.33 46.67 5.13 10.77 96.29 POSKW
analfabetismo 5 26 47.62 6.49 0.79 10.63 152.03 POSKW
bloco 11 126 104.76 31.44 3.5 10.63 107.66 POSKW
profundidade 8 72 76.19 17.97 2.04 10.39 123.67 POSKW
representar 37 805 352.38 200.9 21.5 9.47 54.76 POSKW
milhão 6 45 57.14 11.23 1.3 9.39 134.3 POSKW
segar 11 140 104.76 34.94 3.86 9.13 99.96 POSKW
intersetorial 5 32 47.62 7.99 0.94 9.03 142.55 POSKW
pátio 5 33 47.62 8.24 0.97 8.79 141.02 POSKW
pardo 4 20 38.1 4.99 0.61 8.75 153.66 POSKW
cheio 5 34 47.62 8.49 1.0 8.57 139.5 POSKW
figura 16 261 152.38 65.14 7.07 8.57 80.22 POSKW
hierarquizar 5 34 47.62 8.49 1.0 8.57 139.5 POSKW
integrador 18 312 171.43 77.86 8.43 8.46 75.06 POSKW
parceiro 13 193 123.81 48.17 5.26 8.35 87.97 POSKW
os(as) 7 69 66.67 17.22 1.94 8.2 117.89 POSKW
arranjo 19 342 180.95 85.35 9.22 8.19 71.8 POSKW
conduta 10 129 95.24 32.19 3.55 8.13 98.95 POSKW
amor 5 36 47.62 8.98 1.05 8.13 136.51 POSKW
viver 46 1112 438.1 277.51 29.57 8.03 44.88 POSKW
adequar 21 401 200.0 100.07 10.78 7.83 66.6 POSKW
descrição 13 201 123.81 50.16 5.46 7.74 84.67 POSKW
pescador 5 38 47.62 9.48 1.1 7.73 133.57 POSKW
privilégio 5 38 47.62 9.48 1.1 7.73 133.57 POSKW
alfanumérico 7 73 66.67 18.22 2.04 7.65 114.15 POSKW
esperança 4 24 38.1 5.99 0.71 7.62 145.65 POSKW
caboclo 4 24 38.1 5.99 0.71 7.62 145.65 POSKW
definido 12 181 114.29 45.17 4.93 7.48 86.69 POSKW
sensação 10 136 95.24 33.94 3.73 7.47 94.9 POSKW
sol 5 41 47.62 10.23 1.17 7.17 129.25 POSKW
aos(às) 4 26 38.1 6.49 0.77 7.13 141.78 POSKW
descendente 4 26 38.1 6.49 0.77 7.13 141.78 POSKW
expandir 14 236 133.33 58.9 6.38 7.0 77.45 POSKW
pertencimento 15 261 142.86 65.14 7.05 6.99 74.73 POSKW
nascer 10 144 95.24 35.94 3.93 6.78 90.41 POSKW
prescrever 5 44 47.62 10.98 1.25 6.66 125.05 POSKW
esgotar 5 45 47.62 11.23 1.28 6.5 123.67 POSKW
privação 5 45 47.62 11.23 1.28 6.5 123.67 POSKW
resguardar 5 46 47.62 11.48 1.3 6.34 122.3 POSKW
rua 6 66 57.14 16.47 1.84 6.12 110.5 POSKW
dos(as) 6 66 57.14 16.47 1.84 6.12 110.5 POSKW
familiar 23 495 219.05 123.53 13.23 6.09 55.76 POSKW
trânsito 7 87 66.67 21.71 2.4 6.02 101.73 POSKW
criticidade 13 227 123.81 56.65 6.13 6.01 74.43 POSKW
integrando 5 50 47.62 12.48 1.4 5.75 116.95 POSKW
compromisso 24 534 228.57 133.27 14.25 5.7 52.68 POSKW
