lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
alagoas 86 3 505.88 0.76 3.68 521.98 199.4 POSKW
desdobramento 34 123 200.0 31.2 6.49 62.95 146.02 POSKW
referencial 78 664 458.82 168.44 30.68 54.16 92.59 POSKW
sertão 14 13 82.35 3.3 1.12 52.91 184.6 POSKW
maceió 9 1 52.94 0.25 0.41 50.93 198.09 POSKW
litoral 12 22 70.59 5.58 1.41 34.17 170.69 POSKW
ateliê 10 13 58.82 3.3 0.95 33.32 178.77 POSKW
graciliano 6 1 35.29 0.25 0.29 32.57 197.15 POSKW
guerreiro 6 2 35.29 0.51 0.33 29.4 194.33 POSKW
agreste 6 4 35.29 1.01 0.41 25.11 188.82 POSKW
lagoa 7 8 41.18 2.03 0.62 24.55 181.21 POSKW
bncc 131 2008 770.59 509.39 88.43 18.71 40.81 POSKW
progressividade 8 21 47.06 5.33 1.2 18.59 159.32 POSKW
coluna 13 64 76.47 16.24 3.18 18.32 129.95 POSKW
fauna 8 22 47.06 5.58 1.24 18.04 157.59 POSKW
organizador 31 295 182.35 74.84 13.48 17.6 83.61 POSKW
flora 8 23 47.06 5.83 1.28 17.51 155.88 POSKW
artesanato 10 39 58.82 9.89 2.03 17.42 142.41 POSKW
índio 12 58 70.59 14.71 2.89 17.22 131.01 POSKW
democratização 14 84 82.35 21.31 4.05 15.91 117.78 POSKW
território 66 890 388.24 225.77 39.52 15.5 52.92 POSKW
ramos 7 20 41.18 5.07 1.12 15.39 156.12 POSKW
folclore 6 14 35.29 3.55 0.83 14.98 163.43 POSKW
coco 6 14 35.29 3.55 0.83 14.98 163.43 POSKW
lp 6 15 35.29 3.81 0.87 14.37 161.07 POSKW
obrigatoriamente 12 72 70.59 18.26 3.47 13.64 117.78 POSKW
didático-pedagógico 18 148 105.88 37.54 6.86 13.24 95.29 POSKW
(re)elaboração 8 34 47.06 8.63 1.74 12.94 138.04 POSKW
turismo 8 35 47.06 8.88 1.78 12.61 136.51 POSKW
territorialidade 17 147 100.0 37.29 6.78 11.49 91.35 POSKW
branco 11 72 64.71 18.26 3.43 11.24 111.95 POSKW
sobreviver 6 22 35.29 5.58 1.16 10.99 145.39 POSKW
equilíbrio 18 167 105.88 42.36 7.65 10.72 85.69 POSKW
(re)construir 6 23 35.29 5.83 1.2 10.6 143.26 POSKW
didático 52 740 305.88 187.72 32.74 10.08 47.88 POSKW
muito 47 663 276.47 168.19 29.35 9.42 48.7 POSKW
mata 6 27 35.29 6.85 1.36 9.22 134.99 POSKW
inter-relacionar 11 85 64.71 21.56 3.97 8.92 100.02 POSKW
praia 6 28 35.29 7.1 1.41 8.91 132.99 POSKW
lima 7 38 41.18 9.64 1.86 8.91 124.12 POSKW
ecológico 9 61 52.94 15.47 2.89 8.78 109.53 POSKW
pintura 15 141 88.24 35.77 6.45 8.72 84.62 POSKW
repleto 8 50 47.06 12.68 2.4 8.66 115.08 POSKW
literário 21 233 123.53 59.11 10.5 8.57 70.55 POSKW
preconizar 23 266 135.29 67.48 11.95 8.47 66.89 POSKW
portuguesa 29 365 170.59 92.59 16.29 8.47 59.27 POSKW
sistemas 7 40 41.18 10.15 1.94 8.42 120.92 POSKW
espiral 7 40 41.18 10.15 1.94 8.42 120.92 POSKW
oficina 13 116 76.47 29.43 5.33 8.32 88.85 POSKW
culinário 6 32 35.29 8.12 1.57 7.78 125.2 POSKW
esgotar 7 43 41.18 10.91 2.07 7.74 116.23 POSKW
lenda 6 33 35.29 8.37 1.61 7.53 123.31 POSKW
reelaborar 8 57 47.06 14.46 2.69 7.3 105.98 POSKW
através 52 818 305.88 207.51 35.97 6.58 38.32 POSKW
socioemocional 28 386 164.71 97.92 17.12 6.1 50.86 POSKW
inicial 54 875 317.65 221.97 38.41 5.89 35.46 POSKW
quilombo 7 53 41.18 13.44 2.48 5.85 101.54 POSKW
marcante 7 53 41.18 13.44 2.48 5.85 101.54 POSKW
dança 29 409 170.59 103.75 18.11 5.82 48.72 POSKW
andar 6 41 35.29 10.4 1.94 5.79 108.95 POSKW
ponte 8 68 47.06 17.25 3.14 5.57 92.7 POSKW
direcionado 7 55 41.18 13.95 2.56 5.53 98.77 POSKW
rítmico 6 43 35.29 10.91 2.03 5.43 105.56 POSKW
negativo 9 84 52.94 21.31 3.84 5.3 85.2 POSKW
espécie 12 129 70.59 32.72 5.83 5.27 73.3 POSKW
comentar 7 57 41.18 14.46 2.65 5.23 96.04 POSKW
trazer 65 1115 382.35 282.85 48.78 5.11 29.92 POSKW
cientista 7 58 41.18 14.71 2.69 5.08 94.7 POSKW
reinventar 6 45 35.29 11.42 2.11 5.08 102.24 POSKW
trânsito 10 101 58.82 25.62 4.59 5.04 78.64 POSKW
interlocução 11 118 64.71 29.93 5.33 4.86 73.48 POSKW
predominar 6 47 35.29 11.92 2.19 4.76 99.0 POSKW
seduc 8 75 47.06 19.03 3.43 4.67 84.84 POSKW
sexualidade 9 90 52.94 22.83 4.09 4.63 79.48 POSKW
dispor 23 324 135.29 82.19 14.35 4.63 48.83 POSKW
gênero 47 777 276.47 197.11 34.07 4.6 33.52 POSKW
simulação 8 76 47.06 19.28 3.47 4.56 83.75 POSKW
pcn 9 91 52.94 23.08 4.13 4.52 78.54 POSKW
evolução 24 345 141.18 87.52 15.26 4.48 46.92 POSKW
interessado 6 49 35.29 12.43 2.27 4.46 95.82 POSKW
performance 8 77 47.06 19.53 3.51 4.44 82.67 POSKW
sistematização 22 310 129.41 78.64 13.73 4.43 48.81 POSKW
campos 13 155 76.47 39.32 6.95 4.42 64.17 POSKW
pontuação 6 50 35.29 12.68 2.32 4.32 94.25 POSKW
intitular 6 50 35.29 12.68 2.32 4.32 94.25 POSKW
leitura/escuta 6 51 35.29 12.94 2.36 4.18 92.7 POSKW
