lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
catarina 75 1 635.59 0.25 2.18 522.06 199.84 POSKW
santa 59 18 500.0 4.51 2.21 336.32 196.43 POSKW
os(as) 41 35 347.46 8.76 2.18 188.33 190.16 POSKW
santo 54 128 457.63 32.05 5.22 169.63 173.82 POSKW
dos(as) 31 41 262.71 10.27 2.07 124.13 184.96 POSKW
trilha 47 179 398.31 44.82 6.49 113.13 159.54 POSKW
aos(às) 19 11 161.02 2.75 0.86 96.15 193.27 POSKW
ordenado 15 8 127.12 2.0 0.66 77.28 193.79 POSKW
o(a) 21 47 177.97 11.77 1.95 67.81 175.19 POSKW
do(a) 18 32 152.54 8.01 1.43 64.36 180.04 POSKW
compreensível 15 19 127.12 4.76 0.98 60.97 185.57 POSKW
sed 11 4 93.22 1.0 0.43 60.96 195.75 POSKW
pelos(as) 12 7 101.69 1.75 0.55 60.62 193.22 POSKW
histórico-cultural 21 59 177.97 14.77 2.3 60.47 169.34 POSKW
autor 53 475 449.15 118.93 15.15 59.9 116.26 POSKW
estruturante 54 494 457.63 123.69 15.73 59.51 114.89 POSKW
perseverar 11 5 93.22 1.25 0.46 58.54 194.7 POSKW
figurar 25 102 211.86 25.54 3.64 57.5 156.97 POSKW
matriz 44 350 372.88 87.63 11.31 57.07 123.88 POSKW
percurso 62 654 525.42 163.75 20.55 56.56 104.96 POSKW
ambiental 65 709 550.85 177.52 22.21 56.5 102.51 POSKW
figura 36 241 305.08 60.34 7.95 55.68 133.95 POSKW
semanal 20 61 169.49 15.27 2.32 55.05 166.94 POSKW
quadro 60 641 508.47 160.49 20.12 53.75 104.04 POSKW
empreendedorismo 32 197 271.19 49.32 6.57 53.48 138.44 POSKW
formativo 83 1094 703.39 273.91 33.78 52.95 87.89 POSKW
território 72 884 610.17 221.33 27.43 51.99 93.53 POSKW
respaldar 19 60 161.02 15.02 2.27 51.27 165.87 POSKW
persistência 14 24 118.64 6.01 1.09 50.81 180.72 POSKW
ao(à) 10 6 84.75 1.5 0.46 50.2 193.03 POSKW
fonte 57 627 483.05 156.99 19.63 48.93 101.89 POSKW
carga 42 370 355.93 92.64 11.82 48.46 117.39 POSKW
coragem 12 17 101.69 4.26 0.83 46.88 183.93 POSKW
depender 36 298 305.08 74.61 9.58 44.66 121.4 POSKW
desenvolvimental 7 1 59.32 0.25 0.23 43.74 198.32 POSKW
mediação 47 492 398.31 123.18 15.47 43.35 105.51 POSKW
conceitual 44 444 372.88 111.17 14.0 42.69 108.14 POSKW
elaboração 73 1014 618.64 253.88 31.19 42.2 83.61 POSKW
perfil 36 315 305.08 78.87 10.07 41.88 117.84 POSKW
sc 8 4 67.8 1.0 0.34 41.77 194.18 POSKW
remeter 26 168 220.34 42.06 5.57 41.58 135.88 POSKW
adversidade 12 23 101.69 5.76 1.0 41.56 178.56 POSKW
horário 43 436 364.41 109.16 13.75 41.45 107.8 POSKW
aplicativo 20 96 169.49 24.04 3.33 40.98 150.32 POSKW
apêndice 10 13 84.75 3.25 0.66 40.28 185.21 POSKW
processos 22 124 186.44 31.05 4.19 39.69 142.9 POSKW
resultante 23 137 194.92 34.3 4.59 39.57 140.14 POSKW
demarcar 17 70 144.07 17.53 2.5 38.86 156.62 POSKW
habilitação 19 92 161.02 23.03 3.19 38.68 149.94 POSKW
colocá 12 28 101.69 7.01 1.15 37.98 174.2 POSKW
consequente 15 53 127.12 13.27 1.95 37.86 162.19 POSKW
estresse 11 22 93.22 5.51 0.95 37.39 177.68 POSKW
aprofundamento 57 740 483.05 185.28 22.87 37.37 89.11 POSKW
sustentabilidade 37 369 313.56 92.39 11.65 36.48 108.97 POSKW
indicação 21 125 177.97 31.3 4.19 36.16 140.18 POSKW
xenofobia 9 12 76.27 3.0 0.6 35.93 184.84 POSKW
movimento 74 1120 627.12 280.42 34.26 35.86 76.4 POSKW
simulação 16 68 135.59 17.03 2.41 35.79 155.38 POSKW
virtual 22 141 186.44 35.3 4.68 35.45 136.32 POSKW
socioambiental 38 395 322.03 98.9 12.43 35.39 106.02 POSKW
fragilidade 13 41 110.17 10.27 1.55 35.1 165.91 POSKW
testar 23 157 194.92 39.31 5.17 34.92 132.87 POSKW
licenciar 10 19 84.75 4.76 0.83 34.76 178.74 POSKW
metodológico 49 613 415.25 153.48 19.0 34.27 92.05 POSKW
continuamente 17 84 144.07 21.03 2.9 34.08 149.05 POSKW
idoso 20 121 169.49 30.3 4.05 33.95 139.34 POSKW
complexificação 9 14 76.27 3.51 0.66 33.94 182.42 POSKW
investigar 37 389 313.56 97.4 12.22 33.92 105.2 POSKW
perímetro 8 9 67.8 2.25 0.49 33.83 187.13 POSKW
dispositivo 21 139 177.97 34.8 4.59 32.83 134.57 POSKW
frustração 11 29 93.22 7.26 1.15 32.76 171.1 POSKW
interseccionalidade 8 10 67.8 2.5 0.52 32.67 185.75 POSKW
dado 52 702 440.68 175.76 21.64 31.74 85.95 POSKW
funcionamento 36 391 305.08 97.9 12.25 31.49 102.83 POSKW
lgbtqiap+ 6 3 50.85 0.75 0.26 31.33 194.18 POSKW
bibliográfico 11 32 93.22 8.01 1.23 31.08 168.34 POSKW
analógico 12 41 101.69 10.27 1.52 30.91 163.32 POSKW
apropriação 47 610 398.31 152.73 18.85 30.83 89.13 POSKW
mobilizar 47 616 398.31 154.23 19.03 30.29 88.35 POSKW
psicoemocional 5 1 42.37 0.25 0.17 30.16 197.65 POSKW
idosos(as) 5 1 42.37 0.25 0.17 30.16 197.65 POSKW
nos(as) 5 1 42.37 0.25 0.17 30.16 197.65 POSKW
universal 28 262 237.29 65.6 8.32 30.0 113.37 POSKW
justiça 26 230 220.34 57.59 7.35 29.85 117.12 POSKW
voltado 21 154 177.97 38.56 5.02 29.69 128.77 POSKW
caderno 16 88 135.59 22.03 2.98 29.46 144.09 POSKW
desencadeadoras 6 4 50.85 1.0 0.29 29.38 192.27 POSKW
item 17 101 144.07 25.29 3.39 29.32 140.27 POSKW
questão 81 1388 686.44 347.52 42.16 29.18 65.56 POSKW
espiral 11 36 93.22 9.01 1.35 29.07 164.73 POSKW
investigação 56 824 474.58 206.31 25.25 28.82 78.8 POSKW
unidade 79 1348 669.49 337.51 40.95 28.78 65.94 POSKW
