lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
baiano 39 3 288.89 0.75 1.38 245.06 198.96 POSKW
dos/as 46 84 340.74 21.12 4.27 150.97 176.65 POSKW
os/as 36 108 266.67 27.16 4.73 91.24 163.03 POSKW
aos/às 16 41 118.52 10.31 1.87 44.39 167.99 POSKW
do/a 19 76 140.74 19.11 3.12 39.82 152.18 POSKW
histórico-crítico 11 17 81.48 4.27 0.92 38.78 180.06 POSKW
professores/as 17 63 125.93 15.84 2.63 37.6 155.3 POSKW
educandos/as 8 6 59.26 1.51 0.46 35.94 190.07 POSKW
pelos/as 10 22 74.07 5.53 1.05 30.05 172.2 POSKW
omnilateral 9 17 66.67 4.27 0.85 29.09 175.9 POSKW
dos/das 10 24 74.07 6.03 1.12 28.74 169.87 POSKW
intermediação 7 9 51.85 2.26 0.53 26.5 183.27 POSKW
valorar 7 9 51.85 2.26 0.53 26.5 183.27 POSKW
educando/a 6 5 44.44 1.26 0.36 26.17 189.0 POSKW
pedagogia 27 245 200.0 61.6 8.93 24.88 105.81 POSKW
fortalecimento 32 328 237.04 82.47 11.82 24.58 96.75 POSKW
socioeducacional 8 17 59.26 4.27 0.82 24.45 173.09 POSKW
nos/as 5 4 37.04 1.01 0.3 22.07 189.42 POSKW
pleitear 5 4 37.04 1.01 0.3 22.07 189.42 POSKW
semiárido 6 11 44.44 2.77 0.56 19.66 176.57 POSKW
executivo 5 6 37.04 1.51 0.36 19.41 184.34 POSKW
educadores/as 6 12 44.44 3.02 0.59 18.88 174.57 POSKW
território 57 892 422.22 224.29 31.16 17.91 61.23 POSKW
institucionalizar 11 62 81.48 15.59 2.4 17.41 135.76 POSKW
atravessar 15 117 111.11 29.42 4.33 16.83 116.26 POSKW
inspirar 12 77 88.89 19.36 2.92 16.74 128.46 POSKW
popular 22 227 162.96 57.08 8.17 16.72 96.24 POSKW
raça 14 104 103.7 26.15 3.87 16.65 119.45 POSKW
supramencionado 5 9 37.04 2.26 0.46 16.52 176.97 POSKW
racial 15 119 111.11 29.92 4.4 16.49 115.13 POSKW
possar 8 35 59.26 8.8 1.41 15.68 148.28 POSKW
o/a 14 111 103.7 27.91 4.1 15.4 115.17 POSKW
política 49 777 362.96 195.37 27.12 14.82 60.03 POSKW
laico 8 38 59.26 9.55 1.51 14.69 144.46 POSKW
sexualidade 12 87 88.89 21.88 3.25 14.67 121.0 POSKW
erradicação 5 12 37.04 3.02 0.56 14.37 169.87 POSKW
perder 19 199 140.74 50.04 7.16 14.09 95.09 POSKW
convite 8 41 59.26 10.31 1.61 13.79 140.72 POSKW
periferia 6 21 44.44 5.28 0.89 13.79 157.52 POSKW
interseccionalidade 5 13 37.04 3.27 0.59 13.76 167.56 POSKW
identitária 14 122 103.7 30.68 4.46 13.64 108.69 POSKW
intolerância 11 79 81.48 19.86 2.95 13.6 121.6 POSKW
caput 6 22 44.44 5.53 0.92 13.37 155.72 POSKW
órgão 15 141 111.11 35.45 5.12 13.14 103.24 POSKW
estado 75 1410 555.56 354.54 48.75 12.6 44.17 POSKW
xi 6 24 44.44 6.03 0.98 12.57 152.18 POSKW
subsidiar 19 213 140.74 53.56 7.62 12.56 89.74 POSKW
compromisso 35 523 259.26 131.51 18.32 12.48 65.39 POSKW
fundantes 8 46 59.26 11.57 1.77 12.43 134.68 POSKW
redução 13 115 96.3 28.92 4.2 12.41 107.63 POSKW
hegemônico 10 72 74.07 18.1 2.69 12.32 121.44 POSKW
emergir 16 166 118.52 41.74 5.98 12.05 95.82 POSKW
revogar 6 26 44.44 6.54 1.05 11.85 148.71 POSKW
fundante 6 26 44.44 6.54 1.05 11.85 148.71 POSKW
superior 13 119 96.3 29.92 4.33 11.83 105.17 POSKW
bem 25 333 185.19 83.73 11.75 11.76 75.45 POSKW
emancipatória 8 49 59.26 12.32 1.87 11.7 131.15 POSKW
geracional 8 49 59.26 12.32 1.87 11.7 131.15 POSKW
religioso 25 334 185.19 83.98 11.79 11.68 75.2 POSKW
configuração 14 137 103.7 34.45 4.96 11.56 100.26 POSKW
territorial 19 223 140.74 56.07 7.95 11.55 86.04 POSKW
normativo 26 357 192.59 89.77 12.57 11.42 72.83 POSKW
demarcar 10 77 74.07 19.36 2.86 11.4 117.11 POSKW
dever 26 358 192.59 90.02 12.61 11.34 72.59 POSKW
prescritivo 5 18 37.04 4.53 0.76 11.28 156.44 POSKW
equânime 7 39 51.85 9.81 1.51 11.2 136.38 POSKW
fruto 20 245 148.15 61.6 8.7 11.2 82.52 POSKW
violação 6 28 44.44 7.04 1.12 11.18 145.3 POSKW
providência 7 40 51.85 10.06 1.54 10.94 135.02 POSKW
naturalizar 5 19 37.04 4.78 0.79 10.87 154.3 POSKW
sexual 14 143 103.7 35.96 5.15 10.81 97.02 POSKW
inclusivo 37 598 274.07 150.36 20.85 10.58 58.29 POSKW
moradia 8 55 59.26 13.83 2.07 10.38 124.31 POSKW
étnico-racial 18 218 133.33 54.82 7.75 10.31 83.46 POSKW
institucionalização 6 31 44.44 7.79 1.21 10.27 140.31 POSKW
proteção 14 149 103.7 37.47 5.35 10.11 93.84 POSKW
falso 6 32 44.44 8.05 1.25 9.98 138.68 POSKW
marco 22 298 162.96 74.93 10.51 9.96 74.01 POSKW
capítulo 14 151 103.7 37.97 5.42 9.89 92.8 POSKW
trabalhador 14 152 103.7 38.22 5.45 9.78 92.28 POSKW
sistematizar 28 423 207.41 106.36 14.81 9.7 64.41 POSKW
humanidade 29 446 214.81 112.14 15.59 9.57 62.8 POSKW
todos/as 5 23 37.04 5.78 0.92 9.42 145.98 POSKW
série 27 408 200.0 102.59 14.28 9.34 64.38 POSKW
moral 18 230 133.33 57.83 8.14 9.25 78.99 POSKW
distorção 6 35 44.44 8.8 1.35 9.2 133.89 POSKW
capitalista 8 62 59.26 15.59 2.3 9.05 116.69 POSKW
vinculação 9 77 66.67 19.36 2.82 8.98 109.98 POSKW
desvelar 6 36 44.44 9.05 1.38 8.95 132.32 POSKW
igualitário 11 109 81.48 27.41 3.94 8.91 99.32 POSKW
junho 10 93 74.07 23.38 3.38 8.9 104.02 POSKW
premissa 19 255 140.74 64.12 9.0 8.79 74.8 POSKW
formativo 58 1119 429.63 281.37 38.64 8.72 41.71 POSKW
nutrição 6 37 44.44 9.3 1.41 8.71 130.76 POSKW
libertador 6 37 44.44 9.3 1.41 8.71 130.76 POSKW
esforço 20 276 148.15 69.4 9.72 8.68 72.4 POSKW
organizador 20 276 148.15 69.4 9.72 8.68 72.4 POSKW
combate 14 163 103.7 40.99 5.81 8.64 86.69 POSKW
desigualdade 25 379 185.19 95.3 13.26 8.58 64.09 POSKW
gestão 25 381 185.19 95.8 13.33 8.45 63.62 POSKW
convidar 13 148 96.3 37.21 5.29 8.36 88.51 POSKW
mulher 14 168 103.7 42.24 5.98 8.16 84.22 POSKW
promotor 6 40 44.44 10.06 1.51 8.04 126.18 POSKW
força 18 246 133.33 61.86 8.67 7.99 73.24 POSKW
qualificado 5 28 37.04 7.04 1.08 7.96 136.11 POSKW
identidade 67 1359 496.3 341.71 46.82 7.96 36.89 POSKW
convergência 7 54 51.85 13.58 2.0 7.96 116.99 POSKW
maioria 17 227 125.93 57.08 8.01 7.95 75.24 POSKW
veicular 8 69 59.26 17.35 2.53 7.9 109.41 POSKW
governamental 8 69 59.26 17.35 2.53 7.9 109.41 POSKW
além 11 118 81.48 29.67 4.24 7.84 93.23 POSKW
humanista 6 41 44.44 10.31 1.54 7.83 124.69 POSKW
muro 7 55 51.85 13.83 2.04 7.79 115.78 POSKW
integrador 21 309 155.56 77.7 10.83 7.79 66.76 POSKW
acesso 54 1054 400.0 265.02 36.38 7.71 40.59 POSKW
convocar 5 29 37.04 7.29 1.12 7.71 134.2 POSKW
objetivar 26 415 192.59 104.35 14.48 7.71 59.43 POSKW
integrante 18 250 133.33 62.86 8.8 7.7 71.84 POSKW
singular 20 290 148.15 72.92 10.18 7.7 68.06 POSKW
sujeito 78 1640 577.78 412.37 56.4 7.66 33.41 POSKW
inteligência 10 103 74.07 25.9 3.71 7.62 96.38 POSKW
democrático 46 869 340.74 218.51 30.04 7.57 43.71 POSKW
pena 5 30 37.04 7.54 1.15 7.46 132.32 POSKW
oportuno 7 57 51.85 14.33 2.1 7.45 113.38 POSKW
sociopolítico 6 43 44.44 10.81 1.61 7.43 121.73 POSKW
eu 6 43 44.44 10.81 1.61 7.43 121.73 POSKW
africano 15 196 111.11 49.28 6.93 7.36 77.09 POSKW
democracia 17 235 125.93 59.09 8.27 7.35 72.25 POSKW
implementação 31 532 229.63 133.77 18.48 7.32 52.76 POSKW
inquietação 8 73 59.26 18.36 2.66 7.31 105.4 POSKW
abandonar 7 58 51.85 14.58 2.13 7.29 112.19 POSKW
imbricar 7 58 51.85 14.58 2.13 7.29 112.19 POSKW
vi 10 106 74.07 26.65 3.81 7.27 94.16 POSKW
pauta 10 106 74.07 26.65 3.81 7.27 94.16 POSKW
poder 30 511 222.22 128.49 17.76 7.26 53.45 POSKW
versar 6 44 44.44 11.06 1.64 7.24 120.27 POSKW
prioritário 5 31 37.04 7.79 1.18 7.22 130.45 POSKW
instrumentalização 5 31 37.04 7.79 1.18 7.22 130.45 POSKW
esprimir 9 91 66.67 22.88 3.28 7.06 97.79 POSKW
digno 6 45 44.44 11.32 1.67 7.06 118.83 POSKW
adoção 13 162 96.3 40.73 5.75 7.04 81.09 POSKW
população 31 539 229.63 135.53 18.71 7.0 51.54 POSKW
menino 7 60 51.85 15.09 2.2 6.97 109.85 POSKW
segmento 15 202 111.11 50.79 7.12 6.88 74.51 POSKW
baixo 10 110 74.07 27.66 3.94 6.83 91.25 POSKW
promoção 35 635 259.26 159.67 22.0 6.77 47.55 POSKW
suscitar 9 94 66.67 23.64 3.38 6.71 95.3 POSKW
todo 19 285 140.74 71.66 9.98 6.71 65.04 POSKW
afirmativo 6 47 44.44 11.82 1.74 6.7 115.98 POSKW
outubro 6 47 44.44 11.82 1.74 6.7 115.98 POSKW
difundir 9 95 66.67 23.89 3.41 6.59 94.48 POSKW
qualificar 16 226 118.52 56.83 7.95 6.57 70.37 POSKW
subjacente 5 34 37.04 8.55 1.28 6.56 124.98 POSKW
desconstrução 6 48 44.44 12.07 1.77 6.53 114.57 POSKW
prioridade 10 113 74.07 28.41 4.04 6.52 89.1 POSKW
contextualizadas 10 113 74.07 28.41 4.04 6.52 89.1 POSKW
pluralismo 8 79 59.26 19.86 2.86 6.51 99.58 POSKW
superação 23 374 170.37 94.04 13.03 6.45 57.74 POSKW
unir 8 80 59.26 20.12 2.89 6.39 98.63 POSKW
cair 5 35 37.04 8.8 1.31 6.36 123.2 POSKW
apropriação 34 623 251.85 156.65 21.57 6.33 46.61 POSKW
maio 8 81 59.26 20.37 2.92 6.26 97.69 POSKW
resumir 7 65 51.85 16.34 2.36 6.24 104.14 POSKW
federativo 7 65 51.85 16.34 2.36 6.24 104.14 POSKW
urgente 7 65 51.85 16.34 2.36 6.24 104.14 POSKW
liberdade 31 557 229.63 140.06 19.3 6.22 48.46 POSKW
intitular 6 50 44.44 12.57 1.84 6.2 111.8 POSKW
implementar 17 252 125.93 63.36 8.83 6.19 66.1 POSKW
cumprir 21 337 155.56 84.74 11.75 6.13 58.94 POSKW
jurídico 7 66 51.85 16.6 2.4 6.11 103.02 POSKW
contribuição 28 492 207.41 123.71 17.07 6.09 50.55 POSKW
sociabilidade 8 83 59.26 20.87 2.99 6.03 95.82 POSKW
arquitetura 12 155 88.89 38.97 5.48 6.03 78.08 POSKW
condição 69 1481 511.11 372.39 50.89 6.01 31.4 POSKW
morte 7 67 51.85 16.85 2.43 5.97 101.91 POSKW
socioeducativo 5 37 37.04 9.3 1.38 5.97 119.69 POSKW
estrutural 11 137 81.48 34.45 4.86 5.96 81.14 POSKW
transformador 15 215 111.11 54.06 7.55 5.95 69.08 POSKW
lógico 29 519 214.81 130.5 17.99 5.9 48.83 POSKW
impacto 24 407 177.78 102.34 14.15 5.89 53.86 POSKW
imprescindível 27 474 200.0 119.19 16.45 5.89 50.64 POSKW
inclusão 31 566 229.63 142.32 19.6 5.85 46.95 POSKW
afetividade 7 68 51.85 17.1 2.46 5.84 100.81 POSKW
político-pedagógico 10 120 74.07 30.17 4.27 5.83 84.22 POSKW
deficiência 14 197 103.7 49.53 6.93 5.8 70.7 POSKW
programa 22 365 162.96 91.78 12.71 5.8 55.89 POSKW
vincular 27 476 200.0 119.69 16.51 5.8 50.24 POSKW
concorrer 7 69 51.85 17.35 2.5 5.71 99.71 POSKW
dialogar 32 594 237.04 149.36 20.55 5.66 45.38 POSKW
volume 10 122 74.07 30.68 4.33 5.65 82.86 POSKW
âmbito 48 976 355.56 245.41 33.62 5.63 36.66 POSKW
pertinência 5 39 37.04 9.81 1.44 5.61 116.26 POSKW
científico 65 1398 481.48 351.52 48.03 5.6 31.2 POSKW
perseverança 6 54 44.44 13.58 1.97 5.59 106.39 POSKW
clássico 10 123 74.07 30.93 4.37 5.56 82.18 POSKW
povo 35 667 259.26 167.71 23.05 5.55 42.88 POSKW
dispor 20 327 148.15 82.22 11.39 5.52 57.23 POSKW
padrão 23 393 170.37 98.82 13.66 5.51 53.16 POSKW
abril 8 88 59.26 22.13 3.15 5.46 91.25 POSKW
doméstico 6 55 44.44 13.83 2.0 5.45 105.07 POSKW
acarretar 5 40 37.04 10.06 1.48 5.44 114.57 POSKW
ancestral 5 40 37.04 10.06 1.48 5.44 114.57 POSKW
emergência 5 40 37.04 10.06 1.48 5.44 114.57 POSKW
atendimento 25 440 185.19 110.64 15.27 5.41 50.4 POSKW
sociedade 93 2122 688.89 533.57 72.72 5.39 25.41 POSKW
lugar 41 817 303.7 205.43 28.17 5.32 38.6 POSKW
noturno 6 56 44.44 14.08 2.04 5.31 103.76 POSKW
historicidade 10 126 74.07 31.68 4.46 5.29 80.17 POSKW
ato 25 443 185.19 111.39 15.36 5.28 49.76 POSKW
multidimensional 5 41 37.04 10.31 1.51 5.27 112.9 POSKW
humano 94 2154 696.3 541.61 73.8 5.27 24.99 POSKW
saúde 33 628 244.44 157.91 21.7 5.27 43.02 POSKW
instaurar 5 41 37.04 10.31 1.51 5.27 112.9 POSKW
atentar 12 165 88.89 41.49 5.81 5.25 72.71 POSKW
sociologia 13 186 96.3 46.77 6.53 5.18 69.24 POSKW
orientação 48 994 355.56 249.94 34.21 5.12 34.89 POSKW
elementar 5 42 37.04 10.56 1.54 5.11 111.25 POSKW
implantação 12 167 88.89 41.99 5.88 5.11 71.66 POSKW
ementa 5 42 37.04 10.56 1.54 5.11 111.25 POSKW
fora 5 42 37.04 10.56 1.54 5.11 111.25 POSKW
ingresso 9 110 66.67 27.66 3.91 5.06 82.71 POSKW
história 59 1270 437.04 319.34 43.63 5.05 31.12 POSKW
ordenamento 6 58 44.44 14.58 2.1 5.04 101.17 POSKW
contraditório 6 58 44.44 14.58 2.1 5.04 101.17 POSKW
produtivo 25 449 185.19 112.9 15.56 5.02 48.5 POSKW
poesia 7 75 51.85 18.86 2.69 5.0 93.32 POSKW
professor/a 7 75 51.85 18.86 2.69 5.0 93.32 POSKW
crença 18 294 133.33 73.93 10.24 4.98 57.33 POSKW
cenário 27 496 200.0 124.72 17.17 4.98 46.37 POSKW
dispositivo 11 149 81.48 37.47 5.25 4.98 74.01 POSKW
contextualizada 18 294 133.33 73.93 10.24 4.98 57.33 POSKW
histórico 68 1501 503.7 377.42 51.51 4.97 28.66 POSKW
contemporaneidade 17 273 125.93 68.64 9.52 4.95 58.88 POSKW
dinâmica 28 520 207.41 130.75 17.99 4.94 45.34 POSKW
parcela 6 59 44.44 14.84 2.13 4.92 99.9 POSKW
estudo 77 1735 570.37 436.26 59.49 4.89 26.65 POSKW
sistêmico 7 76 51.85 19.11 2.72 4.89 92.28 POSKW
sócio-histórico 8 94 59.26 23.64 3.35 4.85 85.95 POSKW
gênero 39 785 288.89 197.38 27.05 4.82 37.63 POSKW
autoestima 11 152 81.48 38.22 5.35 4.76 72.28 POSKW
governo 10 133 74.07 33.44 4.69 4.72 75.58 POSKW
alicerçar 13 193 96.3 48.53 6.76 4.71 65.97 POSKW
conectado 9 114 66.67 28.66 4.04 4.71 79.73 POSKW
economia 16 256 118.52 64.37 8.93 4.71 59.21 POSKW
justificar 13 193 96.3 48.53 6.76 4.71 65.97 POSKW
acessar 14 214 103.7 53.81 7.49 4.7 63.35 POSKW
incluir 50 1060 370.37 266.53 36.44 4.69 32.61 POSKW
territorialidade 11 153 81.48 38.47 5.38 4.69 71.71 POSKW
senso 20 344 148.15 86.5 11.95 4.68 52.55 POSKW
urgência 6 61 44.44 15.34 2.2 4.67 97.37 POSKW
sexo 6 61 44.44 15.34 2.2 4.67 97.37 POSKW
globalização 8 96 59.26 24.14 3.41 4.66 84.22 POSKW
cigano 5 45 37.04 11.32 1.64 4.66 106.39 POSKW
aumento 10 134 74.07 33.69 4.73 4.64 74.94 POSKW
controle 14 215 103.7 54.06 7.52 4.64 62.93 POSKW
pretender 28 529 207.41 133.01 18.29 4.61 43.71 POSKW
discriminação 17 280 125.93 70.4 9.75 4.59 56.56 POSKW
valer 26 483 192.59 121.45 16.71 4.58 45.31 POSKW
revelar 18 302 133.33 75.94 10.51 4.58 54.85 POSKW
heterogeneidade 8 97 59.26 24.39 3.45 4.57 83.37 POSKW
político 64 1421 474.07 357.3 48.75 4.5 28.09 POSKW
transversalidade 8 99 59.26 24.89 3.51 4.39 81.68 POSKW
alternância 5 47 37.04 11.82 1.71 4.38 103.24 POSKW
