lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
ifs 17 10 120.57 2.52 0.93 79.78 191.82 POSKW
mantenedor 10 17 70.92 4.28 0.93 33.05 177.23 POSKW
juventude 39 420 276.6 105.77 15.74 25.5 89.35 POSKW
dcnem 16 102 113.48 25.69 4.05 21.39 126.17 POSKW
competências/habilidade 5 5 35.46 1.26 0.34 20.22 186.28 POSKW
transversalidade 14 93 99.29 23.42 3.67 17.9 123.66 POSKW
engendrar 6 16 42.55 4.03 0.75 15.81 165.4 POSKW
focal 5 10 35.46 2.52 0.51 15.33 173.48 POSKW
qualificação 25 294 177.3 74.04 10.94 13.86 82.17 POSKW
viabilização 6 20 42.55 5.04 0.89 13.78 157.67 POSKW
espiralar 5 14 35.46 3.53 0.65 12.81 163.83 POSKW
legislação 32 439 226.95 110.55 16.15 12.62 68.98 POSKW
observância 9 56 63.83 14.1 2.23 12.34 127.62 POSKW
embasamento 7 34 49.65 8.56 1.41 12.12 141.16 POSKW
crescimento 20 226 141.84 56.91 8.44 11.98 85.46 POSKW
operar 13 114 92.2 28.71 4.35 11.77 105.02 POSKW
balizador 7 36 49.65 9.07 1.47 11.53 138.24 POSKW
amparar 12 104 85.11 26.19 3.98 11.05 105.87 POSKW
sul 7 38 49.65 9.57 1.54 10.97 135.36 POSKW
qualificar 19 223 134.75 56.16 8.3 10.57 82.34 POSKW
constituinte 10 79 70.92 19.89 3.05 10.42 112.38 POSKW
viabilizar 12 109 85.11 27.45 4.15 10.33 102.45 POSKW
crítico-reflexivo 7 41 49.65 10.32 1.65 10.2 131.13 POSKW
consonância 29 420 205.67 105.77 15.4 9.95 64.16 POSKW
acolher 23 306 163.12 77.06 11.28 9.77 71.66 POSKW
prever 47 805 333.33 202.72 29.21 9.51 48.73 POSKW
vigente 19 236 134.75 59.43 8.74 9.41 77.58 POSKW
interface 10 86 70.92 21.66 3.29 9.3 106.43 POSKW
rede 60 1120 425.53 282.04 40.46 8.54 40.56 POSKW
horizonte 12 123 85.11 30.97 4.63 8.54 93.27 POSKW
instituir 25 364 177.3 91.66 13.34 8.45 63.68 POSKW
entidade 10 92 70.92 23.17 3.5 8.44 101.51 POSKW
instância 13 143 92.2 36.01 5.35 8.18 87.65 POSKW
consecução 5 26 35.46 6.55 1.06 8.15 137.66 POSKW
normatização 6 38 42.55 9.57 1.51 8.08 126.56 POSKW
integralidade 14 162 99.29 40.8 6.04 8.01 83.51 POSKW
-se 6 39 42.55 9.82 1.54 7.86 124.99 POSKW
atualizar 16 200 113.48 50.37 7.41 7.82 77.04 POSKW
pluralidade 26 400 184.4 100.73 14.61 7.51 58.69 POSKW
território 49 900 347.52 226.64 32.54 7.49 42.1 POSKW
manutenção 19 262 134.75 65.98 9.64 7.4 68.52 POSKW
sugerir 28 447 198.58 112.57 16.29 7.22 55.29 POSKW
requisito 7 56 49.65 14.1 2.16 7.18 111.51 POSKW
regime 17 231 120.57 58.17 8.5 6.86 69.82 POSKW
competir 8 73 56.74 18.38 2.78 6.84 102.11 POSKW
sinalizar 11 124 78.01 31.23 4.63 6.62 85.66 POSKW
demanda 45 834 319.15 210.02 30.14 6.61 41.24 POSKW
órgão 12 144 85.11 36.26 5.35 6.39 80.49 POSKW
imersão 8 80 56.74 20.15 3.02 5.93 95.19 POSKW
escuta 25 410 177.3 103.25 14.92 5.9 52.79 POSKW
subjetividade 14 187 99.29 47.09 6.89 5.89 71.32 POSKW
parágrafo 12 152 85.11 38.28 5.62 5.7 75.91 POSKW
parceria 19 289 134.75 72.78 10.56 5.68 59.73 POSKW
investimento 10 117 70.92 29.46 4.35 5.6 82.6 POSKW
aspiração 12 154 85.11 38.78 5.69 5.54 74.79 POSKW
fomento 6 52 42.55 13.09 1.99 5.52 105.87 POSKW
arquitetura 12 155 85.11 39.03 5.73 5.46 74.23 POSKW
abrangente 12 155 85.11 39.03 5.73 5.46 74.23 POSKW
certificação 7 69 49.65 17.38 2.61 5.31 96.3 POSKW
harmonia 5 40 35.46 10.07 1.54 5.13 111.51 POSKW
caracterização 7 72 49.65 18.13 2.71 4.95 92.99 POSKW
artigo 31 566 219.86 142.53 20.47 4.86 42.67 POSKW
alteridade 12 163 85.11 41.05 6.0 4.85 69.85 POSKW
protagonizar 5 42 35.46 10.58 1.61 4.8 108.1 POSKW
atraente 5 42 35.46 10.58 1.61 4.8 108.1 POSKW
plural 19 310 134.75 78.07 11.28 4.56 53.27 POSKW
renda 8 93 56.74 23.42 3.46 4.54 83.13 POSKW
ratificar 7 76 49.65 19.14 2.85 4.51 88.7 POSKW
remanescente 5 44 35.46 11.08 1.68 4.5 104.77 POSKW
juvenil 23 399 163.12 100.48 14.47 4.44 47.53 POSKW
harmônico 5 45 35.46 11.33 1.71 4.36 103.13 POSKW
