lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
creche 23 155 234.69 38.61 4.24 42.35 143.49 POSKW
pré-escola 23 159 234.69 39.61 4.34 41.44 142.24 POSKW
professora 14 84 142.86 20.93 2.34 28.3 148.89 POSKW
criança 59 1231 602.04 306.68 30.74 21.04 65.01 POSKW
brincar 25 340 255.1 84.7 8.7 20.94 100.29 POSKW
regionalidade 7 28 71.43 6.98 0.83 18.64 164.41 POSKW
depreciar 3 1 30.61 0.25 0.1 17.97 196.77 POSKW
infantil 51 1083 520.41 269.81 27.03 17.35 63.43 POSKW
brincadeira 32 569 326.53 141.75 14.32 16.63 78.92 POSKW
menino 8 59 81.63 14.7 1.6 13.63 138.97 POSKW
lápis 6 31 61.22 7.72 0.88 13.54 155.2 POSKW
desejo 21 354 214.29 88.19 8.94 12.16 83.37 POSKW
-se 6 39 61.22 9.72 1.07 11.38 145.22 POSKW
feitura 3 6 30.61 1.49 0.21 11.25 181.38 POSKW
preliminar 7 56 71.43 13.95 1.5 11.06 134.64 POSKW
adulto 35 774 357.14 192.83 19.28 10.61 59.76 POSKW
colo 3 7 30.61 1.74 0.24 10.54 178.44 POSKW
técnico-pedagógico 3 7 30.61 1.74 0.24 10.54 178.44 POSKW
inventar 7 60 71.43 14.95 1.6 10.34 130.78 POSKW
flor 4 17 40.82 4.24 0.5 10.26 162.4 POSKW
conversar 7 62 71.43 15.45 1.64 10.01 128.88 POSKW
som 18 319 183.67 79.47 8.03 9.42 79.2 POSKW
gesto 16 274 163.27 68.26 6.91 8.98 82.07 POSKW
pré-escolar 4 21 40.82 5.23 0.6 8.92 154.55 POSKW
dia 26 557 265.31 138.76 13.89 8.63 62.63 POSKW
alfabetizar 6 53 61.22 13.2 1.41 8.6 129.04 POSKW
nascimento 8 91 81.63 22.67 2.36 8.59 113.06 POSKW
viver 44 1114 448.98 277.53 27.6 8.48 47.2 POSKW
estímulo 14 231 142.86 57.55 5.84 8.45 85.14 POSKW
município 20 391 204.08 97.41 9.8 8.41 70.76 POSKW
segregar 3 11 30.61 2.74 0.33 8.4 167.13 POSKW
emocionar 3 11 30.61 2.74 0.33 8.4 167.13 POSKW
desperdício 4 23 40.82 5.73 0.64 8.35 150.76 POSKW
colher 4 23 40.82 5.73 0.64 8.35 150.76 POSKW
vestimenta 4 24 40.82 5.98 0.67 8.08 148.89 POSKW
ferreiro 4 24 40.82 5.98 0.67 8.08 148.89 POSKW
vivar 9 117 91.84 29.15 3.0 8.06 103.63 POSKW
intermediação 3 13 30.61 3.24 0.38 7.6 161.73 POSKW
desempenhar 11 169 112.24 42.1 4.29 7.56 90.89 POSKW
escutar 9 123 91.84 30.64 3.15 7.48 99.93 POSKW
imersão 7 81 71.43 20.18 2.1 7.35 111.89 POSKW
cuidar 18 361 183.67 89.94 9.03 7.11 68.52 POSKW
convidar 10 151 102.04 37.62 3.84 7.08 92.26 POSKW
cópia 4 29 40.82 7.22 0.79 6.92 139.85 POSKW
bebê 14 259 142.86 64.52 6.51 6.68 75.54 POSKW
afeto 7 87 71.43 21.67 2.24 6.68 106.88 POSKW
tessitura 3 16 30.61 3.99 0.45 6.62 153.92 POSKW
eventual 5 49 51.02 12.21 1.29 6.41 122.77 POSKW
idade 20 435 204.08 108.37 10.84 6.36 61.26 POSKW
alimentar 13 240 132.65 59.79 6.03 6.23 75.72 POSKW
narrar 7 92 71.43 22.92 2.36 6.17 102.83 POSKW
infinito 4 33 40.82 8.22 0.88 6.14 132.94 POSKW
nó 6 71 61.22 17.69 1.84 6.12 110.34 POSKW
exploração 19 413 193.88 102.89 10.3 6.06 61.32 POSKW
sentimento 25 600 255.1 149.48 14.9 5.85 52.21 POSKW
pele 3 19 30.61 4.73 0.52 5.81 146.43 POSKW
equilibrado 4 35 40.82 8.72 0.93 5.79 129.59 POSKW
banho 4 35 40.82 8.72 0.93 5.79 129.59 POSKW
deliberação 4 35 40.82 8.72 0.93 5.79 129.59 POSKW
mímico 5 54 51.02 13.45 1.41 5.73 116.54 POSKW
pequeno 30 762 306.12 189.84 18.88 5.71 46.89 POSKW
pronto 7 97 71.43 24.17 2.48 5.7 98.88 POSKW
poesia 6 76 61.22 18.93 1.95 5.58 105.52 POSKW
jogador 3 20 30.61 4.98 0.55 5.57 144.01 POSKW
dono 3 20 30.61 4.98 0.55 5.57 144.01 POSKW
abrir 21 488 214.29 121.57 12.13 5.47 55.21 POSKW
entregar 4 37 40.82 9.22 0.98 5.46 126.31 POSKW
cheiro 4 37 40.82 9.22 0.98 5.46 126.31 POSKW
confiança 9 150 91.84 37.37 3.79 5.33 84.31 POSKW
possar 4 39 40.82 9.72 1.02 5.16 123.09 POSKW
roupa 3 22 30.61 5.48 0.6 5.14 139.26 POSKW
companheiro 3 22 30.61 5.48 0.6 5.14 139.26 POSKW
