lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
concorrer 12 64 116.5 15.96 1.9 25.44 151.8 POSKW
organizador 24 272 233.01 67.85 7.41 24.18 109.79 POSKW
explicitar 24 311 233.01 77.58 8.39 19.98 100.09 POSKW
árabe 4 6 38.83 1.5 0.25 16.34 185.16 POSKW
empático 6 23 58.25 5.74 0.73 15.84 164.14 POSKW
problematizadoras 5 15 48.54 3.74 0.5 15.14 171.38 POSKW
socioemocional 24 389 233.01 97.03 10.35 13.55 82.4 POSKW
demandar 18 270 174.76 67.35 7.21 11.76 88.73 POSKW
previsto 7 51 67.96 12.72 1.45 11.48 136.93 POSKW
corresponsável 6 37 58.25 9.23 1.08 11.37 145.29 POSKW
esperar 32 636 310.68 158.64 16.73 11.32 64.79 POSKW
mantido 5 26 48.54 6.49 0.78 10.8 152.86 POSKW
responsivo 4 17 38.83 4.24 0.53 9.91 160.62 POSKW
supor 9 99 87.38 24.69 2.71 9.43 111.86 POSKW
aprimorar 13 188 126.21 46.89 5.03 9.06 91.64 POSKW
mobilizar 30 633 291.26 157.89 16.61 8.98 59.39 POSKW
currículo 79 2143 766.99 534.55 55.66 8.9 35.72 POSKW
cartográfico 9 106 87.38 26.44 2.88 8.61 107.08 POSKW
argumento 22 421 213.59 105.01 11.1 8.58 68.16 POSKW
fundamental 87 2440 844.66 608.63 63.3 8.17 32.48 POSKW
letramento 24 484 233.01 120.73 12.72 8.16 63.48 POSKW
cognitivo 42 1009 407.77 251.68 26.33 8.13 47.34 POSKW
(re)elaboração 5 37 48.54 9.23 1.05 8.08 136.1 POSKW
argumentar 16 277 155.34 69.09 7.34 7.88 76.86 POSKW
foco 33 758 320.39 189.07 19.81 7.52 51.55 POSKW
desejável 6 57 58.25 14.22 1.58 7.51 121.52 POSKW
final 41 1002 398.06 249.94 26.13 7.42 45.72 POSKW
alemão 4 26 38.83 6.49 0.75 7.25 142.76 POSKW
raciocínio 19 367 184.47 91.54 9.67 7.24 67.33 POSKW
abertura 11 165 106.8 41.16 4.41 7.19 88.73 POSKW
multiletramento 9 124 87.38 30.93 3.33 6.8 95.43 POSKW
migrante 4 28 38.83 6.98 0.8 6.8 139.03 POSKW
autoria 15 270 145.63 67.35 7.14 6.78 73.51 POSKW
procedimento 38 938 368.93 233.97 24.45 6.61 44.77 POSKW
homologar 8 105 77.67 26.19 2.83 6.53 99.13 POSKW
competência 76 2168 737.86 540.78 56.21 6.45 30.83 POSKW
sustentável 22 469 213.59 116.99 12.3 6.38 58.45 POSKW
potencial 19 386 184.47 96.28 10.14 6.33 62.82 POSKW
reiterar 9 130 87.38 32.43 3.48 6.29 91.73 POSKW
escopo 6 67 58.25 16.71 1.83 6.17 110.83 POSKW
inicial 36 893 349.51 222.75 23.27 6.14 44.3 POSKW
dcnem 8 110 77.67 27.44 2.96 6.07 95.58 POSKW
reger 8 110 77.67 27.44 2.96 6.07 95.58 POSKW
espetáculo 5 49 48.54 12.22 1.35 6.04 119.54 POSKW
planetário 4 32 38.83 7.98 0.9 6.0 131.8 POSKW
biblioteca 6 69 58.25 17.21 1.88 5.93 108.77 POSKW
parque 5 51 48.54 12.72 1.4 5.76 116.94 POSKW
investigação 33 815 320.39 203.29 21.24 5.73 44.72 POSKW
associar 28 666 271.84 166.13 17.38 5.63 48.28 POSKW
agrupar 7 93 67.96 23.2 2.5 5.61 98.21 POSKW
ajuste 6 72 58.25 17.96 1.95 5.59 105.74 POSKW
potência 5 53 48.54 13.22 1.45 5.49 114.38 POSKW
museu 6 73 58.25 18.21 1.98 5.48 104.74 POSKW
configuração 9 142 87.38 35.42 3.78 5.36 84.62 POSKW
prioriza 5 54 48.54 13.47 1.48 5.36 113.12 POSKW
multimodal 8 120 77.67 29.93 3.21 5.23 88.73 POSKW
poético 6 76 58.25 18.96 2.05 5.17 101.79 POSKW
analogia 6 76 58.25 18.96 2.05 5.17 101.79 POSKW
habilidade 78 2312 757.28 576.7 59.87 5.15 27.07 POSKW
observação 26 621 252.43 154.9 16.21 5.15 47.89 POSKW
alicerçar 11 195 106.8 48.64 5.16 5.14 74.83 POSKW
aporte 6 77 58.25 19.21 2.08 5.07 100.82 POSKW
resolver 27 655 262.14 163.38 17.08 5.03 46.42 POSKW
numeração 5 57 48.54 14.22 1.55 5.0 109.38 POSKW
convergir 5 57 48.54 14.22 1.55 5.0 109.38 POSKW
validar 8 123 77.67 30.68 3.28 5.0 86.73 POSKW
pleno 27 657 262.14 163.88 17.13 4.97 46.13 POSKW
alfabetização 14 279 135.92 69.59 7.34 4.92 64.55 POSKW
argumentação 15 308 145.63 76.83 8.09 4.85 61.86 POSKW
investir 7 103 67.96 25.69 2.76 4.73 90.27 POSKW
estudante 92 2820 893.2 703.42 72.94 4.72 23.77 POSKW
convincente 4 41 38.83 10.23 1.13 4.58 116.62 POSKW
pesquisar 12 232 116.5 57.87 6.11 4.56 67.25 POSKW
complexo 34 891 330.1 222.25 23.17 4.55 39.05 POSKW
circular 12 233 116.5 58.12 6.14 4.51 66.87 POSKW
mídia 23 551 223.3 137.44 14.38 4.5 47.6 POSKW
solidário 18 403 174.76 100.52 10.55 4.48 53.93 POSKW
universidade 7 107 67.96 26.69 2.86 4.42 87.21 POSKW
interesse 45 1255 436.89 313.05 32.56 4.36 33.03 POSKW
salto 4 43 38.83 10.73 1.18 4.32 113.43 POSKW
fenômeno 35 935 339.81 233.23 24.3 4.27 37.2 POSKW
terrestre 5 64 48.54 15.96 1.73 4.24 101.01 POSKW
leitura 37 1001 359.22 249.69 26.0 4.23 35.98 POSKW
continuidade 24 593 233.01 147.92 15.46 4.16 44.68 POSKW
impacto 18 413 174.76 103.02 10.8 4.12 51.65 POSKW
polo 4 45 38.83 11.22 1.23 4.07 110.31 POSKW
estranhamento 4 45 38.83 11.22 1.23 4.07 110.31 POSKW
pretender 22 535 213.59 133.45 13.95 4.06 46.19 POSKW
mobilização 17 387 165.05 96.53 10.12 4.0 52.39 POSKW
proximidade 5 67 48.54 16.71 1.8 3.95 97.56 POSKW
esclarecimento 4 46 38.83 11.47 1.25 3.95 108.77 POSKW
código 14 303 135.92 75.58 7.94 3.88 57.06 POSKW
aluno 12 1215 116.5 303.07 30.73 15.19 -88.93 NEGKW
formar 6 723 58.25 180.34 18.26 11.38 -102.34 NEGKW
médio 7 777 67.96 193.81 19.64 11.04 -96.15 NEGKW
possuir 8 838 77.67 209.03 21.19 11.01 -91.64 NEGKW
documento 22 1616 213.59 403.09 41.03 10.86 -61.46 NEGKW
basear 5 607 48.54 151.41 15.33 9.63 -102.89 NEGKW
didático 8 784 77.67 195.56 19.84 9.33 -86.29 NEGKW
transformar 5 597 48.54 148.91 15.08 9.29 -101.66 NEGKW
bom 9 839 87.38 209.28 21.24 9.21 -82.18 NEGKW
principal 7 688 67.96 171.61 17.41 8.22 -86.53 NEGKW
momento 15 1131 145.63 282.12 28.71 8.11 -63.82 NEGKW
ofertar 4 478 38.83 119.23 12.07 7.45 -101.73 NEGKW
instituição 20 1353 194.17 337.49 34.39 7.25 -53.91 NEGKW
educacional 21 1397 203.88 348.47 35.52 7.12 -52.35 NEGKW
