lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
aluno 89 1138 542.68 288.25 48.94 27.71 61.24 POSKW
venezuelano 6 5 36.59 1.27 0.44 23.91 186.62 POSKW
não-indígena 5 4 30.49 1.01 0.36 20.18 187.13 POSKW
desporto 6 14 36.59 3.55 0.8 15.37 164.66 POSKW
clientela 6 22 36.59 5.57 1.12 11.36 147.13 POSKW
balizar 9 55 54.88 13.93 2.55 10.49 119.02 POSKW
indígena 46 651 280.49 164.89 27.8 10.43 51.91 POSKW
migrante 6 26 36.59 6.59 1.28 9.89 138.98 POSKW
libra 16 152 97.56 38.5 6.7 9.8 86.81 POSKW
visual-motor 12 96 73.17 24.32 4.31 9.79 100.23 POSKW
contemplação 5 18 30.49 4.56 0.92 9.6 147.96 POSKW
providência 7 40 42.68 10.13 1.87 8.8 123.27 POSKW
reprovação 8 52 48.78 13.17 2.39 8.66 114.96 POSKW
exame 11 93 67.07 23.56 4.15 8.23 96.03 POSKW
seriar 5 22 30.49 5.57 1.08 8.13 138.19 POSKW
migratório 6 32 36.59 8.11 1.52 8.12 127.45 POSKW
fronteira 18 207 109.76 52.43 8.97 7.39 70.69 POSKW
migração 6 35 36.59 8.87 1.64 7.37 121.98 POSKW
regulamentação 8 61 48.78 15.45 2.75 7.01 103.78 POSKW
diversificar 49 780 298.78 197.57 33.06 7.0 40.78 POSKW
neutro 7 49 42.68 12.41 2.23 6.9 109.89 POSKW
estadual 34 505 207.32 127.91 21.5 6.47 47.37 POSKW
ponderação 5 28 30.49 7.09 1.32 6.43 124.51 POSKW
vocação 7 52 42.68 13.17 2.35 6.36 105.67 POSKW
capital 11 108 67.07 27.36 4.75 6.33 84.12 POSKW
agrícola 7 53 42.68 13.42 2.39 6.19 104.29 POSKW
referendar 5 29 30.49 7.35 1.36 6.18 122.34 POSKW
bilíngue 6 42 36.59 10.64 1.91 5.91 109.89 POSKW
amazônico 9 85 54.88 21.53 3.75 5.57 87.29 POSKW
cursar 12 131 73.17 33.18 5.7 5.55 75.2 POSKW
administração 7 58 42.68 14.69 2.59 5.41 97.58 POSKW
psicomotor 6 45 36.59 11.4 2.03 5.38 104.98 POSKW
artístico-cultural 13 151 79.27 38.25 6.54 5.21 69.81 POSKW
alternância 6 46 36.59 11.65 2.07 5.21 103.38 POSKW
verificação 9 89 54.88 22.54 3.91 5.11 83.53 POSKW
população 34 536 207.32 135.76 22.73 5.07 41.71 POSKW
embasar 14 170 85.37 43.06 7.34 5.02 65.88 POSKW
assegurar 62 1102 378.05 279.13 46.42 4.94 30.1 POSKW
primar 6 50 36.59 12.66 2.23 4.6 97.14 POSKW
indicativo 7 65 42.68 16.46 2.87 4.47 88.66 POSKW
