lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
conceitos-chave 10 5 71.94 1.26 0.51 48.99 193.12 POSKW
manusear 13 23 93.53 5.79 1.22 42.56 176.68 POSKW
criterioso 16 45 115.11 11.33 2.06 41.28 164.17 POSKW
aluno 85 1142 611.51 287.44 41.48 36.55 72.1 POSKW
reutilizável 6 2 43.17 0.5 0.27 31.79 195.39 POSKW
desagrado 5 1 35.97 0.25 0.2 28.53 197.22 POSKW
encaixe 6 5 43.17 1.26 0.37 25.83 188.67 POSKW
imitar 11 38 79.14 9.56 1.66 24.94 156.87 POSKW
montar 8 16 57.55 4.03 0.81 24.74 173.84 POSKW
espanhol 17 109 122.3 27.44 4.26 22.96 126.71 POSKW
aplicabilidade 17 113 122.3 28.44 4.39 22.1 124.53 POSKW
virar 5 4 35.97 1.01 0.3 21.78 189.11 POSKW
ajuda 15 90 107.91 22.65 3.55 21.68 130.6 POSKW
assessor 6 9 43.17 2.27 0.51 21.07 180.06 POSKW
balançar 5 5 35.97 1.26 0.34 20.35 186.48 POSKW
palma 5 5 35.97 1.26 0.34 20.35 186.48 POSKW
bater 7 16 50.36 4.03 0.78 20.25 170.38 POSKW
interessar 15 99 107.91 24.92 3.85 19.65 124.96 POSKW
volta 16 116 115.11 29.2 4.46 18.86 119.07 POSKW
mês 17 130 122.3 32.72 4.97 18.81 115.57 POSKW
testar 19 161 136.69 40.52 6.08 18.42 108.53 POSKW
recortar 6 13 43.17 3.27 0.64 17.84 171.82 POSKW
dedo 6 13 43.17 3.27 0.64 17.84 171.82 POSKW
referência 63 1002 453.24 252.2 36.0 17.23 57.0 POSKW
autoconfiança 11 61 79.14 15.35 2.43 17.15 135.0 POSKW
emitir 12 74 86.33 18.63 2.91 16.87 129.02 POSKW
pé 7 23 50.36 5.79 1.01 16.41 158.76 POSKW
colega 23 242 165.47 60.91 8.96 16.08 92.37 POSKW
empilhar 5 10 35.97 2.52 0.51 15.46 173.84 POSKW
borracha 5 10 35.97 2.52 0.51 15.46 173.84 POSKW
brinquedo 15 124 107.91 31.21 4.7 15.03 110.27 POSKW
autocrítica 10 59 71.94 14.85 2.33 14.7 131.56 POSKW
esconder 6 19 43.17 4.78 0.85 14.4 160.1 POSKW
dramatizar 6 19 43.17 4.78 0.85 14.4 160.1 POSKW
conhecido 22 241 158.27 60.66 8.89 14.34 89.17 POSKW
demonstrar 30 387 215.83 97.41 14.1 14.15 75.61 POSKW
mímico 9 50 64.75 12.58 1.99 14.01 134.91 POSKW
acompanhamento 26 319 187.05 80.29 11.66 13.64 79.87 POSKW
autocuidar 8 41 57.55 10.32 1.66 13.4 139.18 POSKW
capacidade 75 1348 539.57 339.29 48.1 13.36 45.58 POSKW
diversificar 49 780 352.52 196.33 28.02 13.36 56.92 POSKW
espelho 6 22 43.17 5.54 0.95 13.06 154.52 POSKW
par 25 308 179.86 77.52 11.26 13.0 79.52 POSKW
misturar 6 23 43.17 5.79 0.98 12.66 152.7 POSKW
emissão 7 33 50.36 8.31 1.35 12.59 143.37 POSKW
dramatização 9 56 64.75 14.1 2.2 12.54 128.49 POSKW
variado 27 354 194.24 89.1 12.88 12.28 74.22 POSKW
argila 6 24 43.17 6.04 1.01 12.27 150.89 POSKW
cantar 11 85 79.14 21.39 3.25 12.01 114.87 POSKW
semelhança 16 162 115.11 40.78 6.02 11.92 95.37 POSKW
apoio 28 378 201.44 95.14 13.72 11.9 71.68 POSKW
tamanho 11 86 79.14 21.65 3.28 11.84 114.09 POSKW
cantiga 8 47 57.55 11.83 1.86 11.81 131.8 POSKW
prazer 14 131 100.72 32.97 4.9 11.79 101.35 POSKW
conversar 9 60 64.75 15.1 2.33 11.66 124.35 POSKW
conviver 32 460 230.22 115.78 16.63 11.65 66.15 POSKW
cabelo 5 17 35.97 4.28 0.74 11.46 157.48 POSKW
manipular 10 75 71.94 18.88 2.87 11.33 116.86 POSKW
enredo 7 38 50.36 9.56 1.52 11.13 136.16 POSKW
emoção 28 389 201.44 97.91 14.1 11.11 69.17 POSKW
canção 10 77 71.94 19.38 2.94 10.97 115.11 POSKW
pintar 6 28 43.17 7.05 1.15 10.88 143.86 POSKW
nomear 9 64 64.75 16.11 2.47 10.85 120.31 POSKW
parceiro 17 189 122.3 47.57 6.96 10.79 87.98 POSKW
comparação 19 227 136.69 57.14 8.32 10.52 82.09 POSKW
apreciar 20 247 143.88 62.17 9.03 10.35 79.31 POSKW
criar 69 1294 496.4 325.7 46.07 10.28 41.53 POSKW
revista 11 96 79.14 24.16 3.62 10.24 106.44 POSKW
gravura 5 20 35.97 5.03 0.85 10.23 150.89 POSKW
portador 10 83 71.94 20.89 3.14 9.97 109.98 POSKW
equivalente 7 43 50.36 10.82 1.69 9.88 129.24 POSKW
altura 7 43 50.36 10.82 1.69 9.88 129.24 POSKW
trama 5 21 35.97 5.29 0.88 9.86 148.75 POSKW
contação 8 56 57.55 14.1 2.16 9.82 121.31 POSKW
sonoro 19 236 136.69 59.4 8.62 9.72 78.83 POSKW
ajustar 10 86 71.94 21.65 3.25 9.5 107.48 POSKW
opinar 6 33 43.17 8.31 1.32 9.43 135.45 POSKW
cuidado 32 497 230.22 125.09 17.88 9.4 59.17 POSKW
convencional 12 118 86.33 29.7 4.39 9.37 97.61 POSKW
hábito 18 223 129.5 56.13 8.15 9.26 79.05 POSKW
