lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
aluno 82 1145 611.94 287.83 39.98 35.26 72.04 POSKW
parecer 26 349 194.03 87.73 12.22 12.23 75.45 POSKW
guia 11 92 82.09 23.13 3.36 11.43 112.08 POSKW
trabalhador 13 153 97.01 38.46 5.41 7.98 86.44 POSKW
induzir 7 57 52.24 14.33 2.09 7.52 113.9 POSKW
reelaboração 8 73 59.7 18.35 2.64 7.4 105.96 POSKW
adequado 30 528 223.88 132.73 18.18 6.67 51.12 POSKW
fórmula 7 63 52.24 15.84 2.28 6.6 106.94 POSKW
alunado 5 35 37.31 8.8 1.3 6.42 123.68 POSKW
efetuar 6 50 44.78 12.57 1.82 6.26 112.33 POSKW
calendário 9 100 67.16 25.14 3.55 6.13 91.06 POSKW
-se 5 40 37.31 10.06 1.47 5.49 115.09 POSKW
desvendar 5 42 37.31 10.56 1.53 5.17 111.78 POSKW
prerrogativa 6 58 44.78 14.58 2.09 5.1 101.74 POSKW
assimilar 5 44 37.31 11.06 1.6 4.86 108.54 POSKW
laço 7 77 52.24 19.36 2.74 4.85 91.86 POSKW
calculador 5 45 37.31 11.31 1.63 4.71 106.94 POSKW
funcional 9 116 67.16 29.16 4.07 4.62 78.91 POSKW
simples 18 304 134.33 76.42 10.49 4.6 54.95 POSKW
sólido 9 118 67.16 29.66 4.14 4.46 77.46 POSKW
processar 6 64 44.78 16.09 2.28 4.38 94.27 POSKW
curiosidade 25 471 186.57 118.4 16.16 4.3 44.7 POSKW
biologia 5 48 37.31 12.07 1.73 4.3 102.26 POSKW
renovar 5 48 37.31 12.07 1.73 4.3 102.26 POSKW
educandos 19 334 141.79 83.96 11.5 4.24 51.23 POSKW
antropológico 5 49 37.31 12.32 1.76 4.17 100.73 POSKW
normatizar 6 66 44.78 16.59 2.35 4.15 91.86 POSKW
imperativo 6 66 44.78 16.59 2.35 4.15 91.86 POSKW
aumentar 12 184 89.55 46.25 6.39 4.08 63.76 POSKW
imediato 10 143 74.63 35.95 4.99 4.06 69.96 POSKW
celular 6 67 44.78 16.84 2.38 4.05 90.67 POSKW
disciplina 28 551 208.96 138.51 18.87 3.99 40.55 POSKW
memorização 8 105 59.7 26.4 3.68 3.95 77.37 POSKW
seres 6 68 44.78 17.09 2.41 3.94 89.48 POSKW
documento 30 1608 223.88 404.22 53.38 12.53 -57.42 NEGKW
seguir 16 1013 119.4 254.65 33.53 11.69 -72.31 NEGKW
perpassar 5 450 37.31 113.12 14.83 9.0 -100.79 NEGKW
trazer 22 1158 164.18 291.1 38.45 8.57 -55.76 NEGKW
exemplo 23 1196 171.64 300.65 39.72 8.55 -54.63 NEGKW
ética 5 418 37.31 105.08 13.78 7.62 -95.18 NEGKW
possível 26 1276 194.03 320.76 42.43 7.61 -49.24 NEGKW
estudante 70 2842 522.39 714.43 94.89 7.41 -31.05 NEGKW
afirmar 10 631 74.63 158.62 20.89 7.23 -72.02 NEGKW
dificuldade 5 405 37.31 101.81 13.36 7.07 -92.72 NEGKW
perspectiva 47 2008 350.75 504.78 66.97 6.85 -36.01 NEGKW
conexão 7 486 52.24 122.17 16.07 6.67 -80.19 NEGKW
metodológico 11 651 82.09 163.65 21.57 6.5 -66.38 NEGKW
debate 10 604 74.63 151.84 20.01 6.31 -68.19 NEGKW
evidenciar 8 518 59.7 130.22 17.14 6.25 -74.26 NEGKW
digital 19 955 141.79 240.07 31.74 6.15 -51.47 NEGKW
apresentação 7 467 52.24 117.4 15.45 5.97 -76.82 NEGKW
discussão 19 944 141.79 237.31 31.38 5.86 -50.39 NEGKW
apresentar 56 2263 417.91 568.88 75.57 5.74 -30.6 NEGKW
intencionalidade 5 369 37.31 92.76 12.19 5.61 -85.25 NEGKW
ressaltar 20 958 149.25 240.82 31.87 5.25 -46.95 NEGKW
escolha 20 957 149.25 240.57 31.84 5.23 -46.85 NEGKW
singularidade 7 444 52.24 111.61 14.7 5.14 -72.47 NEGKW
textual 5 355 37.31 89.24 11.73 5.06 -82.06 NEGKW
equidade 5 351 37.31 88.24 11.6 4.91 -81.12 NEGKW
e/ou 22 1014 164.18 254.9 33.76 4.82 -43.3 NEGKW
linguístico 10 557 74.63 140.02 18.48 4.81 -60.93 NEGKW
objetivar 7 434 52.24 109.1 14.37 4.8 -70.49 NEGKW
texto 21 967 156.72 243.09 32.2 4.58 -43.21 NEGKW
território 20 929 149.25 233.53 30.93 4.55 -44.04 NEGKW
relacionar 44 1780 328.36 447.46 59.44 4.55 -30.7 NEGKW
diverso 26 1147 194.03 288.34 38.23 4.54 -39.1 NEGKW
presença 6 384 44.78 96.53 12.71 4.53 -73.25 NEGKW
crítico 43 1742 320.9 437.91 58.17 4.49 -30.84 NEGKW
segundo 7 424 52.24 106.59 14.05 4.46 -68.44 NEGKW
contar 5 336 37.31 84.46 11.11 4.35 -77.44 NEGKW
resultar 6 378 44.78 95.02 12.51 4.32 -71.88 NEGKW
proporcionar 22 988 164.18 248.37 32.91 4.22 -40.81 NEGKW
arte 12 615 89.55 154.6 20.43 4.21 -53.28 NEGKW
dialogar 12 614 89.55 154.35 20.4 4.18 -53.13 NEGKW
ocorrer 25 1094 186.57 275.01 36.47 4.18 -38.32 NEGKW
sentimento 12 613 89.55 154.1 20.37 4.15 -52.98 NEGKW
explicitar 5 330 37.31 82.96 10.92 4.13 -75.9 NEGKW
juventude 8 451 59.7 113.37 14.96 4.01 -62.02 NEGKW
dar 42 1678 313.43 421.82 56.05 3.98 -29.48 NEGKW
necessitar 7 409 52.24 102.82 13.56 3.97 -65.24 NEGKW
integrador 5 325 37.31 81.7 10.75 3.95 -74.59 NEGKW
música 7 408 52.24 102.56 13.52 3.93 -65.02 NEGKW
diálogo 27 1152 201.49 289.59 38.42 3.91 -35.88 NEGKW
compor 24 1045 179.1 262.69 34.84 3.9 -37.84 NEGKW
década 7 407 52.24 102.31 13.49 3.9 -64.8 NEGKW
oral 11 565 82.09 142.03 18.77 3.89 -53.49 NEGKW
movimento 27 1150 201.49 289.09 38.36 3.87 -35.71 NEGKW
provocar 6 364 44.78 91.5 12.06 3.84 -68.58 NEGKW
estimar 5 52 37.31 13.07 1.86 3.8 96.22 NOTKW
recíproco 5 52 37.31 13.07 1.86 3.8 96.22 NOTKW
aprimoramento 12 189 89.55 47.51 6.55 3.78 61.35 NOTKW
subsídio 10 148 74.63 37.2 5.15 3.73 66.93 NOTKW
integral 40 1594 298.51 400.7 53.25 3.72 -29.23 NOTKW
coordenado 5 53 37.31 13.32 1.89 3.68 94.75 NOTKW
qualificação 17 302 126.87 75.92 10.4 3.66 50.25 NOTKW
autor 10 518 74.63 130.22 17.21 3.66 -54.28 NOTKW
constituir 38 1521 283.58 382.35 50.8 3.65 -29.66 NOTKW
início 7 399 52.24 100.3 13.23 3.65 -63.02 NOTKW
desenho 18 325 134.33 81.7 11.18 3.65 48.72 NOTKW
