lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
minas 112 5 382.25 1.31 8.34 551.12 198.63 POSKW
mineiro 41 2 139.93 0.52 3.06 200.72 198.51 POSKW
gerais 121 262 412.97 68.6 27.29 200.17 143.02 POSKW
referência 151 914 515.36 239.33 75.89 63.42 73.15 POSKW
estruturador 13 14 44.37 3.67 1.92 33.36 169.47 POSKW
see 11 15 37.54 3.93 1.85 24.9 162.12 POSKW
assertivo 14 34 47.78 8.9 3.42 21.04 137.18 POSKW
legítimo 14 65 47.78 17.02 5.63 9.76 94.94 POSKW
centralidade 26 177 88.74 46.35 14.46 8.14 62.76 POSKW
ancestralidade 11 55 37.54 14.4 4.7 6.77 89.1 POSKW
trajetória 52 455 177.47 119.14 36.13 6.67 39.33 POSKW
recuperar 10 49 34.13 12.83 4.2 6.37 90.71 POSKW
escolaridade 27 207 92.15 54.2 16.67 5.87 51.86 POSKW
reportagem 9 44 30.72 11.52 3.78 5.76 90.89 POSKW
agenda 12 69 40.96 18.07 5.77 5.64 77.56 POSKW
entidade 14 88 47.78 23.04 7.27 5.38 69.86 POSKW
comentar 10 54 34.13 14.14 4.56 5.34 82.83 POSKW
amplamente 12 72 40.96 18.85 5.99 5.14 73.91 POSKW
preceito 13 81 44.37 21.21 6.7 5.1 70.63 POSKW
entrevista 15 99 51.19 25.92 8.12 5.1 65.54 POSKW
pcns 11 65 37.54 17.02 5.42 4.88 75.23 POSKW
ideal 19 142 64.85 37.18 11.47 4.5 54.23 POSKW
palestra 10 59 34.13 15.45 4.92 4.45 75.36 POSKW
exclusão 23 183 78.5 47.92 14.68 4.38 48.38 POSKW
uma 29 245 98.98 64.15 19.52 4.35 42.69 POSKW
somar 19 145 64.85 37.97 11.69 4.2 52.29 POSKW
vontade 14 98 47.78 25.66 7.98 4.05 60.24 POSKW
horizonte 17 128 58.02 33.52 10.33 3.93 53.54 POSKW
estatuto 18 138 61.43 36.14 11.12 3.92 51.86 POSKW
ocupação 26 220 88.74 57.61 17.53 3.88 42.54 POSKW
aluno 29 1198 98.98 313.69 87.43 55.8 -104.06 NEGKW
referencial 15 727 51.19 190.36 52.87 39.99 -115.23 NEGKW
referir 38 982 129.69 257.14 72.68 21.33 -65.89 NEGKW
conforme 47 1138 160.41 297.98 84.44 21.06 -60.02 NEGKW
local 67 1474 228.67 385.96 109.8 20.68 -51.18 NEGKW
requerer 24 689 81.91 180.41 50.8 18.68 -75.1 NEGKW
matriz 9 385 30.72 100.81 28.07 18.65 -106.59 NEGKW
documento 75 1563 255.97 409.27 116.72 18.23 -46.09 NEGKW
carga 10 402 34.13 105.26 29.36 18.14 -102.06 NEGKW
bem 108 2065 368.6 540.72 154.84 16.94 -37.86 NEGKW
observar 48 1091 163.82 285.68 81.16 16.93 -54.22 NEGKW
comum 80 1614 273.04 422.62 120.71 16.64 -43.01 NEGKW
iniciar 16 508 54.61 133.02 37.34 16.48 -83.58 NEGKW
quadro 25 676 85.32 177.01 49.95 16.24 -69.9 NEGKW
horário 14 465 47.78 121.76 34.13 16.21 -87.27 NEGKW
unidade 65 1362 221.84 356.64 101.68 16.2 -46.6 NEGKW
base 108 2046 368.6 535.74 153.48 16.08 -36.96 NEGKW
ato 14 454 47.78 118.88 33.35 15.24 -85.32 NEGKW
abrir 16 493 54.61 129.09 36.27 15.21 -81.09 NEGKW
precisar 67 1365 228.67 357.42 102.04 14.62 -43.94 NEGKW
seguinte 29 720 98.98 188.53 53.37 14.21 -62.3 NEGKW
objetivo 112 2062 382.25 539.93 154.91 14.07 -34.2 NEGKW
realizar 76 1496 259.39 391.73 112.01 13.95 -40.65 NEGKW
caber 37 855 126.28 223.88 63.56 13.92 -55.75 NEGKW
pensamento 55 1155 187.71 302.44 86.22 13.85 -46.81 NEGKW
seguir 45 984 153.58 257.66 73.32 13.54 -50.62 NEGKW
