lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
paraíba 59 6 282.3 1.54 3.3 312.17 197.83 POSKW
o/a 23 103 110.05 26.39 6.4 28.04 122.63 POSKW
o(a) 16 52 76.56 13.32 3.46 26.56 140.71 POSKW
manuseio 12 31 57.42 7.94 2.19 23.82 151.39 POSKW
sugestão 37 268 177.03 68.67 15.5 23.02 88.21 POSKW
sugerir 49 426 234.45 109.15 24.14 21.05 72.94 POSKW
professor/a 16 68 76.56 17.42 4.27 20.63 125.84 POSKW
teórico-prático 10 25 47.85 6.41 1.78 20.32 152.77 POSKW
aqui 57 546 272.73 139.89 30.65 19.26 64.39 POSKW
professor(a) 14 57 66.99 14.6 3.61 18.87 128.4 POSKW
lembrar 28 198 133.97 50.73 11.49 18.17 90.14 POSKW
os(as) 14 62 66.99 15.89 3.86 17.28 123.33 POSKW
dos/das 9 25 43.06 6.41 1.73 16.94 148.21 POSKW
do(a) 11 39 52.63 9.99 2.54 16.92 136.18 POSKW
obviamente 8 20 38.28 5.12 1.42 16.25 152.77 POSKW
professores/as 14 66 66.99 16.91 4.07 16.11 119.38 POSKW
avaliativo 31 253 148.33 64.82 14.43 15.3 78.35 POSKW
exato 8 22 38.28 5.64 1.52 15.17 148.66 POSKW
íntimo 8 22 38.28 5.64 1.52 15.17 148.66 POSKW
introdução 25 185 119.62 47.4 10.67 14.96 86.48 POSKW
pontuar 13 62 62.2 15.89 3.81 14.76 118.63 POSKW
maturidade 11 45 52.63 11.53 2.85 14.75 128.12 POSKW
método 47 465 224.88 119.14 26.02 14.53 61.47 POSKW
erro 18 118 86.12 30.23 6.91 13.26 96.07 POSKW
mensurar 9 36 43.06 9.22 2.29 12.35 129.44 POSKW
imitação 10 45 47.85 11.53 2.8 12.13 122.33 POSKW
exibir 7 22 33.49 5.64 1.47 11.95 142.38 POSKW
autoavaliação 15 95 71.77 24.34 5.59 11.66 98.7 POSKW
pcn 14 86 66.99 22.03 5.08 11.4 100.99 POSKW
que 27 239 129.19 61.23 13.52 11.12 71.37 POSKW
mostra 7 24 33.49 6.15 1.58 11.1 137.95 POSKW
josé 9 40 43.06 10.25 2.49 11.06 123.1 POSKW
artista 14 89 66.99 22.8 5.24 10.82 98.41 POSKW
parâmetro 41 430 196.17 110.17 23.94 10.66 56.15 POSKW
percepção 54 615 258.37 157.57 34.0 10.6 48.47 POSKW
dos(as) 11 61 52.63 15.63 3.66 10.35 108.42 POSKW
joão 8 34 38.28 8.71 2.13 10.32 125.84 POSKW
etc. 67 814 320.57 208.56 44.78 10.15 42.34 POSKW
possar 8 35 38.28 8.97 2.19 10.0 124.08 POSKW
manipular 12 73 57.42 18.7 4.32 9.91 101.72 POSKW
peso 12 73 57.42 18.7 4.32 9.91 101.72 POSKW
aproximar 30 291 143.54 74.56 16.32 9.8 63.26 POSKW
game 8 36 38.28 9.22 2.24 9.7 122.33 POSKW
aula 87 1135 416.27 290.8 62.11 9.4 35.49 POSKW
página 10 58 47.85 14.86 3.46 8.85 105.21 POSKW
lado 33 346 157.89 88.65 19.26 8.59 56.17 POSKW
cena 9 50 43.06 12.81 3.0 8.45 108.29 POSKW
condizente 10 60 47.85 15.37 3.56 8.43 102.73 POSKW
mente 15 115 71.77 29.46 6.61 8.39 83.58 POSKW
os/as 16 128 76.56 32.8 7.32 8.23 80.04 POSKW
do/a 12 83 57.42 21.27 4.83 8.09 91.89 POSKW
enquanto 44 513 210.53 131.44 28.31 7.9 46.26 POSKW
dia 46 544 220.1 139.38 29.99 7.8 44.91 POSKW
prova 18 156 86.12 39.97 8.84 7.79 73.21 POSKW
talvez 9 54 43.06 13.84 3.2 7.59 102.73 POSKW
visuais 12 87 57.42 22.29 5.03 7.45 88.14 POSKW
livro 31 335 148.33 85.83 18.6 7.32 53.38 POSKW
tese 7 36 33.49 9.22 2.19 7.26 113.63 POSKW
intermédio 12 89 57.42 22.8 5.13 7.15 86.3 POSKW
ouvir 24 241 114.83 61.75 13.47 7.11 60.13 POSKW
deparar 14 113 66.99 28.95 6.46 7.07 79.29 POSKW
entretanto 26 269 124.4 68.92 14.99 7.05 57.4 POSKW
