lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
aluno 81 1146 637.8 287.58 37.9 38.43 75.69 POSKW
tópico 19 119 149.61 29.86 4.26 29.01 133.44 POSKW
pós-moderno 7 10 55.12 2.51 0.53 26.28 182.58 POSKW
bncc@card@ 5 5 39.37 1.25 0.31 21.23 187.65 POSKW
missão 12 73 94.49 18.32 2.63 18.83 135.04 POSKW
série 31 404 244.09 101.38 13.44 17.45 82.62 POSKW
vidar 4 5 31.5 1.25 0.28 15.77 184.68 POSKW
impactar 15 145 118.11 36.39 4.94 13.86 105.79 POSKW
referir 54 966 425.2 242.41 31.5 13.72 54.76 POSKW
aderir 5 15 39.37 3.76 0.62 13.22 165.09 POSKW
governança 5 15 39.37 3.76 0.62 13.22 165.09 POSKW
foco 44 747 346.46 187.45 24.43 13.14 59.56 POSKW
amostral 6 26 47.24 6.52 0.99 12.48 151.46 POSKW
média 8 51 62.99 12.8 1.82 12.01 132.46 POSKW
basear 35 577 275.59 144.79 18.9 11.37 62.23 POSKW
sequenciado 4 11 31.5 2.76 0.46 11.11 167.77 POSKW
arqueológico 4 11 31.5 2.76 0.46 11.11 167.77 POSKW
contextualização 31 495 244.09 124.22 16.25 10.98 65.1 POSKW
educandos 23 330 181.1 82.81 10.9 10.58 74.49 POSKW
grade 5 22 39.37 5.52 0.83 10.28 150.81 POSKW
triangular 5 22 39.37 5.52 0.83 10.28 150.81 POSKW
duzentos 5 22 39.37 5.52 0.83 10.28 150.81 POSKW
ressaltar 49 929 385.83 233.12 30.21 10.2 49.34 POSKW
pleno 37 647 291.34 162.36 21.13 10.11 56.86 POSKW
moderno 16 199 125.98 49.94 6.64 9.85 86.46 POSKW
novidade 7 48 55.12 12.05 1.7 9.77 128.26 POSKW
sintonizar 8 63 62.99 15.81 2.19 9.6 119.75 POSKW
percentual 7 49 55.12 12.3 1.73 9.56 127.04 POSKW
notório 6 36 47.24 9.03 1.3 9.54 135.79 POSKW
globalizado 14 165 110.24 41.41 5.53 9.49 90.78 POSKW
