lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
ceará 67 2 452.7 0.5 2.48 427.52 199.55 POSKW
alunas/os 47 2 317.57 0.5 1.76 295.93 199.37 POSKW
as/os 45 10 304.05 2.52 1.98 247.78 196.71 POSKW
a/o 33 9 222.97 2.27 1.51 176.43 195.97 POSKW
das/os 27 2 182.43 0.5 1.04 165.11 198.9 POSKW
às/aos 18 2 121.62 0.5 0.72 106.82 198.35 POSKW
professora/professor 18 18 121.62 4.54 1.3 71.09 185.6 POSKW
professoras/professor 11 1 74.32 0.25 0.43 66.33 198.65 POSKW
da/do 13 7 87.84 1.77 0.72 61.05 192.12 POSKW
à/ao 11 3 74.32 0.76 0.5 58.81 195.97 POSKW
ela/ele 9 2 60.81 0.5 0.4 49.56 196.71 POSKW
suas/seus 7 1 47.3 0.25 0.29 40.59 197.88 POSKW
viva 6 1 40.54 0.25 0.25 34.23 197.53 POSKW
aprendente 11 23 74.32 5.8 1.22 32.02 171.03 POSKW
todas/os 7 5 47.3 1.26 0.43 30.61 189.61 POSKW
professora 17 81 114.86 20.43 3.53 28.55 139.59 POSKW
educandas/os 5 1 33.78 0.25 0.22 27.91 197.04 POSKW
seduc 15 68 101.35 17.15 2.99 26.29 142.1 POSKW
fomentar 32 326 216.22 82.24 12.89 21.07 89.78 POSKW
poderoso 8 21 54.05 5.3 1.04 20.57 164.3 POSKW
através 58 812 391.89 204.84 31.31 18.99 62.69 POSKW
certamente 14 86 94.59 21.7 3.6 18.4 125.38 POSKW
forte 21 179 141.89 45.16 7.2 18.38 103.43 POSKW
firme 5 7 33.78 1.77 0.43 17.46 180.13 POSKW
proporcionar 63 947 425.68 238.9 36.35 16.73 56.21 POSKW
discente 19 164 128.38 41.37 6.59 16.33 102.51 POSKW
partilha 9 40 60.81 10.09 1.76 16.03 143.07 POSKW
disciplina 41 538 277.03 135.72 20.84 15.91 68.47 POSKW
divergente 6 15 40.54 3.78 0.76 15.87 165.85 POSKW
milênio 6 15 40.54 3.78 0.76 15.87 165.85 POSKW
do/da 5 9 33.78 2.27 0.5 15.66 174.81 POSKW
sobressair 5 9 33.78 2.27 0.5 15.66 174.81 POSKW
pcn+ 6 16 40.54 4.04 0.79 15.28 163.78 POSKW
fortalecer 38 495 256.76 124.87 19.18 15.01 69.12 POSKW
constructo 5 10 33.78 2.52 0.54 14.88 172.21 POSKW
